year,row_sector,bt_all,exporter_num,importer_num,sector
2009,H,43297.81,8,4,3
2010,G,750522.33,8,4,1
2010,L,72973.71,8,4,2
2010,H,39909.10,8,4,3
2011,G,887710.58,8,4,1
2011,L,77859.81,8,4,2
2011,H,45030.04,8,4,3
1995,G,23223.03,9,4,1
1995,L,6505.25,9,4,2
1995,H,3515.40,9,4,3
1996,G,24156.85,9,4,1
1996,L,7169.67,9,4,2
1996,H,4144.52,9,4,3
1997,G,28197.67,9,4,1
1997,L,6830.26,9,4,2
1997,H,3788.96,9,4,3
1998,G,28462.94,9,4,1
1998,L,6174.63,9,4,2
1998,H,3800.22,9,4,3
1999,G,30333.58,9,4,1
1999,L,5673.28,9,4,2
1999,H,4592.17,9,4,3
2000,G,34258.30,9,4,1
2000,L,5841.16,9,4,2
2000,H,5081.47,9,4,3
2001,G,29784.22,9,4,1
2001,L,6788.57,9,4,2
2001,H,5007.91,9,4,3
2002,G,26479.64,9,4,1
2002,L,6297.04,9,4,2
2002,H,4890.12,9,4,3
2003,G,34483.76,9,4,1
2003,L,5929.30,9,4,2
2003,H,4651.48,9,4,3
2004,G,38822.41,9,4,1
2004,L,6330.03,9,4,2
2004,H,5309.31,9,4,3
2005,G,39719.33,9,4,1
2005,L,6814.39,9,4,2
2005,H,6197.44,9,4,3
2006,G,46694.03,9,4,1
2006,L,8762.02,9,4,2
2006,H,5957.03,9,4,3
2007,G,51834.17,9,4,1
2007,L,8701.82,9,4,2
2007,H,7013.84,9,4,3
2008,G,55053.46,9,4,1
2008,L,8310.27,9,4,2
2008,H,6364.34,9,4,3
2009,G,43206.65,9,4,1
2009,L,7055.93,9,4,2
2009,H,6650.93,9,4,3
2010,G,46679.29,9,4,1
2010,L,12579.96,9,4,2
2010,H,10149.59,9,4,3
2011,G,55064.11,9,4,1
2011,L,13292.04,9,4,2
2011,H,11146.38,9,4,3
1995,G,445.44,1,5,1
1995,L,98.38,1,5,2
1995,H,43.15,1,5,3
1996,G,691.54,1,5,1
1996,L,177.35,1,5,2
1996,H,55.11,1,5,3
1997,G,945.42,1,5,1
1997,L,176.68,1,5,2
1997,H,34.66,1,5,3
1998,G,1058.55,1,5,1
1998,L,205.00,1,5,2
1998,H,32.37,1,5,3
1999,G,746.43,1,5,1
1999,L,118.56,1,5,2
1999,H,43.37,1,5,3
2000,G,588.12,1,5,1
2000,L,137.35,1,5,2
2000,H,10.83,1,5,3
2001,G,864.45,1,5,1
2001,L,97.49,1,5,2
2001,H,16.20,1,5,3
2002,G,1098.58,1,5,1
2002,L,93.47,1,5,2
2002,H,44.37,1,5,3
2003,G,2098.98,1,5,1
2003,L,92.18,1,5,2
2003,H,35.94,1,5,3
2004,G,3704.72,1,5,1
2004,L,162.23,1,5,2
2004,H,46.56,1,5,3
2005,G,4081.80,1,5,1
2005,L,429.30,1,5,2
2005,H,65.12,1,5,3
2006,G,5614.84,1,5,1
2006,L,1227.53,1,5,2
2006,H,141.39,1,5,3
2007,G,6392.54,1,5,1
2007,L,2039.68,1,5,2
2007,H,48.38,1,5,3
2008,G,4461.29,1,5,1
2008,L,1371.55,1,5,2
2008,H,45.88,1,5,3
2009,G,7502.48,1,5,1
2009,L,1356.44,1,5,2
2009,H,156.57,1,5,3
2010,G,6192.93,1,5,1
2010,L,1164.29,1,5,2
2010,H,242.59,1,5,3
2011,G,5578.53,1,5,1
2011,L,1234.09,1,5,2
2011,H,264.19,1,5,3
1995,G,314.71,2,5,1
1995,L,0.13,2,5,2
1995,H,0.01,2,5,3
1996,G,136.49,2,5,1
1996,L,0.09,2,5,2
1996,H,0.02,2,5,3
1997,G,275.73,2,5,1
1997,L,0.11,2,5,2
1997,H,0.01,2,5,3
1998,G,198.87,2,5,1
1998,L,0.12,2,5,2
1998,H,0.01,2,5,3
1999,G,275.92,2,5,1
1999,L,0.20,2,5,2
1999,H,0.01,2,5,3
2000,G,151.27,2,5,1
2000,L,0.10,2,5,2
2000,H,0.00,2,5,3
2001,G,216.21,2,5,1
2001,L,0.13,2,5,2
2001,H,0.01,2,5,3
2002,G,310.09,2,5,1
2002,L,0.13,2,5,2
2002,H,0.01,2,5,3
2003,G,221.40,2,5,1
2003,L,0.27,2,5,2
2003,H,0.00,2,5,3
2004,G,545.17,2,5,1
2004,L,0.26,2,5,2
2004,H,0.01,2,5,3
2005,G,711.89,2,5,1
2005,L,0.31,2,5,2
2005,H,0.01,2,5,3
2006,G,706.14,2,5,1
2006,L,0.16,2,5,2
2006,H,0.01,2,5,3
2007,G,633.49,2,5,1
2007,L,0.16,2,5,2
2007,H,0.01,2,5,3
2008,G,557.61,2,5,1
2008,L,0.19,2,5,2
2008,H,0.01,2,5,3
2009,G,1574.62,2,5,1
2009,L,0.41,2,5,2
2009,H,0.01,2,5,3
2010,G,1347.44,2,5,1
2010,L,0.32,2,5,2
2010,H,0.02,2,5,3
2011,G,1414.49,2,5,1
2011,L,0.25,2,5,2
2011,H,0.02,2,5,3
1995,G,1279.21,3,5,1
1995,L,398.59,3,5,2
1995,H,1.27,3,5,3
1996,G,1362.24,3,5,1
1996,L,371.97,3,5,2
1996,H,1.08,3,5,3
1997,G,1971.45,3,5,1
1997,L,375.65,3,5,2
1997,H,0.95,3,5,3
1998,G,1984.16,3,5,1
1998,L,425.20,3,5,2
1998,H,7.78,3,5,3
1999,G,2806.35,3,5,1
1999,L,403.24,3,5,2
1999,H,8.81,3,5,3
2000,G,3287.25,3,5,1
2000,L,270.41,3,5,2
2000,H,10.63,3,5,3
2001,G,3330.29,3,5,1
2001,L,368.45,3,5,2
2001,H,13.74,3,5,3
2002,G,4279.61,3,5,1
2002,L,262.72,3,5,2
2002,H,28.78,3,5,3
2003,G,5867.80,3,5,1
2003,L,170.09,3,5,2
2003,H,32.21,3,5,3
2004,G,8694.25,3,5,1
2004,L,358.68,3,5,2
2004,H,113.96,3,5,3
2005,G,14367.91,3,5,1
2005,L,614.12,3,5,2
2005,H,168.95,3,5,3
2006,G,23536.79,3,5,1
2006,L,1006.20,3,5,2
2006,H,406.05,3,5,3
2007,G,34408.58,3,5,1
2007,L,1059.95,3,5,2
2007,H,394.98,3,5,3
2008,G,39825.87,3,5,1
2008,L,1505.06,3,5,2
2008,H,506.68,3,5,3
2009,G,44212.33,3,5,1
2009,L,1305.49,3,5,2
2009,H,342.30,3,5,3
2010,G,58240.94,3,5,1
2010,L,1529.83,3,5,2
2010,H,496.86,3,5,3
2011,G,75110.57,3,5,1
2011,L,1805.84,3,5,2
2011,H,593.35,3,5,3
1995,G,3331.42,4,5,1
1995,L,1047.48,4,5,2
1995,H,61.77,4,5,3
1996,G,3306.32,4,5,1
1996,L,1015.05,4,5,2
1996,H,88.94,4,5,3
1997,G,3079.98,4,5,1
1997,L,734.89,4,5,2
1997,H,97.06,4,5,3
1998,G,2830.59,4,5,1
1998,L,756.28,4,5,2
1998,H,131.85,4,5,3
1999,G,2432.66,4,5,1
1999,L,225.21,4,5,2
1999,H,116.82,4,5,3
2000,G,2302.55,4,5,1
2000,L,193.91,4,5,2
2000,H,115.41,4,5,3
2001,G,2338.44,4,5,1
2001,L,163.20,4,5,2
2001,H,69.82,4,5,3
2002,G,2703.06,4,5,1
2002,L,208.05,4,5,2
2002,H,130.62,4,5,3
2003,G,3211.22,4,5,1
2003,L,156.42,4,5,2
2003,H,145.14,4,5,3
2004,G,4141.52,4,5,1
2004,L,183.92,4,5,2
2004,H,403.06,4,5,3
2005,G,5440.96,4,5,1
2005,L,203.18,4,5,2
2005,H,641.95,4,5,3
2006,G,9209.68,4,5,1
2006,L,353.12,4,5,2
2006,H,1709.56,4,5,3
2007,G,10840.64,4,5,1
2007,L,402.52,4,5,2
2007,H,2163.03,4,5,3
2008,G,10056.51,4,5,1
2008,L,251.12,4,5,2
2008,H,1318.61,4,5,3
2009,G,8383.45,4,5,1
2009,L,199.85,4,5,2
2009,H,820.69,4,5,3
2010,G,8122.27,4,5,1
2010,L,124.82,4,5,2
2010,H,682.25,4,5,3
2011,G,10695.02,4,5,1
2011,L,142.54,4,5,2
2011,H,717.49,4,5,3
1995,G,434182.77,5,5,1
1995,L,198179.71,5,5,2
1995,H,52833.78,5,5,3
1996,G,444347.57,5,5,1
1996,L,207903.33,5,5,2
1996,H,57543.57,5,5,3
1997,G,482067.38,5,5,1
1997,L,230600.20,5,5,2
1997,H,68811.88,5,5,3
1998,G,467396.33,5,5,1
1998,L,234354.40,5,5,2
1998,H,75789.19,5,5,3
1999,G,475721.11,5,5,1
1999,L,251011.16,5,5,2
1999,H,84290.22,5,5,3
2000,G,487617.81,5,5,1
2000,L,262250.60,5,5,2
2000,H,84834.92,5,5,3
2001,G,497098.29,5,5,1
2001,L,273366.31,5,5,2
2001,H,88075.97,5,5,3
2002,G,520227.52,5,5,1
2002,L,293201.72,5,5,2
2002,H,91377.30,5,5,3
2003,G,628115.64,5,5,1
2003,L,340201.31,5,5,2
2003,H,102561.65,5,5,3
2004,G,741314.44,5,5,1
2004,L,394487.22,5,5,2
2004,H,111992.40,5,5,3
2005,G,859753.57,5,5,1
2005,L,461573.35,5,5,2
2005,H,131474.98,5,5,3
2006,G,994837.44,5,5,1
2006,L,513797.78,5,5,2
2006,H,146292.45,5,5,3
2007,G,1267059.30,5,5,1
2007,L,641968.96,5,5,2
2007,H,189074.27,5,5,3
2008,G,1354448.10,5,5,1
2008,L,709752.65,5,5,2
2008,H,220099.19,5,5,3
2009,G,1375933.30,5,5,1
2009,L,746859.02,5,5,2
2009,H,240572.12,5,5,3
2010,G,1684825.10,5,5,1
2010,L,915480.75,5,5,2
2010,H,293377.71,5,5,3
2011,G,1849077.50,5,5,1
2011,L,1068039.00,5,5,2
2011,H,354559.53,5,5,3
1995,G,2064.56,6,5,1
1995,L,1924.01,6,5,2
1995,H,8.19,6,5,3
1996,G,2159.67,6,5,1
1996,L,348.18,6,5,2
1996,H,14.76,6,5,3
1997,G,2165.89,6,5,1
1997,L,645.71,6,5,2
1997,H,10.80,6,5,3
1998,G,2556.21,6,5,1
1998,L,412.49,6,5,2
1998,H,8.06,6,5,3
1999,G,2342.42,6,5,1
1999,L,236.31,6,5,2
1999,H,5.61,6,5,3
2000,G,2302.30,6,5,1
2000,L,208.02,6,5,2
2000,H,12.78,6,5,3
2001,G,1655.72,6,5,1
2001,L,134.37,6,5,2
2001,H,8.79,6,5,3
2002,G,2199.69,6,5,1
2002,L,133.08,6,5,2
2002,H,11.11,6,5,3
2003,G,1877.95,6,5,1
2003,L,94.64,6,5,2
2003,H,11.31,6,5,3
2004,G,2443.36,6,5,1
2004,L,179.94,6,5,2
2004,H,39.08,6,5,3
2005,G,2609.16,6,5,1
2005,L,276.55,6,5,2
2005,H,37.39,6,5,3
2006,G,4309.50,6,5,1
2006,L,450.08,6,5,2
2006,H,82.52,6,5,3
2007,G,4938.68,6,5,1
2007,L,496.65,6,5,2
2007,H,183.68,6,5,3
2008,G,4296.55,6,5,1
2008,L,321.74,6,5,2
2008,H,123.06,6,5,3
2009,G,3551.12,6,5,1
2009,L,267.83,6,5,2
2009,H,39.28,6,5,3
2010,G,4236.30,6,5,1
2010,L,311.17,6,5,2
2010,H,51.87,6,5,3
2011,G,6800.09,6,5,1
2011,L,336.66,6,5,2
2011,H,57.31,6,5,3
1995,G,37.52,7,5,1
1995,L,0.03,7,5,2
1995,H,0.01,7,5,3
1996,G,30.23,7,5,1
1996,L,0.05,7,5,2
1996,H,0.01,7,5,3
1997,G,56.86,7,5,1
1997,L,0.20,7,5,2
1997,H,0.03,7,5,3
1998,G,67.70,7,5,1
1998,L,0.13,7,5,2
1998,H,0.04,7,5,3
1999,G,83.02,7,5,1
1999,L,0.09,7,5,2
1999,H,0.03,7,5,3
2000,G,68.21,7,5,1
2000,L,0.14,7,5,2
2000,H,0.04,7,5,3
2001,G,47.70,7,5,1
2001,L,0.14,7,5,2
2001,H,0.03,7,5,3
2002,G,48.71,7,5,1
2002,L,0.27,7,5,2
2002,H,0.07,7,5,3
2003,G,49.95,7,5,1
2003,L,0.19,7,5,2
2003,H,0.05,7,5,3
2004,G,51.09,7,5,1
2004,L,0.19,7,5,2
2004,H,0.06,7,5,3
2005,G,54.62,7,5,1
2005,L,0.25,7,5,2
2005,H,0.07,7,5,3
2006,G,342.18,7,5,1
2006,L,0.45,7,5,2
2006,H,0.12,7,5,3
2007,G,801.67,7,5,1
2007,L,0.64,7,5,2
2007,H,0.19,7,5,3
2008,G,858.63,7,5,1
2008,L,0.72,7,5,2
2008,H,0.30,7,5,3
2009,G,435.40,7,5,1
2009,L,1.01,7,5,2
2009,H,0.29,7,5,3
2010,G,395.87,7,5,1
2010,L,1.30,7,5,2
2010,H,0.30,7,5,3
2011,G,808.42,7,5,1
2011,L,1.73,7,5,2
2011,H,0.31,7,5,3
1995,G,24722.63,8,5,1
1995,L,3972.84,8,5,2
1995,H,515.69,8,5,3
1996,G,27638.79,8,5,1
1996,L,4213.23,8,5,2
1996,H,601.82,8,5,3
1997,G,29027.79,8,5,1
1997,L,4271.58,8,5,2
1997,H,627.29,8,5,3
1998,G,31953.04,8,5,1
1998,L,5079.84,8,5,2
1998,H,776.79,8,5,3
1999,G,40917.83,8,5,1
1999,L,3144.11,8,5,2
1999,H,753.57,8,5,3
2000,G,48646.39,8,5,1
2000,L,3216.48,8,5,2
2000,H,892.93,8,5,3
2001,G,48020.48,8,5,1
2001,L,2365.54,8,5,2
2001,H,951.74,8,5,3
2002,G,53491.11,8,5,1
2002,L,3016.75,8,5,2
2002,H,984.91,8,5,3
2003,G,59909.20,8,5,1
2003,L,2512.73,8,5,2
2003,H,1215.19,8,5,3
2004,G,90460.89,8,5,1
2004,L,3560.71,8,5,2
2004,H,2323.78,8,5,3
2005,G,120142.71,8,5,1
2005,L,4211.30,8,5,2
2005,H,3478.77,8,5,3
2006,G,130707.09,8,5,1
2006,L,7485.23,8,5,2
2006,H,6264.13,8,5,3
2007,G,163091.34,8,5,1
2007,L,9175.11,8,5,2
2007,H,7858.79,8,5,3
2008,G,187486.30,8,5,1
2008,L,9010.85,8,5,2
2008,H,6331.70,8,5,3
2009,G,161952.55,8,5,1
2009,L,6599.32,8,5,2
2009,H,5084.77,8,5,3
2010,G,216004.97,8,5,1
2010,L,8181.20,8,5,2
2010,H,4839.91,8,5,3
2011,G,223402.67,8,5,1
2011,L,8822.80,8,5,2
2011,H,5360.51,8,5,3
1995,G,3223.74,9,5,1
1995,L,154.32,9,5,2
1995,H,97.03,9,5,3
1996,G,3346.34,9,5,1
1996,L,256.25,9,5,2
1996,H,115.86,9,5,3
1997,G,4006.39,9,5,1
1997,L,409.30,9,5,2
1997,H,118.36,9,5,3
1998,G,3889.49,9,5,1
1998,L,451.37,9,5,2
1998,H,145.86,9,5,3
1999,G,4751.49,9,5,1
1999,L,213.63,9,5,2
1999,H,133.59,9,5,3
2000,G,3901.29,9,5,1
2000,L,260.13,9,5,2
2000,H,165.63,9,5,3
2001,G,4548.84,9,5,1
2001,L,332.77,9,5,2
2001,H,141.53,9,5,3
2002,G,5330.50,9,5,1
2002,L,275.88,9,5,2
2002,H,232.03,9,5,3
2003,G,8071.11,9,5,1
2003,L,147.02,9,5,2
2003,H,735.94,9,5,3
2004,G,9658.48,9,5,1
2004,L,197.23,9,5,2
2004,H,853.39,9,5,3
2005,G,11006.81,9,5,1
2005,L,208.86,9,5,2
2005,H,1170.14,9,5,3
2006,G,17302.61,9,5,1
2006,L,587.16,9,5,2
2006,H,1932.66,9,5,3
2007,G,20257.15,9,5,1
2007,L,796.40,9,5,2
2007,H,2366.20,9,5,3
2008,G,24620.61,9,5,1
2008,L,640.61,9,5,2
2008,H,1255.26,9,5,3
2009,G,22722.74,9,5,1
2009,L,395.91,9,5,2
2009,H,1069.47,9,5,3
2010,G,25381.44,9,5,1
2010,L,662.65,9,5,2
2010,H,2551.92,9,5,3
2011,G,30376.68,9,5,1
2011,L,690.76,9,5,2
2011,H,2578.56,9,5,3
1995,G,12847.45,1,6,1
1995,L,603.70,1,6,2
1995,H,301.08,1,6,3
1996,G,16000.84,1,6,1
1996,L,727.56,1,6,2
1996,H,255.14,1,6,3
1997,G,17045.74,1,6,1
1997,L,761.03,1,6,2
1997,H,176.57,1,6,3
1998,G,12845.68,1,6,1
1998,L,739.52,1,6,2
1998,H,166.05,1,6,3
1999,G,14167.55,1,6,1
1999,L,784.24,1,6,2
1999,H,96.76,1,6,3
2000,G,16915.53,1,6,1
2000,L,1349.78,1,6,2
2000,H,138.14,1,6,3
2001,G,13589.69,1,6,1
2001,L,1507.16,1,6,2
2001,H,55.69,1,6,3
2002,G,11991.03,1,6,1
2002,L,1331.62,1,6,2
2002,H,65.69,1,6,3
2003,G,13381.21,1,6,1
2003,L,1483.12,1,6,2
2003,H,135.18,1,6,3
2004,G,16792.72,1,6,1
2004,L,2050.76,1,6,2
2004,H,44.92,1,6,3
2005,G,21502.69,1,6,1
2005,L,1827.73,1,6,2
2005,H,53.06,1,6,3
2006,G,22976.18,1,6,1
2006,L,1652.07,1,6,2
2006,H,63.48,1,6,3
2007,G,27892.29,1,6,1
2007,L,1850.69,1,6,2
2007,H,83.03,1,6,3
2008,G,37018.74,1,6,1
2008,L,1648.47,1,6,2
2008,H,173.79,1,6,3
2009,G,24959.77,1,6,1
2009,L,2424.40,1,6,2
2009,H,460.73,1,6,3
2010,G,38999.95,1,6,1
2010,L,3111.34,1,6,2
2010,H,457.30,1,6,3
2011,G,49845.62,1,6,1
2011,L,3920.40,1,6,2
2011,H,601.20,1,6,3
1995,G,3577.22,2,6,1
1995,L,170.05,2,6,2
1995,H,137.08,2,6,3
1996,G,3104.57,2,6,1
1996,L,105.35,2,6,2
1996,H,58.57,2,6,3
1997,G,3272.76,2,6,1
1997,L,105.31,2,6,2
1997,H,54.36,2,6,3
1998,G,2388.11,2,6,1
1998,L,89.55,2,6,2
1998,H,46.14,2,6,3
1999,G,2197.93,2,6,1
1999,L,67.63,2,6,2
1999,H,38.27,2,6,3
2000,G,2434.86,2,6,1
2000,L,89.37,2,6,2
2000,H,40.48,2,6,3
2001,G,2012.99,2,6,1
2001,L,104.41,2,6,2
2001,H,48.41,2,6,3
2002,G,2525.35,2,6,1
2002,L,70.90,2,6,2
2002,H,66.62,2,6,3
2003,G,2281.72,2,6,1
2003,L,113.11,2,6,2
2003,H,56.57,2,6,3
2004,G,2768.13,2,6,1
2004,L,60.16,2,6,2
2004,H,35.40,2,6,3
2005,G,3215.93,2,6,1
2005,L,46.40,2,6,2
2005,H,35.16,2,6,3
2006,G,3519.27,2,6,1
2006,L,29.36,2,6,2
2006,H,21.27,2,6,3
2007,G,3886.79,2,6,1
2007,L,40.22,2,6,2
2007,H,29.66,2,6,3
2008,G,5198.06,2,6,1
2008,L,85.99,2,6,2
2008,H,83.11,2,6,3
2009,G,4169.66,2,6,1
2009,L,43.81,2,6,2
2009,H,92.57,2,6,3
2010,G,5779.81,2,6,1
2010,L,76.76,2,6,2
2010,H,52.72,2,6,3
2011,G,8055.89,2,6,1
2011,L,94.77,2,6,2
2011,H,65.76,2,6,3
1995,G,28707.19,3,6,1
1995,L,1626.27,3,6,2
1995,H,137.59,3,6,3
1996,G,29588.20,3,6,1
1996,L,1475.44,3,6,2
1996,H,101.87,3,6,3
1997,G,31823.83,3,6,1
1997,L,2682.14,3,6,2
1997,H,80.19,3,6,3
1998,G,27862.24,3,6,1
1998,L,2205.19,3,6,2
1998,H,316.88,3,6,3
1999,G,29206.87,3,6,1
1999,L,6073.64,3,6,2
1999,H,243.69,3,6,3
2000,G,37021.60,3,6,1
2000,L,1902.25,3,6,2
2000,H,435.75,3,6,3
2001,G,38863.40,3,6,1
2001,L,3455.48,3,6,2
2001,H,269.70,3,6,3
2002,G,41589.10,3,6,1
2002,L,3358.57,3,6,2
2002,H,349.33,3,6,3
2003,G,53829.86,3,6,1
2003,L,3819.38,3,6,2
2003,H,1120.35,3,6,3
2004,G,69265.48,3,6,1
2004,L,5097.00,3,6,2
2004,H,997.94,3,6,3
2005,G,82362.13,3,6,1
2005,L,6191.71,3,6,2
2005,H,1380.65,3,6,3
2006,G,92096.13,3,6,1
2006,L,7756.85,3,6,2
2006,H,2041.29,3,6,3
2007,G,101676.26,3,6,1
2007,L,7979.00,3,6,2
2007,H,2250.18,3,6,3
2008,G,112817.12,3,6,1
2008,L,9542.05,3,6,2
2008,H,3460.40,3,6,3
2009,G,98220.29,3,6,1
2009,L,19018.01,3,6,2
2009,H,2565.67,3,6,3
2010,G,125042.99,3,6,1
2010,L,16922.75,3,6,2
2010,H,3303.52,3,6,3
2011,G,157144.63,3,6,1
2011,L,21697.96,3,6,2
2011,H,4677.63,3,6,3
1995,G,13876.05,4,6,1
1995,L,1165.41,4,6,2
1995,H,743.21,4,6,3
1996,G,13862.16,4,6,1
1996,L,1440.69,4,6,2
1996,H,617.85,4,6,3
1997,G,12596.93,4,6,1
1997,L,738.57,4,6,2
1997,H,376.29,4,6,3
1998,G,10986.13,4,6,1
1998,L,658.19,4,6,2
1998,H,327.90,4,6,3
1999,G,11818.68,4,6,1
1999,L,594.24,4,6,2
1999,H,328.76,4,6,3
2000,G,13031.92,4,6,1
2000,L,743.03,4,6,2
2000,H,344.98,4,6,3
2001,G,12792.22,4,6,1
2001,L,1003.45,4,6,2
2001,H,275.19,4,6,3
2002,G,12779.65,4,6,1
2002,L,688.52,4,6,2
2002,H,291.19,4,6,3
2003,G,15118.93,4,6,1
2003,L,649.14,4,6,2
2003,H,588.72,4,6,3
2004,G,17824.70,4,6,1
2004,L,918.43,4,6,2
2004,H,1172.30,4,6,3
2005,G,18868.82,4,6,1
2005,L,1248.25,4,6,2
2005,H,801.89,4,6,3
2006,G,20049.83,4,6,1
2006,L,1657.50,4,6,2
2006,H,1205.73,4,6,3
2007,G,19686.01,4,6,1
2007,L,1721.09,4,6,2
2007,H,1508.10,4,6,3
2008,G,20509.26,4,6,1
2008,L,2406.79,4,6,2
2008,H,1991.08,4,6,3
2009,G,16272.79,4,6,1
2009,L,1013.76,4,6,2
2009,H,1420.26,4,6,3
2010,G,17644.71,4,6,1
2010,L,428.49,4,6,2
2010,H,799.65,4,6,3
2011,G,21121.41,4,6,1
2011,L,477.11,4,6,2
2011,H,914.01,4,6,3
1995,G,5227.17,5,6,1
1995,L,981.17,5,6,2
1995,H,33.02,5,6,3
1996,G,2615.23,5,6,1
1996,L,361.88,5,6,2
1996,H,37.29,5,6,3
1997,G,2843.04,5,6,1
1997,L,616.37,5,6,2
1997,H,42.40,5,6,3
1998,G,2203.43,5,6,1
1998,L,335.05,5,6,2
1998,H,79.46,5,6,3
1999,G,2347.16,5,6,1
1999,L,450.78,5,6,2
1999,H,51.94,5,6,3
2000,G,3186.48,5,6,1
2000,L,488.81,5,6,2
2000,H,90.20,5,6,3
2001,G,2480.09,5,6,1
2001,L,498.80,5,6,2
2001,H,159.30,5,6,3
2002,G,2208.94,5,6,1
2002,L,534.53,5,6,2
2002,H,128.62,5,6,3
2003,G,1962.96,5,6,1
2003,L,542.78,5,6,2
2003,H,286.11,5,6,3
2004,G,2864.57,5,6,1
2004,L,756.26,5,6,2
2004,H,862.96,5,6,3
2005,G,3578.69,5,6,1
2005,L,828.27,5,6,2
2005,H,594.12,5,6,3
2006,G,4255.09,5,6,1
2006,L,932.74,5,6,2
2006,H,1492.25,5,6,3
2007,G,3989.05,5,6,1
2007,L,1107.60,5,6,2
2007,H,1698.93,5,6,3
2008,G,4053.80,5,6,1
2008,L,1148.73,5,6,2
2008,H,3404.36,5,6,3
2009,G,4521.46,5,6,1
2009,L,725.42,5,6,2
2009,H,1534.35,5,6,3
2010,G,5854.99,5,6,1
2010,L,1324.85,5,6,2
2010,H,1659.07,5,6,3
2011,G,6923.82,5,6,1
2011,L,1285.55,5,6,2
2011,H,1862.74,5,6,3
1995,G,4023254.40,6,6,1
1995,L,3793334.60,6,6,2
1995,H,1570851.10,6,6,3
1996,G,3500294.80,6,6,1
1996,L,3303103.20,6,6,2
1996,H,1393862.90,6,6,3
1997,G,3197302.40,6,6,1
1997,L,3033499.50,6,6,2
1997,H,1293796.80,6,6,3
1998,G,2751097.00,6,6,1
1998,L,2797928.90,6,6,2
1998,H,1207787.10,6,6,3
1999,G,3012092.10,6,6,1
1999,L,3213551.50,6,6,2
1999,H,1399442.20,6,6,3
2000,G,3231644.20,6,6,1
2000,L,3428948.90,6,6,2
2000,H,1516257.10,6,6,3
2001,G,2739976.30,6,6,1
2001,L,3060183.40,6,6,2
2001,H,1377813.30,6,6,3
2002,G,2516270.30,6,6,1
2002,L,2948989.40,6,6,2
2002,H,1345136.50,6,6,3
2003,G,2721384.40,6,6,1
2003,L,3163846.20,6,6,2
2003,H,1450079.00,6,6,3
2004,G,2993466.80,6,6,1
2004,L,3407475.90,6,6,2
2004,H,1553481.20,6,6,3
2005,G,3025640.00,6,6,1
2005,L,3377227.00,6,6,2
2005,H,1575381.30,6,6,3
2006,G,2952929.10,6,6,1
2006,L,3206986.50,6,6,2
2006,H,1513819.90,6,6,3
2007,G,3019470.00,6,6,1
2007,L,3178007.20,6,6,2
2007,H,1519655.40,6,6,3
2008,G,3451870.70,6,6,1
2008,L,3662637.20,6,6,2
2008,H,1720237.40,6,6,3
2009,G,3101018.40,6,6,1
2009,L,3774845.00,6,6,2
2009,H,1872344.10,6,6,3
2010,G,3541095.30,6,6,1
2010,L,4042167.30,6,6,2
2010,H,1992961.10,6,6,3
2011,G,3806540.20,6,6,1
2011,L,4438922.10,6,6,2
2011,H,2192463.90,6,6,3
1995,G,1075.81,7,6,1
1995,L,664.76,7,6,2
1995,H,109.68,7,6,3
1996,G,1489.54,7,6,1
1996,L,1328.46,7,6,2
1996,H,58.79,7,6,3
1997,G,1204.39,7,6,1
1997,L,1511.66,7,6,2
1997,H,40.65,7,6,3
1998,G,897.83,7,6,1
1998,L,1497.92,7,6,2
1998,H,83.02,7,6,3
1999,G,1181.04,7,6,1
1999,L,1018.94,7,6,2
1999,H,80.71,7,6,3
2000,G,1788.05,7,6,1
2000,L,2569.75,7,6,2
2000,H,35.88,7,6,3
2001,G,1466.38,7,6,1
2001,L,1990.89,7,6,2
2001,H,16.32,7,6,3
2002,G,1337.63,7,6,1
2002,L,1568.79,7,6,2
2002,H,14.47,7,6,3
2003,G,1249.21,7,6,1
2003,L,683.99,7,6,2
2003,H,17.85,7,6,3
2004,G,1409.74,7,6,1
2004,L,789.35,7,6,2
2004,H,67.15,7,6,3
2005,G,1531.35,7,6,1
2005,L,1546.88,7,6,2
2005,H,84.83,7,6,3
2006,G,1706.26,7,6,1
2006,L,1730.90,7,6,2
2006,H,90.69,7,6,3
2007,G,1916.43,7,6,1
2007,L,2291.74,7,6,2
2007,H,175.89,7,6,3
2008,G,2397.43,7,6,1
2008,L,3130.43,7,6,2
2008,H,61.75,7,6,3
2009,G,1537.06,7,6,1
2009,L,718.61,7,6,2
2009,H,12.15,7,6,3
2010,G,2019.18,7,6,1
2010,L,403.90,7,6,2
2010,H,4.87,7,6,3
2011,G,2640.89,7,6,1
2011,L,509.26,7,6,2
2011,H,6.40,7,6,3
1995,G,185061.19,8,6,1
1995,L,23597.01,8,6,2
1995,H,11161.62,8,6,3
1996,G,187039.86,8,6,1
1996,L,28704.22,8,6,2
1996,H,11925.41,8,6,3
1997,G,169914.83,8,6,1
1997,L,26172.43,8,6,2
1997,H,12033.90,8,6,3
1998,G,139955.68,8,6,1
1998,L,24663.68,8,6,2
1998,H,10911.63,8,6,3
1999,G,164247.79,8,6,1
1999,L,23205.58,8,6,2
1999,H,9952.07,8,6,3
2000,G,207045.78,8,6,1
2000,L,23878.17,8,6,2
2000,H,12222.01,8,6,3
2001,G,189040.61,8,6,1
2001,L,23010.79,8,6,2
