year,row_sector,bt_all,exporter_num,importer_num,sector
2002,L,458.88,9,2,2
2002,H,935.13,9,2,3
2003,G,7533.67,9,2,1
2003,L,498.69,9,2,2
2003,H,937.71,9,2,3
2004,G,8973.15,9,2,1
2004,L,441.87,9,2,2
2004,H,653.67,9,2,3
2005,G,10364.36,9,2,1
2005,L,1012.67,9,2,2
2005,H,1028.93,9,2,3
2006,G,12056.30,9,2,1
2006,L,1707.33,9,2,2
2006,H,910.36,9,2,3
2007,G,15465.89,9,2,1
2007,L,2114.47,9,2,2
2007,H,753.80,9,2,3
2008,G,20095.00,9,2,1
2008,L,1673.42,9,2,2
2008,H,1025.67,9,2,3
2009,G,16809.29,9,2,1
2009,L,2005.38,9,2,2
2009,H,1618.96,9,2,3
2010,G,23942.50,9,2,1
2010,L,3610.52,9,2,2
2010,H,3793.15,9,2,3
2011,G,32396.46,9,2,1
2011,L,4346.83,9,2,2
2011,H,4619.20,9,2,3
1995,G,3308.52,1,3,1
1995,L,556.14,1,3,2
1995,H,131.05,1,3,3
1996,G,3938.39,1,3,1
1996,L,570.74,1,3,2
1996,H,128.52,1,3,3
1997,G,4669.31,1,3,1
1997,L,475.30,1,3,2
1997,H,117.86,1,3,3
1998,G,3964.81,1,3,1
1998,L,283.87,1,3,2
1998,H,106.63,1,3,3
1999,G,4550.72,1,3,1
1999,L,262.55,1,3,2
1999,H,108.23,1,3,3
2000,G,5585.25,1,3,1
2000,L,290.01,1,3,2
2000,H,101.13,1,3,3
2001,G,5127.92,1,3,1
2001,L,325.05,1,3,2
2001,H,108.88,1,3,3
2002,G,5369.62,1,3,1
2002,L,393.97,1,3,2
2002,H,236.79,1,3,3
2003,G,7414.45,1,3,1
2003,L,704.83,1,3,2
2003,H,365.89,1,3,3
2004,G,11357.22,1,3,1
2004,L,1182.13,1,3,2
2004,H,333.66,1,3,3
2005,G,16729.72,1,3,1
2005,L,1754.22,1,3,2
2005,H,336.28,1,3,3
2006,G,20990.60,1,3,1
2006,L,2341.54,1,3,2
2006,H,673.13,1,3,3
2007,G,27876.41,1,3,1
2007,L,3720.95,1,3,2
2007,H,469.87,1,3,3
2008,G,42736.25,1,3,1
2008,L,5476.12,1,3,2
2008,H,1847.12,1,3,3
2009,G,43417.99,1,3,1
2009,L,5340.78,1,3,2
2009,H,1562.65,1,3,3
2010,G,71620.12,1,3,1
2010,L,7541.17,1,3,2
2010,H,2306.68,1,3,3
2011,G,94919.13,1,3,1
2011,L,9861.35,1,3,2
2011,H,3088.43,1,3,3
1995,G,706.66,2,3,1
1995,L,1.91,2,3,2
1995,H,1.16,2,3,3
1996,G,787.04,2,3,1
1996,L,1.81,2,3,2
1996,H,1.02,2,3,3
1997,G,1128.40,2,3,1
1997,L,1.78,2,3,2
1997,H,0.85,2,3,3
1998,G,889.24,2,3,1
1998,L,0.49,2,3,2
1998,H,0.11,2,3,3
1999,G,781.26,2,3,1
1999,L,0.51,2,3,2
1999,H,0.15,2,3,3
2000,G,1214.46,2,3,1
2000,L,0.98,2,3,2
2000,H,0.30,2,3,3
2001,G,1627.06,2,3,1
2001,L,1.32,2,3,2
2001,H,0.49,2,3,3
2002,G,2120.46,2,3,1
2002,L,3.89,2,3,2
2002,H,1.77,2,3,3
2003,G,3944.13,2,3,1
2003,L,7.47,2,3,2
2003,H,3.53,2,3,3
2004,G,6200.65,2,3,1
2004,L,17.71,2,3,2
2004,H,8.93,2,3,3
2005,G,7082.45,2,3,1
2005,L,60.82,2,3,2
2005,H,29.96,2,3,3
2006,G,9218.39,2,3,1
2006,L,45.18,2,3,2
2006,H,23.00,2,3,3
2007,G,13007.48,2,3,1
2007,L,53.66,2,3,2
2007,H,27.82,2,3,3
2008,G,21009.11,2,3,1
2008,L,97.22,2,3,2
2008,H,49.36,2,3,3
2009,G,21359.11,2,3,1
2009,L,78.26,2,3,2
2009,H,38.38,2,3,3
2010,G,25493.04,2,3,1
2010,L,132.30,2,3,2
2010,H,65.89,2,3,3
2011,G,36231.55,2,3,1
2011,L,180.85,2,3,2
2011,H,88.16,2,3,3
1995,G,1244317.00,3,3,1
1995,L,342230.62,3,3,2
1995,H,134296.76,3,3,3
1996,G,1495091.00,3,3,1
1996,L,400752.73,3,3,2
1996,H,161838.94,3,3,3
1997,G,1624405.20,3,3,1
1997,L,452531.38,3,3,2
1997,H,196579.64,3,3,3
1998,G,1705817.60,3,3,1
1998,L,522931.63,3,3,2
1998,H,211735.52,3,3,3
1999,G,1780668.10,3,3,1
1999,L,585303.78,3,3,2
1999,H,229914.36,3,3,3
2000,G,1932316.80,3,3,1
2000,L,658704.01,3,3,2
2000,H,254669.29,3,3,3
2001,G,2116813.20,3,3,1
2001,L,752429.91,3,3,2
2001,H,285590.19,3,3,3
2002,G,2282124.80,3,3,1
2002,L,835920.53,3,3,2
2002,H,310697.68,3,3,3
2003,G,2674735.10,3,3,1
2003,L,943871.54,3,3,2
2003,H,353998.24,3,3,3
2004,G,3168718.10,3,3,1
2004,L,1137522.60,3,3,2
2004,H,410693.80,3,3,3
2005,G,3842151.10,3,3,1
2005,L,1353047.10,3,3,2
2005,H,495572.88,3,3,3
2006,G,4904615.80,3,3,1
2006,L,1571932.60,3,3,2
2006,H,622048.82,3,3,3
2007,G,6487986.00,3,3,1
2007,L,2052711.70,3,3,2
2007,H,858213.14,3,3,3
2008,G,8546021.30,3,3,1
2008,L,2657584.00,3,3,2
2008,H,1127998.20,3,3,3
2009,G,9501582.80,3,3,1
2009,L,3005536.60,3,3,2
2009,H,1309628.30,3,3,3
2010,G,11241752.00,3,3,1
2010,L,3572796.90,3,3,2
2010,H,1512454.70,3,3,3
2011,G,13928425.00,3,3,1
2011,L,4414584.70,3,3,2
2011,H,1841826.70,3,3,3
1995,G,7438.48,4,3,1
1995,L,273.88,4,3,2
1995,H,72.54,4,3,3
1996,G,6723.05,4,3,1
1996,L,237.12,4,3,2
1996,H,70.51,4,3,3
1997,G,6927.09,4,3,1
1997,L,173.10,4,3,2
1997,H,68.18,4,3,3
1998,G,7694.27,4,3,1
1998,L,110.34,4,3,2
1998,H,137.48,4,3,3
1999,G,9360.59,4,3,1
1999,L,117.13,4,3,2
1999,H,186.93,4,3,3
2000,G,11044.18,4,3,1
2000,L,156.27,4,3,2
2000,H,209.73,4,3,3
2001,G,14964.19,4,3,1
2001,L,229.62,4,3,2
2001,H,233.86,4,3,3
2002,G,18409.31,4,3,1
2002,L,362.06,4,3,2
2002,H,571.65,4,3,3
2003,G,28041.43,4,3,1
2003,L,516.88,4,3,2
2003,H,1964.81,4,3,3
2004,G,35761.03,4,3,1
2004,L,819.94,4,3,2
2004,H,3783.05,4,3,3
2005,G,37396.79,4,3,1
2005,L,1050.48,4,3,2
2005,H,2079.88,4,3,3
2006,G,48700.57,4,3,1
2006,L,1828.54,4,3,2
2006,H,3546.22,4,3,3
2007,G,57816.38,4,3,1
2007,L,2697.60,4,3,2
2007,H,3805.28,4,3,3
2008,G,75565.12,4,3,1
2008,L,2810.39,4,3,2
2008,H,6375.10,4,3,3
2009,G,70753.68,4,3,1
2009,L,2597.88,4,3,2
2009,H,6006.27,4,3,3
2010,G,90568.19,4,3,1
2010,L,3412.67,4,3,2
2010,H,7636.31,4,3,3
2011,G,109346.73,4,3,1
2011,L,4044.75,4,3,2
2011,H,9170.67,4,3,3
1995,G,562.63,5,3,1
1995,L,11.50,5,3,2
1995,H,14.37,5,3,3
1996,G,816.82,5,3,1
1996,L,13.87,5,3,2
1996,H,13.18,5,3,3
1997,G,1489.22,5,3,1
1997,L,7.24,5,3,2
1997,H,16.09,5,3,3
1998,G,1472.46,5,3,1
1998,L,13.44,5,3,2
1998,H,25.30,5,3,3
1999,G,1707.89,5,3,1
1999,L,16.39,5,3,2
1999,H,37.69,5,3,3
2000,G,2389.32,5,3,1
2000,L,23.61,5,3,2
2000,H,85.23,5,3,3
2001,G,2489.99,5,3,1
2001,L,396.76,5,3,2
2001,H,60.95,5,3,3
2002,G,3200.44,5,3,1
2002,L,763.39,5,3,2
2002,H,144.22,5,3,3
2003,G,4205.30,5,3,1
2003,L,198.53,5,3,2
2003,H,134.02,5,3,3
2004,G,6045.90,5,3,1
2004,L,93.27,5,3,2
2004,H,197.28,5,3,3
2005,G,7657.07,5,3,1
2005,L,290.41,5,3,2
2005,H,211.18,5,3,3
2006,G,8983.90,5,3,1
2006,L,643.05,5,3,2
2006,H,302.59,5,3,3
2007,G,10982.69,5,3,1
2007,L,476.79,5,3,2
2007,H,201.06,5,3,3
2008,G,8875.09,5,3,1
2008,L,455.39,5,3,2
2008,H,0.00,5,3,3
2009,G,9880.45,5,3,1
2009,L,325.21,5,3,2
2009,H,0.00,5,3,3
2010,G,15624.40,5,3,1
2010,L,507.76,5,3,2
2010,H,0.00,5,3,3
2011,G,22410.73,5,3,1
2011,L,578.13,5,3,2
2011,H,0.00,5,3,3
1995,G,27872.42,6,3,1
1995,L,870.29,6,3,2
1995,H,100.88,6,3,3
1996,G,25052.06,6,3,1
1996,L,1105.05,6,3,2
1996,H,137.27,6,3,3
1997,G,27589.57,6,3,1
1997,L,1036.72,6,3,2
1997,H,146.25,6,3,3
1998,G,28006.06,6,3,1
1998,L,497.50,6,3,2
1998,H,172.64,6,3,3
1999,G,31328.27,6,3,1
1999,L,494.34,6,3,2
1999,H,286.87,6,3,3
2000,G,38401.81,6,3,1
2000,L,398.23,6,3,2
2000,H,191.77,6,3,3
2001,G,39457.08,6,3,1
2001,L,506.60,6,3,2
2001,H,52.44,6,3,3
2002,G,48574.25,6,3,1
2002,L,686.35,6,3,2
2002,H,166.96,6,3,3
2003,G,65100.84,6,3,1
2003,L,1122.21,6,3,2
2003,H,334.33,6,3,3
2004,G,84349.40,6,3,1
2004,L,1419.55,6,3,2
2004,H,501.45,6,3,3
2005,G,90176.49,6,3,1
2005,L,2269.37,6,3,2
2005,H,340.54,6,3,3
2006,G,103170.38,6,3,1
2006,L,2642.19,6,3,2
2006,H,239.72,6,3,3
2007,G,116808.94,6,3,1
2007,L,4213.56,6,3,2
2007,H,531.32,6,3,3
2008,G,130696.79,6,3,1
2008,L,5580.34,6,3,2
2008,H,806.01,6,3,3
2009,G,113156.16,6,3,1
2009,L,4949.89,6,3,2
2009,H,482.28,6,3,3
2010,G,155054.66,6,3,1
2010,L,2485.27,6,3,2
2010,H,335.45,6,3,3
2011,G,176550.92,6,3,1
2011,L,3009.14,6,3,2
2011,H,457.66,6,3,3
1995,G,159.53,7,3,1
1995,L,2.91,7,3,2
1995,H,0.05,7,3,3
1996,G,213.92,7,3,1
1996,L,2.58,7,3,2
1996,H,0.08,7,3,3
1997,G,144.28,7,3,1
1997,L,1.49,7,3,2
1997,H,0.07,7,3,3
1998,G,158.83,7,3,1
1998,L,0.84,7,3,2
1998,H,0.07,7,3,3
1999,G,172.71,7,3,1
1999,L,1.31,7,3,2
1999,H,0.09,7,3,3
2000,G,352.16,7,3,1
2000,L,3.92,7,3,2
2000,H,0.19,7,3,3
2001,G,579.52,7,3,1
2001,L,7.89,7,3,2
2001,H,0.33,7,3,3
2002,G,841.69,7,3,1
2002,L,14.95,7,3,2
2002,H,0.62,7,3,3
2003,G,1348.37,7,3,1
2003,L,22.21,7,3,2
2003,H,1.01,7,3,3
2004,G,1680.33,7,3,1
2004,L,20.16,7,3,2
2004,H,1.17,7,3,3
2005,G,1857.61,7,3,1
2005,L,42.75,7,3,2
2005,H,2.24,7,3,3
2006,G,2245.30,7,3,1
2006,L,44.00,7,3,2
2006,H,2.02,7,3,3
2007,G,3423.17,7,3,1
2007,L,67.88,7,3,2
2007,H,9.28,7,3,3
2008,G,4307.26,7,3,1
2008,L,53.09,7,3,2
2008,H,5.81,7,3,3
2009,G,4135.15,7,3,1
2009,L,49.43,7,3,2
2009,H,7.09,7,3,3
2010,G,7424.06,7,3,1
2010,L,72.72,7,3,2
2010,H,15.56,7,3,3
2011,G,8698.48,7,3,1
2011,L,73.48,7,3,2
2011,H,16.03,7,3,3
1995,G,78178.68,8,3,1
1995,L,5924.30,8,3,2
1995,H,1863.28,8,3,3
1996,G,83994.40,8,3,1
1996,L,4545.02,8,3,2
1996,H,1806.38,8,3,3
1997,G,86212.69,8,3,1
1997,L,4198.64,8,3,2
1997,H,1782.02,8,3,3
1998,G,86179.93,8,3,1
1998,L,3077.46,8,3,2
1998,H,3964.29,8,3,3
1999,G,102875.10,8,3,1
1999,L,3593.83,8,3,2
1999,H,4884.21,8,3,3
2000,G,142812.65,8,3,1
2000,L,5541.90,8,3,2
2000,H,6665.70,8,3,3
2001,G,152008.82,8,3,1
2001,L,6428.77,8,3,2
2001,H,7711.73,8,3,3
2002,G,184004.26,8,3,1
2002,L,9337.86,8,3,2
2002,H,9164.83,8,3,3
2003,G,249572.45,8,3,1
2003,L,12826.09,8,3,2
2003,H,13136.51,8,3,3
2004,G,339487.66,8,3,1
2004,L,18585.61,8,3,2
2004,H,16723.48,8,3,3
2005,G,406298.73,8,3,1
2005,L,21925.61,8,3,2
2005,H,22073.83,8,3,3
2006,G,480636.92,8,3,1
2006,L,26279.54,8,3,2
2006,H,22386.94,8,3,3
2007,G,577429.58,8,3,1
2007,L,36586.92,8,3,2
2007,H,29772.85,8,3,3
2008,G,680289.31,8,3,1
2008,L,45898.46,8,3,2
2008,H,27301.08,8,3,3
2009,G,597961.86,8,3,1
2009,L,38074.96,8,3,2
2009,H,25757.67,8,3,3
2010,G,820134.83,8,3,1
2010,L,53901.90,8,3,2
2010,H,31581.95,8,3,3
2011,G,1023124.70,8,3,1
2011,L,73503.61,8,3,2
2011,H,40757.69,8,3,3
1995,G,12866.10,9,3,1
1995,L,1098.89,9,3,2
1995,H,130.02,9,3,3
1996,G,12614.94,9,3,1
1996,L,1071.00,9,3,2
1996,H,113.66,9,3,3
1997,G,15091.23,9,3,1
1997,L,1080.31,9,3,2
1997,H,115.24,9,3,3
1998,G,14349.00,9,3,1
1998,L,707.80,9,3,2
1998,H,214.92,9,3,3
1999,G,15562.57,9,3,1
1999,L,697.50,9,3,2
1999,H,229.07,9,3,3
2000,G,17867.23,9,3,1
2000,L,1044.34,9,3,2
2000,H,359.78,9,3,3
2001,G,20857.24,9,3,1
2001,L,1315.54,9,3,2
2001,H,426.97,9,3,3
2002,G,21357.88,9,3,1
2002,L,1940.75,9,3,2
2002,H,795.63,9,3,3
2003,G,27307.27,9,3,1
2003,L,2590.26,9,3,2
2003,H,1157.34,9,3,3
2004,G,37624.06,9,3,1
2004,L,3737.76,9,3,2
2004,H,807.52,9,3,3
2005,G,43496.41,9,3,1
2005,L,5577.00,9,3,2
2005,H,1319.07,9,3,3
2006,G,55029.51,9,3,1
2006,L,8992.05,9,3,2
2006,H,3162.47,9,3,3
2007,G,67624.90,9,3,1
2007,L,12478.45,9,3,2
2007,H,3548.01,9,3,3
2008,G,78952.28,9,3,1
2008,L,16150.41,9,3,2
2008,H,9825.19,9,3,3
2009,G,78626.51,9,3,1
2009,L,16302.36,9,3,2
2009,H,8020.48,9,3,3
2010,G,97614.62,9,3,1
2010,L,25170.39,9,3,2
2010,H,14695.85,9,3,3
2011,G,124349.80,9,3,1
2011,L,32948.44,9,3,2
2011,H,18042.19,9,3,3
1995,G,1421.72,1,4,1
1995,L,327.16,1,4,2
1995,H,341.91,1,4,3
1996,G,1135.65,1,4,1
1996,L,397.79,1,4,2
1996,H,423.97,1,4,3
1997,G,1343.10,1,4,1
1997,L,328.56,1,4,2
1997,H,293.28,1,4,3
1998,G,1273.44,1,4,1
1998,L,248.73,1,4,2
1998,H,235.83,1,4,3
1999,G,1216.28,1,4,1
1999,L,179.52,1,4,2
1999,H,271.09,1,4,3
2000,G,1230.80,1,4,1
2000,L,271.53,1,4,2
2000,H,219.88,1,4,3
2001,G,966.94,1,4,1
2001,L,335.18,1,4,2
2001,H,118.74,1,4,3
2002,G,985.29,1,4,1
2002,L,403.74,1,4,2
2002,H,137.92,1,4,3
2003,G,1172.41,1,4,1
2003,L,526.52,1,4,2
2003,H,200.07,1,4,3
2004,G,1640.28,1,4,1
2004,L,726.21,1,4,2
2004,H,181.76,1,4,3
2005,G,1761.02,1,4,1
2005,L,734.19,1,4,2
2005,H,147.98,1,4,3
2006,G,2108.13,1,4,1
2006,L,752.93,1,4,2
2006,H,205.88,1,4,3
2007,G,2232.87,1,4,1
2007,L,853.10,1,4,2
2007,H,170.31,1,4,3
2008,G,2169.70,1,4,1
2008,L,784.69,1,4,2
2008,H,535.54,1,4,3
2009,G,1846.42,1,4,1
2009,L,1555.88,1,4,2
2009,H,610.41,1,4,3
2010,G,2548.27,1,4,1
2010,L,2317.30,1,4,2
2010,H,405.20,1,4,3
2011,G,3423.92,1,4,1
2011,L,2706.51,1,4,2
2011,H,465.87,1,4,3
1995,G,3144.91,2,4,1
1995,L,2120.86,2,4,2
1995,H,938.45,2,4,3
1996,G,2691.27,2,4,1
1996,L,1985.51,2,4,2
1996,H,939.85,2,4,3
1997,G,3297.77,2,4,1
1997,L,1941.22,2,4,2
1997,H,925.42,2,4,3
1998,G,3195.09,2,4,1
1998,L,1845.50,2,4,2
1998,H,925.78,2,4,3
1999,G,2972.34,2,4,1
1999,L,1731.07,2,4,2
1999,H,893.01,2,4,3
2000,G,3268.31,2,4,1
2000,L,2227.31,2,4,2
2000,H,861.23,2,4,3
2001,G,3196.05,2,4,1
2001,L,2363.68,2,4,2
2001,H,794.25,2,4,3
2002,G,3024.18,2,4,1
2002,L,2796.82,2,4,2
2002,H,917.58,2,4,3
2003,G,3902.82,2,4,1
2003,L,2175.76,2,4,2
2003,H,577.10,2,4,3
2004,G,4970.15,2,4,1
2004,L,2450.89,2,4,2
2004,H,562.84,2,4,3
2005,G,5959.70,2,4,1
2005,L,3544.63,2,4,2
2005,H,1018.29,2,4,3
2006,G,7625.59,2,4,1
2006,L,3521.56,2,4,2
2006,H,1072.86,2,4,3
2007,G,9964.54,2,4,1
2007,L,4399.32,2,4,2
2007,H,1446.80,2,4,3
2008,G,11058.22,2,4,1
2008,L,5441.09,2,4,2
2008,H,1842.21,2,4,3
2009,G,8271.79,2,4,1
2009,L,5227.60,2,4,2
2009,H,1676.26,2,4,3
2010,G,9843.74,2,4,1
2010,L,7807.14,2,4,2
2010,H,2469.41,2,4,3
2011,G,14112.79,2,4,1
2011,L,9021.24,2,4,2
2011,H,2804.85,2,4,3
1995,G,9494.58,3,4,1
1995,L,920.74,3,4,2
1995,H,9.50,3,4,3
1996,G,8764.63,3,4,1
1996,L,754.71,3,4,2
1996,H,7.78,3,4,3
1997,G,9478.56,3,4,1
1997,L,1032.63,3,4,2
1997,H,6.40,3,4,3
1998,G,9779.09,3,4,1
1998,L,953.56,3,4,2
1998,H,23.31,3,4,3
1999,G,9996.17,3,4,1
1999,L,3138.91,3,4,2
1999,H,21.77,3,4,3
2000,G,12907.72,3,4,1
2000,L,805.76,3,4,2
2000,H,34.95,3,4,3
2001,G,12610.94,3,4,1
2001,L,1156.39,3,4,2
2001,H,26.66,3,4,3
2002,G,13695.09,3,4,1
2002,L,1131.94,3,4,2
2002,H,82.28,3,4,3
2003,G,21274.95,3,4,1
2003,L,1356.55,3,4,2
2003,H,164.03,3,4,3
2004,G,30120.74,3,4,1
2004,L,2143.59,3,4,2
2004,H,392.38,3,4,3
2005,G,37758.74,3,4,1
2005,L,2157.97,3,4,2
2005,H,580.62,3,4,3
2006,G,49473.25,3,4,1
2006,L,2444.61,3,4,2
2006,H,621.61,3,4,3
2007,G,67722.54,3,4,1
2007,L,3538.43,3,4,2
2007,H,861.92,3,4,3
2008,G,78962.51,3,4,1
2008,L,5079.95,3,4,2
2008,H,559.08,3,4,3
2009,G,68340.86,3,4,1
2009,L,7523.70,3,4,2
2009,H,671.49,3,4,3
2010,G,89290.01,3,4,1
2010,L,11706.24,3,4,2
2010,H,554.02,3,4,3
2011,G,108871.38,3,4,1
2011,L,13661.56,3,4,2
2011,H,753.03,3,4,3
1995,G,1323023.00,4,4,1
1995,L,1525904.40,4,4,2
1995,H,862880.37,4,4,3
1996,G,1221863.00,4,4,1
1996,L,1480284.10,4,4,2
1996,H,865089.24,4,4,3
1997,G,1049910.30,4,4,1
1997,L,1309686.50,4,4,2
1997,H,779443.97,4,4,3
1998,G,1042345.10,4,4,1
1998,L,1329397.10,4,4,2
1998,H,794685.49,4,4,3
1999,G,1010057.50,4,4,1
1999,L,1312039.30,4,4,2
1999,H,815573.92,4,4,3
2000,G,897406.08,4,4,1
2000,L,1166699.40,4,4,2
2000,H,720759.92,4,4,3
2001,G,856589.14,4,4,1
2001,L,1159299.00,4,4,2
2001,H,721918.18,4,4,3
2002,G,843605.06,4,4,1
2002,L,1223663.30,4,4,2
2002,H,772391.06,4,4,3
2003,G,1006167.80,4,4,1
2003,L,1479830.20,4,4,2
2003,H,967115.97,4,4,3
2004,G,1113973.50,4,4,1
2004,L,1662675.90,4,4,2
2004,H,1086980.30,4,4,3
2005,G,1108240.40,4,4,1
2005,L,1702076.90,4,4,2
2005,H,1128020.50,4,4,3
2006,G,1169869.50,4,4,1
2006,L,1771035.60,4,4,2
2006,H,1162381.90,4,4,3
2007,G,1350396.60,4,4,1
2007,L,1998953.30,4,4,2
2007,H,1302144.40,4,4,3
2008,G,1464538.70,4,4,1
2008,L,2228056.10,4,4,2
2008,H,1423917.80,4,4,3
2009,G,1203632.90,4,4,1
2009,L,2050052.70,4,4,2
2009,H,1393931.50,4,4,3
2010,G,1254855.40,4,4,1
2010,L,2047252.80,4,4,2
2010,H,1390705.20,4,4,3
2011,G,1482383.30,4,4,1
2011,L,2199589.50,4,4,2
2011,H,1488146.50,4,4,3
1995,G,2880.00,5,4,1
1995,L,836.62,5,4,2
1995,H,59.45,5,4,3
1996,G,2805.70,5,4,1
1996,L,1035.66,5,4,2
1996,H,72.87,5,4,3
1997,G,2850.44,5,4,1
1997,L,722.43,5,4,2
1997,H,53.26,5,4,3
1998,G,2929.66,5,4,1
1998,L,584.64,5,4,2
1998,H,69.44,5,4,3
1999,G,2963.22,5,4,1
1999,L,634.05,5,4,2
1999,H,84.85,5,4,3
2000,G,3283.09,5,4,1
2000,L,603.60,5,4,2
2000,H,244.49,5,4,3
2001,G,2917.92,5,4,1
2001,L,641.71,5,4,2
2001,H,381.10,5,4,3
2002,G,2935.79,5,4,1
2002,L,786.56,5,4,2
2002,H,258.39,5,4,3
2003,G,3328.31,5,4,1
2003,L,762.91,5,4,2
2003,H,496.86,5,4,3
2004,G,4379.25,5,4,1
2004,L,569.09,5,4,2
2004,H,2783.10,5,4,3
2005,G,4794.76,5,4,1
2005,L,854.89,5,4,2
2005,H,3247.08,5,4,3
2006,G,6168.89,5,4,1
2006,L,1226.69,5,4,2
2006,H,4300.82,5,4,3
2007,G,7265.97,5,4,1
2007,L,1550.57,5,4,2
2007,H,5309.31,5,4,3
2008,G,8016.10,5,4,1
2008,L,1874.00,5,4,2
2008,H,6861.79,5,4,3
2009,G,9571.19,5,4,1
2009,L,1465.77,5,4,2
2009,H,4161.78,5,4,3
2010,G,10179.09,5,4,1
2010,L,2575.73,5,4,2
2010,H,4299.55,5,4,3
2011,G,13894.51,5,4,1
2011,L,2436.38,5,4,2
2011,H,4396.63,5,4,3
1995,G,20240.88,6,4,1
1995,L,1046.52,6,4,2
1995,H,270.50,6,4,3
1996,G,17837.38,6,4,1
1996,L,755.96,6,4,2
1996,H,330.50,6,4,3
1997,G,19219.63,6,4,1
1997,L,775.21,6,4,2
1997,H,204.34,6,4,3
1998,G,20112.74,6,4,1
1998,L,616.92,6,4,2
1998,H,164.89,6,4,3
1999,G,19344.86,6,4,1
1999,L,527.56,6,4,2
1999,H,116.50,6,4,3
2000,G,19749.26,6,4,1
2000,L,807.21,6,4,2
2000,H,428.13,6,4,3
2001,G,15176.89,6,4,1
2001,L,905.66,6,4,2
2001,H,217.12,6,4,3
2002,G,13648.63,6,4,1
2002,L,867.07,6,4,2
2002,H,195.15,6,4,3
2003,G,16369.60,6,4,1
2003,L,1007.09,6,4,2
2003,H,279.71,6,4,3
2004,G,19283.18,6,4,1
2004,L,1589.72,6,4,2
2004,H,459.38,6,4,3
2005,G,18516.92,6,4,1
2005,L,1634.38,6,4,2
2005,H,273.09,6,4,3
2006,G,20545.13,6,4,1
2006,L,1615.08,6,4,2
2006,H,332.94,6,4,3
2007,G,24974.07,6,4,1
2007,L,1876.70,6,4,2
2007,H,418.20,6,4,3
2008,G,24899.50,6,4,1
2008,L,1916.75,6,4,2
2008,H,402.65,6,4,3
2009,G,18476.96,6,4,1
2009,L,1408.13,6,4,2
2009,H,286.24,6,4,3
2010,G,21617.48,6,4,1
2010,L,966.18,6,4,2
2010,H,152.50,6,4,3
2011,G,27047.50,6,4,1
2011,L,1072.51,6,4,2
2011,H,174.63,6,4,3
1995,G,516.90,7,4,1
1995,L,1523.32,7,4,2
1995,H,61.79,7,4,3
1996,G,550.28,7,4,1
1996,L,1565.20,7,4,2
1996,H,42.55,7,4,3
1997,G,617.17,7,4,1
1997,L,972.69,7,4,2
1997,H,12.21,7,4,3
1998,G,945.59,7,4,1
1998,L,1156.41,7,4,2
1998,H,17.06,7,4,3
1999,G,1347.37,7,4,1
1999,L,1180.41,7,4,2
1999,H,14.41,7,4,3
2000,G,1153.08,7,4,1
2000,L,1737.79,7,4,2
2000,H,15.83,7,4,3
2001,G,1220.97,7,4,1
2001,L,1941.25,7,4,2
2001,H,23.16,7,4,3
2002,G,1020.12,7,4,1
2002,L,2407.22,7,4,2
2002,H,40.00,7,4,3
2003,G,1595.28,7,4,1
2003,L,1840.73,7,4,2
2003,H,35.58,7,4,3
2004,G,1827.60,7,4,1
2004,L,1992.89,7,4,2
2004,H,89.32,7,4,3
2005,G,2178.66,7,4,1
2005,L,3433.69,7,4,2
2005,H,91.95,7,4,3
2006,G,3450.95,7,4,1
2006,L,4055.49,7,4,2
2006,H,116.25,7,4,3
2007,G,4907.09,7,4,1
2007,L,5707.39,7,4,2
2007,H,164.71,7,4,3
2008,G,5767.77,7,4,1
2008,L,5445.98,7,4,2
2008,H,73.02,7,4,3
2009,G,3788.71,7,4,1
2009,L,3845.51,7,4,2
2009,H,24.36,7,4,3
2010,G,4043.07,7,4,1
2010,L,3613.53,7,4,2
2010,H,22.86,7,4,3
2011,G,5209.77,7,4,1
2011,L,4243.25,7,4,2
2011,H,28.53,7,4,3
1995,G,372284.13,8,4,1
1995,L,40345.10,8,4,2
1995,H,11998.82,8,4,3
1996,G,367193.18,8,4,1
1996,L,40457.65,8,4,2
1996,H,13087.39,8,4,3
1997,G,345191.84,8,4,1
1997,L,40406.72,8,4,2
1997,H,14617.83,8,4,3
1998,G,367743.73,8,4,1
1998,L,42677.88,8,4,2
1998,H,16331.96,8,4,3
1999,G,371470.03,8,4,1
1999,L,44449.45,8,4,2
1999,H,17847.91,8,4,3
2000,G,387267.42,8,4,1
2000,L,46371.77,8,4,2
2000,H,19945.60,8,4,3
2001,G,386259.77,8,4,1
2001,L,47231.99,8,4,2
2001,H,23091.20,8,4,3
2002,G,392842.79,8,4,1
2002,L,47726.39,8,4,2
2002,H,23462.12,8,4,3
2003,G,479042.92,8,4,1
2003,L,59533.33,8,4,2
2003,H,29948.91,8,4,3
2004,G,560173.69,8,4,1
2004,L,70036.59,8,4,2
2004,H,32185.96,8,4,3
2005,G,612675.43,8,4,1
2005,L,77971.23,8,4,2
2005,H,33573.71,8,4,3
2006,G,712427.11,8,4,1
2006,L,85600.72,8,4,2
2006,H,34629.71,8,4,3
2007,G,817622.37,8,4,1
2007,L,99177.86,8,4,2
2007,H,43260.95,8,4,3
2008,G,935883.10,8,4,1
2008,L,109273.27,8,4,2
2008,H,46434.70,8,4,3
2009,G,682299.04,8,4,1
2009,L,83695.76,8,4,2
