iso_i,code,year,ppi_i
DNK,29,2002,115.4034718
DNK,29,2003,116.0689923
DNK,29,2004,117.86257
DNK,29,2005,122.6997948
DNK,29,2006,125.7035106
DNK,29,2007,129.6367367
DNK,29,2008,135.2842049
DNK,29,2009,130.4730583
DNK,29,2010,.
DNK,29,2011,.
DNK,30t33,1995,100
DNK,30t33,1996,99.8796925
DNK,30t33,1997,99.52488734
DNK,30t33,1998,100.1325422
DNK,30t33,1999,100.657613
DNK,30t33,2000,101.9555066
DNK,30t33,2001,101.8209253
DNK,30t33,2002,101.3264411
DNK,30t33,2003,97.6448278
DNK,30t33,2004,98.68579352
DNK,30t33,2005,98.73269305
DNK,30t33,2006,103.1137212
DNK,30t33,2007,104.8867274
DNK,30t33,2008,109.4559913
DNK,30t33,2009,105.56338
DNK,30t33,2010,.
DNK,30t33,2011,.
DNK,34t35,1995,100
DNK,34t35,1996,103.2574963
DNK,34t35,1997,106.7739847
DNK,34t35,1998,105.6207997
DNK,34t35,1999,104.9186184
DNK,34t35,2000,111.6345531
DNK,34t35,2001,114.063721
DNK,34t35,2002,115.9737882
DNK,34t35,2003,112.05095
DNK,34t35,2004,116.4571658
DNK,34t35,2005,121.9462368
DNK,34t35,2006,123.6352676
DNK,34t35,2007,130.4583715
DNK,34t35,2008,136.1416332
DNK,34t35,2009,131.2999936
DNK,34t35,2010,.
DNK,34t35,2011,.
DNK,36t37,1995,100
DNK,36t37,1996,101.9437593
DNK,36t37,1997,103.4829798
DNK,36t37,1998,106.1557858
DNK,36t37,1999,107.7289919
DNK,36t37,2000,109.6310914
DNK,36t37,2001,112.8816532
DNK,36t37,2002,114.6094392
DNK,36t37,2003,116.2111495
DNK,36t37,2004,116.7593049
DNK,36t37,2005,118.7348572
DNK,36t37,2006,121.2267719
DNK,36t37,2007,124.3326207
DNK,36t37,2008,130.0323412
DNK,36t37,2009,133.8606589
DNK,36t37,2010,.
DNK,36t37,2011,.
DNK,E,1995,100
DNK,E,1996,103.835071
DNK,E,1997,105.7509568
DNK,E,1998,105.0910651
DNK,E,1999,100.1682724
DNK,E,2000,109.981963
DNK,E,2001,115.7934099
DNK,E,2002,118.4670714
DNK,E,2003,122.3076415
DNK,E,2004,121.2463156
DNK,E,2005,131.8485768
DNK,E,2006,151.9114865
DNK,E,2007,155.1449562
DNK,E,2008,171.7005411
DNK,E,2009,157.8065197
DNK,E,2010,.
DNK,E,2011,.
DNK,F,1995,100
DNK,F,1996,102.7610135
DNK,F,1997,105.4903822
DNK,F,1998,107.7801135
DNK,F,1999,110.3942045
DNK,F,2000,113.0173369
DNK,F,2001,117.007979
DNK,F,2002,119.6853597
DNK,F,2003,121.5897019
DNK,F,2004,124.2354377
DNK,F,2005,127.2303971
DNK,F,2006,132.5953301
DNK,F,2007,139.8137474
DNK,F,2008,146.3563211
DNK,F,2009,143.5241066
DNK,F,2010,.
DNK,F,2011,.
DNK,50,1995,100
DNK,50,1996,100.9628143
DNK,50,1997,105.4490026
DNK,50,1998,105.8163635
DNK,50,1999,109.4351416
DNK,50,2000,109.6599445
DNK,50,2001,110.0678795
DNK,50,2002,114.1603886
DNK,50,2003,113.5287474
DNK,50,2004,118.0434473
DNK,50,2005,118.0708623
DNK,50,2006,121.6194581
DNK,50,2007,124.6855501
DNK,50,2008,128.9271968
DNK,50,2009,130.2299569
DNK,50,2010,.
DNK,50,2011,.
DNK,51,1995,100
DNK,51,1996,96.48729591
DNK,51,1997,101.5486426
DNK,51,1998,100.3236402
DNK,51,1999,99.37107526
DNK,51,2000,96.60902328
DNK,51,2001,99.60100473
DNK,51,2002,103.6073809
DNK,51,2003,104.1986282
DNK,51,2004,105.0932277
DNK,51,2005,106.0409622
DNK,51,2006,109.0880108
DNK,51,2007,113.050913
DNK,51,2008,118.6581007
DNK,51,2009,122.687663
DNK,51,2010,.
DNK,51,2011,.
DNK,52,1995,100
DNK,52,1996,98.92020069
DNK,52,1997,97.02927976
DNK,52,1998,98.61284971
DNK,52,1999,99.73132232
DNK,52,2000,101.7718479
DNK,52,2001,103.430729
DNK,52,2002,106.4849021
DNK,52,2003,107.7275364
DNK,52,2004,107.9860369
DNK,52,2005,106.6243296
DNK,52,2006,108.7320245
DNK,52,2007,111.8096052
DNK,52,2008,117.5790513
DNK,52,2009,120.0602489
DNK,52,2010,.
DNK,52,2011,.
DNK,H,1995,100
DNK,H,1996,102.2967328
DNK,H,1997,105.0626538
DNK,H,1998,107.607713
DNK,H,1999,110.9995995
DNK,H,2000,114.436116
DNK,H,2001,117.7593408
DNK,H,2002,121.1741146
DNK,H,2003,123.811867
DNK,H,2004,126.6453053
DNK,H,2005,129.5062082
DNK,H,2006,132.9576014
DNK,H,2007,136.6172684
DNK,H,2008,143.3438233
DNK,H,2009,145.5284088
DNK,H,2010,.
DNK,H,2011,.
DNK,60,1995,100
DNK,60,1996,103.2568314
DNK,60,1997,105.988218
DNK,60,1998,106.9002234
DNK,60,1999,110.8399014
DNK,60,2000,115.7367221
DNK,60,2001,119.4078909
DNK,60,2002,123.4818235
DNK,60,2003,127.7548233
DNK,60,2004,133.5358726
DNK,60,2005,139.3782623
DNK,60,2006,143.3792808
DNK,60,2007,149.9785887
DNK,60,2008,155.7306363
DNK,60,2009,136.0781341
DNK,60,2010,.
DNK,60,2011,.
DNK,61,1995,100
DNK,61,1996,101.7743867
DNK,61,1997,113.57858
DNK,61,1998,109.4833516
DNK,61,1999,103.5767967
DNK,61,2000,127.3787991
DNK,61,2001,130.209156
DNK,61,2002,118.5132347
DNK,61,2003,111.6882786
DNK,61,2004,122.3995618
DNK,61,2005,136.2800296
DNK,61,2006,135.8826077
DNK,61,2007,134.3833592
DNK,61,2008,139.5372915
DNK,61,2009,121.9283162
DNK,61,2010,.
DNK,61,2011,.
DNK,62,1995,100
DNK,62,1996,101.2116454
DNK,62,1997,104.2231248
DNK,62,1998,104.1036668
DNK,62,1999,106.3597165
DNK,62,2000,113.7695257
DNK,62,2001,115.2007463
DNK,62,2002,119.5683584
DNK,62,2003,121.8983583
DNK,62,2004,119.8288906
DNK,62,2005,121.7345302
DNK,62,2006,119.3135147
DNK,62,2007,124.471825
DNK,62,2008,129.2456255
DNK,62,2009,112.9354119
DNK,62,2010,.
DNK,62,2011,.
DNK,63,1995,100
DNK,63,1996,102.0086297
DNK,63,1997,106.0345683
DNK,63,1998,113.7454744
DNK,63,1999,119.4378317
DNK,63,2000,123.9894857
DNK,63,2001,132.9849229
DNK,63,2002,135.5998611
DNK,63,2003,138.042454
DNK,63,2004,140.0089272
DNK,63,2005,141.9828399
DNK,63,2006,146.556812
DNK,63,2007,149.5375192
DNK,63,2008,155.2726507
DNK,63,2009,135.6779443
DNK,63,2010,.
DNK,63,2011,.
DNK,64,1995,100
DNK,64,1996,100.0738078
DNK,64,1997,100.1476156
DNK,64,1998,99.31560029
DNK,64,1999,98.64270309
DNK,64,2000,95.85430146
DNK,64,2001,93.57488617
DNK,64,2002,88.56937455
DNK,64,2003,88.3297388
DNK,64,2004,87.66259286
DNK,64,2005,87.92906782
DNK,64,2006,88.13803019
DNK,64,2007,82.04936497
DNK,64,2008,86.74047448
DNK,64,2009,87.86196981
DNK,64,2010,.
DNK,64,2011,.
DNK,J,1995,100
DNK,J,1996,97.44041852
DNK,J,1997,95.55900019
DNK,J,1998,95.59678357
DNK,J,1999,92.75334238
DNK,J,2000,96.88044953
DNK,J,2001,99.59503972
DNK,J,2002,95.58806433
DNK,J,2003,96.96473552
DNK,J,2004,95.26254602
DNK,J,2005,92.9102887
DNK,J,2006,89.92055803
DNK,J,2007,87.23793838
DNK,J,2008,91.56268165
DNK,J,2009,98.10695602
DNK,J,2010,.
DNK,J,2011,.
DNK,70,1995,100
DNK,70,1996,102.6579256
DNK,70,1997,105.9622494
DNK,70,1998,108.637397
DNK,70,1999,112.0439046
DNK,70,2000,114.8131989
DNK,70,2001,118.6892925
DNK,70,2002,122.2289834
DNK,70,2003,125.9925601
DNK,70,2004,129.0109991
DNK,70,2005,133.6804519
DNK,70,2006,139.7644033
DNK,70,2007,144.0331581
DNK,70,2008,148.9596578
DNK,70,2009,152.4863772
DNK,70,2010,.
DNK,70,2011,.
DNK,71t74,1995,100
DNK,71t74,1996,101.4737974
DNK,71t74,1997,102.8164472
DNK,71t74,1998,103.7989788
DNK,71t74,1999,105.3458748
DNK,71t74,2000,107.4979844
DNK,71t74,2001,109.6242945
DNK,71t74,2002,111.9892502
DNK,71t74,2003,113.0244558
DNK,71t74,2004,114.8938457
DNK,71t74,2005,116.4944907
DNK,71t74,2006,118.1026606
DNK,71t74,2007,122.0994356
DNK,71t74,2008,126.2757159
DNK,71t74,2009,129.2653778
DNK,71t74,2010,.
DNK,71t74,2011,.
DNK,L,1995,100
DNK,L,1996,102.0852641
DNK,L,1997,105.5663555
DNK,L,1998,107.7770745
DNK,L,1999,110.5201293
DNK,L,2000,113.0224463
DNK,L,2001,116.7160198
DNK,L,2002,119.6534732
DNK,L,2003,122.10493
DNK,L,2004,126.0607157
DNK,L,2005,129.0286851
DNK,L,2006,132.3628473
DNK,L,2007,135.9626122
DNK,L,2008,142.3495106
DNK,L,2009,147.013947
DNK,L,2010,.
DNK,L,2011,.
DNK,M,1995,100
DNK,M,1996,102.1379411
DNK,M,1997,104.8221949
DNK,M,1998,107.865776
DNK,M,1999,111.0557915
DNK,M,2000,112.6417879
DNK,M,2001,116.5042748
DNK,M,2002,119.8508623
DNK,M,2003,123.4407561
DNK,M,2004,127.3539318
DNK,M,2005,130.2116539
DNK,M,2006,132.7337035
DNK,M,2007,136.6536378
DNK,M,2008,142.8219021
DNK,M,2009,147.514559
DNK,M,2010,.
DNK,M,2011,.
DNK,N,1995,100
DNK,N,1996,102.0194642
DNK,N,1997,104.7446732
DNK,N,1998,107.5788906
DNK,N,1999,110.307471
DNK,N,2000,112.3797537
DNK,N,2001,116.3006833
DNK,N,2002,120.1362043
DNK,N,2003,122.7658905
DNK,N,2004,126.4665558
DNK,N,2005,129.5142947
DNK,N,2006,132.3024364
DNK,N,2007,136.0042255
DNK,N,2008,142.0974557
DNK,N,2009,146.7477299
DNK,N,2010,.
DNK,N,2011,.
DNK,O,1995,100
DNK,O,1996,101.5643214
DNK,O,1997,103.9877372
DNK,O,1998,107.4975521
DNK,O,1999,112.3012543
DNK,O,2000,116.5664195
DNK,O,2001,122.0263906
DNK,O,2002,124.2691285
DNK,O,2003,127.3558073
DNK,O,2004,131.4216441
DNK,O,2005,133.7098429
DNK,O,2006,136.5330815
DNK,O,2007,141.3915699
DNK,O,2008,147.8958112
DNK,O,2009,153.2978963
DNK,O,2010,.
DNK,O,2011,.
DNK,P,1995,100
DNK,P,1996,101.8596976
DNK,P,1997,103.8498417
DNK,P,1998,106.2870713
DNK,P,1999,109.4902555
DNK,P,2000,111.4926638
DNK,P,2001,114.1450743
DNK,P,2002,121.4857512
DNK,P,2003,126.4705882
DNK,P,2004,130.2412701
DNK,P,2005,133.5392231
DNK,P,2006,140.0782678
DNK,P,2007,143.798778
DNK,P,2008,150.4137548
DNK,P,2009,155.907811
DNK,P,2010,.
DNK,P,2011,.
ESP,AtB,1995,100
ESP,AtB,1996,98.33501137
ESP,AtB,1997,95.42454413
ESP,AtB,1998,94.94257374
ESP,AtB,1999,93.9879554
ESP,AtB,2000,93.22444718
ESP,AtB,2001,100.1323787
ESP,AtB,2002,100.7569825
ESP,AtB,2003,106.696312
ESP,AtB,2004,106.7391953
ESP,AtB,2005,110.494276
ESP,AtB,2006,98.22407428
ESP,AtB,2007,101.9493232
ESP,AtB,2008,101.4636238
ESP,AtB,2009,98.37789462
ESP,AtB,2010,.
ESP,AtB,2011,.
ESP,C,1995,100
ESP,C,1996,100.8078808
ESP,C,1997,90.17098718
ESP,C,1998,105.1015045
ESP,C,1999,102.8611936
ESP,C,2000,122.221
ESP,C,2001,135.6811987
ESP,C,2002,138.2392843
ESP,C,2003,138.2967281
ESP,C,2004,144.3625564
ESP,C,2005,147.9069654
ESP,C,2006,154.8576736
ESP,C,2007,166.3904472
ESP,C,2008,159.5949596
ESP,C,2009,158.5340813
ESP,C,2010,.
ESP,C,2011,.
ESP,15t16,1995,100
ESP,15t16,1996,106.2383364
ESP,15t16,1997,105.2028792
ESP,15t16,1998,104.3337777
ESP,15t16,1999,106.1348974
ESP,15t16,2000,106.6382298
ESP,15t16,2001,110.2020794
ESP,15t16,2002,113.7552653
ESP,15t16,2003,117.5451879
ESP,15t16,2004,122.6787523
ESP,15t16,2005,126.3481738
ESP,15t16,2006,131.5179952
ESP,15t16,2007,136.5267929
ESP,15t16,2008,143.1223674
ESP,15t16,2009,149.0653159
ESP,15t16,2010,.
ESP,15t16,2011,.
ESP,17t18,1995,100
ESP,17t18,1996,103.6289592
ESP,17t18,1997,105.0799032
ESP,17t18,1998,105.7323483
ESP,17t18,1999,105.1897101
ESP,17t18,2000,106.6086715
ESP,17t18,2001,108.3282694
ESP,17t18,2002,111.0777071
ESP,17t18,2003,112.8751293
ESP,17t18,2004,114.0339655
ESP,17t18,2005,115.2045287
ESP,17t18,2006,116.7290327
ESP,17t18,2007,119.0168548
ESP,17t18,2008,122.732167
ESP,17t18,2009,123.2907965
ESP,17t18,2010,.
ESP,17t18,2011,.
ESP,19,1995,100
ESP,19,1996,104.0509805
ESP,19,1997,104.2868073
ESP,19,1998,104.3559832
ESP,19,1999,103.9199656
ESP,19,2000,104.811915
ESP,19,2001,111.6299301
ESP,19,2002,113.1979163
ESP,19,2003,115.5760987
ESP,19,2004,116.977434
ESP,19,2005,119.2770074
ESP,19,2006,121.7694347
ESP,19,2007,123.5596223
ESP,19,2008,126.275299
ESP,19,2009,126.7962142
ESP,19,2010,.
ESP,19,2011,.
ESP,20,1995,100
ESP,20,1996,102.9933284
ESP,20,1997,103.9621278
ESP,20,1998,105.6158946
ESP,20,1999,104.9906262
ESP,20,2000,104.7350726
ESP,20,2001,107.2968925
ESP,20,2002,109.0459682
ESP,20,2003,110.6536516
ESP,20,2004,112.8740351
ESP,20,2005,115.6966453
ESP,20,2006,119.1099614
ESP,20,2007,126.2109993
ESP,20,2008,130.7386965
ESP,20,2009,128.1475508
ESP,20,2010,.
ESP,20,2011,.
ESP,21t22,1995,100
ESP,21t22,1996,100.7099701
ESP,21t22,1997,104.6437062
ESP,21t22,1998,106.2076036
ESP,21t22,1999,104.5575501
ESP,21t22,2000,109.0583899
ESP,21t22,2001,112.14038
ESP,21t22,2002,114.2244858
ESP,21t22,2003,115.5015595
ESP,21t22,2004,116.9673043
ESP,21t22,2005,119.8104565
ESP,21t22,2006,122.812834
ESP,21t22,2007,127.6888346
ESP,21t22,2008,132.8821951
ESP,21t22,2009,132.9290902
ESP,21t22,2010,.
ESP,21t22,2011,.
ESP,23,1995,100
ESP,23,1996,99.9828223
ESP,23,1997,103.9150849
ESP,23,1998,111.2685734
ESP,23,1999,84.22227948
ESP,23,2000,143.1475278
ESP,23,2001,151.6834149
ESP,23,2002,159.9716568
ESP,23,2003,191.4426408
ESP,23,2004,214.5466518
ESP,23,2005,234.6960978
ESP,23,2006,198.3280369
ESP,23,2007,160.3538607
ESP,23,2008,185.2772768
ESP,23,2009,147.686736
ESP,23,2010,.
ESP,23,2011,.
ESP,24,1995,100
ESP,24,1996,100.3038573
ESP,24,1997,103.6705966
ESP,24,1998,99.174613
ESP,24,1999,101.5325459
ESP,24,2000,110.4935748
ESP,24,2001,113.5586666
ESP,24,2002,115.2834713
ESP,24,2003,115.9950499
ESP,24,2004,122.115289
ESP,24,2005,126.6687292
ESP,24,2006,132.4066606
ESP,24,2007,135.3557341
ESP,24,2008,144.4106825
ESP,24,2009,142.9256489
ESP,24,2010,.
ESP,24,2011,.
ESP,25,1995,100
ESP,25,1996,103.1390466
ESP,25,1997,103.4418722
ESP,25,1998,102.8678752
ESP,25,1999,101.9615084
ESP,25,2000,105.5141706
ESP,25,2001,107.1654673
ESP,25,2002,107.8186
ESP,25,2003,109.0087999
ESP,25,2004,110.9703083
ESP,25,2005,115.7712031
ESP,25,2006,120.5425539
ESP,25,2007,125.0532847
ESP,25,2008,131.9634077
ESP,25,2009,130.0219469
ESP,25,2010,.
ESP,25,2011,.
ESP,26,1995,100
ESP,26,1996,104.2975328
ESP,26,1997,103.8817784
ESP,26,1998,105.3258673
ESP,26,1999,105.7458319
ESP,26,2000,105.2542944
ESP,26,2001,107.2930701
ESP,26,2002,109.7191815
ESP,26,2003,111.226423
ESP,26,2004,113.4967582
ESP,26,2005,117.2090771
ESP,26,2006,123.7758926
ESP,26,2007,130.5490064
ESP,26,2008,136.0274924
ESP,26,2009,136.5316605
ESP,26,2010,.
ESP,26,2011,.
ESP,27t28,1995,100
ESP,27t28,1996,101.6163805
ESP,27t28,1997,105.8534207
ESP,27t28,1998,105.5446617
ESP,27t28,1999,103.7213585
ESP,27t28,2000,108.3364931
ESP,27t28,2001,110.1966307
ESP,27t28,2002,112.9559612
ESP,27t28,2003,115.1053572
ESP,27t28,2004,121.2296192
ESP,27t28,2005,128.5011646
ESP,27t28,2006,136.9904122
ESP,27t28,2007,144.2348735
ESP,27t28,2008,152.9126266
ESP,27t28,2009,149.4491089
ESP,27t28,2010,.
ESP,27t28,2011,.
ESP,29,1995,100
ESP,29,1996,104.3228604
ESP,29,1997,104.8886743
ESP,29,1998,104.6829238
ESP,29,1999,104.6262374
ESP,29,2000,104.9747536
ESP,29,2001,106.7971153
ESP,29,2002,111.6710931
ESP,29,2003,113.322346
ESP,29,2004,115.8102476
ESP,29,2005,119.4402746
ESP,29,2006,122.6231091
ESP,29,2007,127.7647726
ESP,29,2008,133.0890921
ESP,29,2009,132.7489739
ESP,29,2010,.
ESP,29,2011,.
ESP,30t33,1995,100
ESP,30t33,1996,103.2198885
ESP,30t33,1997,102.7643717
ESP,30t33,1998,102.664304
ESP,30t33,1999,102.966592
ESP,30t33,2000,104.237244
ESP,30t33,2001,104.0861
ESP,30t33,2002,106.5971752
ESP,30t33,2003,106.7316412
ESP,30t33,2004,108.2232762
ESP,30t33,2005,110.8177412
ESP,30t33,2006,117.7203315
ESP,30t33,2007,124.8616251
ESP,30t33,2008,129.1655809
ESP,30t33,2009,125.9436077
ESP,30t33,2010,.
ESP,30t33,2011,.
ESP,34t35,1995,100
ESP,34t35,1996,105.6996375
ESP,34t35,1997,106.5147907
ESP,34t35,1998,108.5333677
ESP,34t35,1999,107.2741704
ESP,34t35,2000,107.2570092
ESP,34t35,2001,108.5129888
ESP,34t35,2002,114.3134479
ESP,34t35,2003,116.5079263
ESP,34t35,2004,118.9694747
ESP,34t35,2005,121.3355643
ESP,34t35,2006,123.5547118
ESP,34t35,2007,124.3516314
ESP,34t35,2008,127.5897205
ESP,34t35,2009,126.6201171
ESP,34t35,2010,.
ESP,34t35,2011,.
ESP,36t37,1995,100
ESP,36t37,1996,105.6457654
ESP,36t37,1997,108.528686
ESP,36t37,1998,110.1194148
ESP,36t37,1999,108.9131488
ESP,36t37,2000,110.1612761
ESP,36t37,2001,113.5024676
ESP,36t37,2002,116.5693575
ESP,36t37,2003,119.75412
ESP,36t37,2004,123.5425663
ESP,36t37,2005,128.6959108
ESP,36t37,2006,133.8140037
ESP,36t37,2007,138.5586499
ESP,36t37,2008,145.4525425
ESP,36t37,2009,145.4294087
ESP,36t37,2010,.
ESP,36t37,2011,.
ESP,E,1995,100
ESP,E,1996,99.88354833
ESP,E,1997,100.4313632
ESP,E,1998,93.04980359
ESP,E,1999,91.19887813
ESP,E,2000,82.00821722
ESP,E,2001,79.76611256
ESP,E,2002,82.34691116
ESP,E,2003,85.07040405
ESP,E,2004,87.57821534
ESP,E,2005,98.4820279
ESP,E,2006,102.0133017
ESP,E,2007,112.7735999
ESP,E,2008,121.9240768
ESP,E,2009,134.3630832
ESP,E,2010,.
ESP,E,2011,.
ESP,F,1995,100
ESP,F,1996,102.4335614
ESP,F,1997,104.5692839
ESP,F,1998,107.0670137
ESP,F,1999,111.5006962
ESP,F,2000,121.0727042
ESP,F,2001,128.8298323
ESP,F,2002,137.7141473
ESP,F,2003,148.4532962
ESP,F,2004,161.7882438
ESP,F,2005,179.2662994
ESP,F,2006,193.1509171
ESP,F,2007,199.4963376
ESP,F,2008,205.3502028
ESP,F,2009,203.5377444
ESP,F,2010,.
ESP,F,2011,.
ESP,50,1995,100
ESP,50,1996,105.0012142
ESP,50,1997,107.027749
ESP,50,1998,107.5630809
ESP,50,1999,108.057573
ESP,50,2000,110.3777125
ESP,50,2001,115.3998985
ESP,50,2002,116.9849224
ESP,50,2003,122.766507
ESP,50,2004,129.0160931
ESP,50,2005,134.6034129
ESP,50,2006,140.2569593
ESP,50,2007,144.7945871
ESP,50,2008,151.4768538
ESP,50,2009,152.0839312
ESP,50,2010,.
ESP,50,2011,.
ESP,51,1995,100
ESP,51,1996,102.1396163
ESP,51,1997,103.8646675
ESP,51,1998,106.0825906
ESP,51,1999,109.027154
ESP,51,2000,115.1569589
ESP,51,2001,121.4525899
ESP,51,2002,128.0787213
ESP,51,2003,130.8966121
ESP,51,2004,133.6235289
ESP,51,2005,137.2866717
ESP,51,2006,142.1532048
ESP,51,2007,144.8317557
ESP,51,2008,154.6396739
ESP,51,2009,156.4188489
ESP,51,2010,.
ESP,51,2011,.
ESP,52,1995,100
ESP,52,1996,103.1751634
ESP,52,1997,105.2813133
ESP,52,1998,106.7134953
ESP,52,1999,109.6803206
ESP,52,2000,113.8459437
ESP,52,2001,117.5391061
ESP,52,2002,124.2822013
ESP,52,2003,127.4380109
ESP,52,2004,130.8522507
ESP,52,2005,133.412646
ESP,52,2006,136.3419021
ESP,52,2007,136.5616248
ESP,52,2008,139.2039892
ESP,52,2009,138.2317448
ESP,52,2010,.
ESP,52,2011,.
ESP,H,1995,100
ESP,H,1996,104.581519
ESP,H,1997,110.2863783
ESP,H,1998,116.8995272
ESP,H,1999,123.169396
ESP,H,2000,133.5719819
ESP,H,2001,142.2461464
ESP,H,2002,151.1407047
ESP,H,2003,156.6425347
ESP,H,2004,163.9262148
ESP,H,2005,171.0456015
ESP,H,2006,178.6765688
ESP,H,2007,184.2959421
ESP,H,2008,193.7047525
ESP,H,2009,198.5574226
ESP,H,2010,.
ESP,H,2011,.
ESP,60,1995,100
ESP,60,1996,101.0086793
ESP,60,1997,102.4182714
ESP,60,1998,106.7995223
ESP,60,1999,106.9114793
ESP,60,2000,106.6257224
ESP,60,2001,119.9272813
ESP,60,2002,122.4287207
ESP,60,2003,135.6737679
ESP,60,2004,137.854264
ESP,60,2005,140.9421449
ESP,60,2006,147.7054145
ESP,60,2007,153.2382232
ESP,60,2008,158.4404922
ESP,60,2009,161.1434542
ESP,60,2010,.
ESP,60,2011,.
ESP,61,1995,100
ESP,61,1996,102.2555884
ESP,61,1997,105.0607447
ESP,61,1998,107.9007406
ESP,61,1999,110.4957349
ESP,61,2000,112.3860686
ESP,61,2001,110.0866497
ESP,61,2002,132.0356489
ESP,61,2003,131.7131008
ESP,61,2004,127.6469729
ESP,61,2005,136.4074669
ESP,61,2006,158.3935535
ESP,61,2007,157.4495106
ESP,61,2008,156.7706987
ESP,61,2009,175.8785781
ESP,61,2010,.
ESP,61,2011,.
ESP,62,1995,100
ESP,62,1996,103.5731735
ESP,62,1997,105.5123069
ESP,62,1998,108.8878755
ESP,62,1999,111.7260024
ESP,62,2000,108.5740964
ESP,62,2001,126.7548288
ESP,62,2002,148.5901654
ESP,62,2003,150.7681617
ESP,62,2004,177.1625246
ESP,62,2005,169.3614757
ESP,62,2006,194.5940957
ESP,62,2007,200.2877214
ESP,62,2008,241.6739954
ESP,62,2009,286.2273759
ESP,62,2010,.
ESP,62,2011,.
ESP,63,1995,100
ESP,63,1996,104.98868
ESP,63,1997,113.315432
ESP,63,1998,119.7375349
ESP,63,1999,124.6604012
ESP,63,2000,131.6274417
ESP,63,2001,132.1342073
ESP,63,2002,142.0128468
ESP,63,2003,147.654399
ESP,63,2004,154.5187701
ESP,63,2005,158.0174275
ESP,63,2006,162.5612068
ESP,63,2007,166.0690781
ESP,63,2008,179.244985
ESP,63,2009,183.1332596
ESP,63,2010,.
ESP,63,2011,.
ESP,64,1995,100
ESP,64,1996,98.81097175
ESP,64,1997,100.1187082
ESP,64,1998,103.1477139
ESP,64,1999,104.757086
ESP,64,2000,97.30182052
ESP,64,2001,97.006996
ESP,64,2002,98.98319598
ESP,64,2003,99.67111985
ESP,64,2004,99.67111985
ESP,64,2005,97.71535325
ESP,64,2006,97.54410205
ESP,64,2007,96.53605519
ESP,64,2008,94.69996984
ESP,64,2009,93.31341889
ESP,64,2010,.
ESP,64,2011,.
ESP,J,1995,100
ESP,J,1996,103.4534084
ESP,J,1997,106.6247344
ESP,J,1998,111.5497725
ESP,J,1999,115.9526582
ESP,J,2000,120.0350502
ESP,J,2001,128.6535668
ESP,J,2002,129.8827258
ESP,J,2003,128.1722263
ESP,J,2004,122.5113733
ESP,J,2005,114.8207277
ESP,J,2006,110.6771177
ESP,J,2007,120.0134439
ESP,J,2008,126.1004213
ESP,J,2009,161.4411408
ESP,J,2010,.
ESP,J,2011,.
ESP,70,1995,100
ESP,70,1996,106.0990059
ESP,70,1997,111.7128354
ESP,70,1998,115.4109034
ESP,70,1999,119.8598102
ESP,70,2000,124.724048
ESP,70,2001,130.4164536
ESP,70,2002,136.8285169
ESP,70,2003,144.2920039
ESP,70,2004,154.6378637
ESP,70,2005,166.0426307
ESP,70,2006,178.1770333
ESP,70,2007,187.3105754
ESP,70,2008,195.2904199
ESP,70,2009,185.0056749
ESP,70,2010,.
ESP,70,2011,.
ESP,71t74,1995,100
ESP,71t74,1996,104.5462514
ESP,71t74,1997,108.1610472
ESP,71t74,1998,110.504295
ESP,71t74,1999,113.4143633
ESP,71t74,2000,116.8702156
ESP,71t74,2001,125.0955414
ESP,71t74,2002,133.9718343
ESP,71t74,2003,142.3911646
ESP,71t74,2004,147.2330976
ESP,71t74,2005,152.0271139
ESP,71t74,2006,157.4861217
ESP,71t74,2007,163.3857301
ESP,71t74,2008,173.0695962
ESP,71t74,2009,173.9788465
ESP,71t74,2010,.
ESP,71t74,2011,.
ESP,L,1995,100
ESP,L,1996,103.9647121
ESP,L,1997,104.760645
ESP,L,1998,107.6453268
ESP,L,1999,110.7381933
ESP,L,2000,115.0192082
ESP,L,2001,117.9694509
ESP,L,2002,121.6155598
ESP,L,2003,125.221412
ESP,L,2004,130.4938925
ESP,L,2005,135.4995284
ESP,L,2006,141.1895287
ESP,L,2007,146.7415058
ESP,L,2008,152.1922661
ESP,L,2009,155.2011686
ESP,L,2010,.
ESP,L,2011,.
ESP,M,1995,100
ESP,M,1996,104.8757833
ESP,M,1997,106.8133987
ESP,M,1998,110.3888164
ESP,M,1999,113.9148531
ESP,M,2000,117.5737481
ESP,M,2001,122.9021904
ESP,M,2002,127.4840394
ESP,M,2003,131.6802464
ESP,M,2004,136.7782442
ESP,M,2005,141.8809448
ESP,M,2006,146.5580285
ESP,M,2007,151.9464334
ESP,M,2008,158.1837207
ESP,M,2009,163.6414941
ESP,M,2010,.
ESP,M,2011,.
ESP,N,1995,100
ESP,N,1996,105.2299743
ESP,N,1997,107.4343142
ESP,N,1998,111.6699653
ESP,N,1999,115.2099456
ESP,N,2000,118.5129001
ESP,N,2001,123.0946088
ESP,N,2002,129.6945923
ESP,N,2003,137.4311144
ESP,N,2004,142.7428626
ESP,N,2005,148.3070432
ESP,N,2006,153.8878157
ESP,N,2007,160.4937247
ESP,N,2008,168.2183956
ESP,N,2009,173.486294
ESP,N,2010,.
ESP,N,2011,.
ESP,O,1995,100
ESP,O,1996,103.7043708
ESP,O,1997,107.4243516
ESP,O,1998,111.8707973
ESP,O,1999,116.301633
ESP,O,2000,120.0768492
ESP,O,2001,123.8496638
