iso_i,code,year,comp_i
BGR,H,2003,229
BGR,H,2004,251.1
BGR,H,2005,378.8
BGR,H,2006,374.4
BGR,H,2007,440.8837657
BGR,H,2008,514.2040667
BGR,H,2009,607.6557612
BGR,H,2010,659.9789044
BGR,H,2011,685.6994413
BGR,60,1995,12.90010604
BGR,60,1996,22.60843326
BGR,60,1997,205.978226
BGR,60,1998,273.7357176
BGR,60,1999,416.4375525
BGR,60,2000,364.8307366
BGR,60,2001,491.1560347
BGR,60,2002,523.1023945
BGR,60,2003,532.1455953
BGR,60,2004,562.510481
BGR,60,2005,565.7847433
BGR,60,2006,610.6499338
BGR,60,2007,719.0855831
BGR,60,2008,838.6716862
BGR,60,2009,991.0922819
BGR,60,2010,1076.431822
BGR,60,2011,1118.382261
BGR,61,1995,6.405023206
BGR,61,1996,11.2252984
BGR,61,1997,102.2701142
BGR,61,1998,120.1952837
BGR,61,1999,122.5857267
BGR,61,2000,112.1082892
BGR,61,2001,69.44331706
BGR,61,2002,63.90221856
BGR,61,2003,65.00693649
BGR,61,2004,68.71631267
BGR,61,2005,69.11629675
BGR,61,2006,74.59703099
BGR,61,2007,87.84353615
BGR,61,2008,102.4521814
BGR,61,2009,121.0718901
BGR,61,2010,131.4969733
BGR,61,2011,136.6216412
BGR,62,1995,3.964499145
BGR,62,1996,6.948091285
BGR,62,1997,63.30184406
BGR,62,1998,74.39693571
BGR,62,1999,75.87654145
BGR,62,2000,69.3913515
BGR,62,2001,42.98313406
BGR,62,2002,29.85323072
BGR,62,2003,30.36932234
BGR,62,2004,32.10223342
BGR,62,2005,32.28909418
BGR,62,2006,34.84953148
BGR,62,2007,41.03790778
BGR,62,2008,47.86263572
BGR,62,2009,56.56121415
BGR,62,2010,61.43150536
BGR,62,2011,63.82559901
BGR,63,1995,7.892170491
BGR,63,1996,13.83163901
BGR,63,1997,126.0156523
BGR,63,1998,173.8365668
BGR,63,1999,130.5602301
BGR,63,2000,82.28924317
BGR,63,2001,148.307904
BGR,63,2002,154.8476373
BGR,63,2003,157.524586
BGR,63,2004,166.5131337
BGR,63,2005,167.4823737
BGR,63,2006,180.7632702
BGR,63,2007,212.8621562
BGR,63,2008,248.2617753
BGR,63,2009,293.3809897
BGR,63,2010,318.6430156
BGR,63,2011,331.0610935
BGR,64,1995,9.264893839
BGR,64,1996,16.23744281
BGR,64,1997,147.9341636
BGR,64,1998,245.9354962
BGR,64,1999,255.3399493
BGR,64,2000,287.9803795
BGR,64,2001,485.8096102
BGR,64,2002,570.2945189
BGR,64,2003,580.1535598
BGR,64,2004,613.2578393
BGR,64,2005,616.827492
BGR,64,2006,665.7402335
BGR,64,2007,783.9584966
BGR,64,2008,908.2187721
BGR,64,2009,1080.381177
BGR,64,2010,1185.975826
BGR,64,2011,1242.222666
BGR,J,1995,8.774251975
BGR,J,1996,15.37755501
BGR,J,1997,140.1
BGR,J,1998,206.1
BGR,J,1999,261.8
BGR,J,2000,259.6
BGR,J,2001,334.6
BGR,J,2002,371.1
BGR,J,2003,400.1
BGR,J,2004,472.1
BGR,J,2005,630.2
BGR,J,2006,681.2
BGR,J,2007,921.3423746
BGR,J,2008,1501.628864
BGR,J,2009,1441.947299
BGR,J,2010,1231.271947
BGR,J,2011,1136.063855
BGR,70,1995,10.58939676
BGR,70,1996,18.55873659
BGR,70,1997,168.4477335
BGR,70,1998,300.7214252
BGR,70,1999,264.5277239
BGR,70,2000,326.7472542
BGR,70,2001,418.3868095
BGR,70,2002,428.6649803
BGR,70,2003,479.5663975
BGR,70,2004,571.9883619
BGR,70,2005,689.9426076
BGR,70,2006,834.9790177
BGR,70,2007,1129.33287
BGR,70,2008,1873.867165
BGR,70,2009,2094.481997
BGR,70,2010,2066.811369
BGR,70,2011,2067.325054
BGR,71t74,1995,2.074084679
BGR,71t74,1996,3.634993767
BGR,71t74,1997,33.75226654
BGR,71t74,1998,76.77857479
BGR,71t74,1999,60.67227607
BGR,71t74,2000,66.75274578
BGR,71t74,2001,94.51319053
BGR,71t74,2002,96.83501974
BGR,71t74,2003,108.3336025
BGR,71t74,2004,129.2116381
BGR,71t74,2005,155.8573924
BGR,71t74,2006,188.6209823
BGR,71t74,2007,255.1152433
BGR,71t74,2008,291.1254054
BGR,71t74,2009,308.2865824
BGR,71t74,2010,343.2275502
BGR,71t74,2011,365.3353475
BGR,L,1995,29.04083255
BGR,L,1996,50.89630448
BGR,L,1997,463.7
BGR,L,1998,1052
BGR,L,1999,1222
BGR,L,2000,1408.1
BGR,L,2001,1513.6
BGR,L,2002,1570.6
BGR,L,2003,1865.9
BGR,L,2004,2057
BGR,L,2005,2206.3
BGR,L,2006,2398
BGR,L,2007,2712.27141
BGR,L,2008,3221.419538
BGR,L,2009,3405.823777
BGR,L,2010,3543.191487
BGR,L,2011,3777.945134
BGR,M,1995,22.82808597
BGR,M,1996,40.00798573
BGR,M,1997,364.5
BGR,M,1998,588.1
BGR,M,1999,686.2
BGR,M,2000,776
BGR,M,2001,852.8
BGR,M,2002,962.7
BGR,M,2003,1005.9
BGR,M,2004,1087.9
BGR,M,2005,1109.8
BGR,M,2006,1202.4
BGR,M,2007,1359.981294
BGR,M,2008,1615.277253
BGR,M,2009,1707.74083
BGR,M,2010,1776.619451
BGR,M,2011,1894.32912
BGR,N,1995,17.0850531
BGR,N,1996,29.94287656
BGR,N,1997,272.8
BGR,N,1998,429.4
BGR,N,1999,469.3
BGR,N,2000,498.7
BGR,N,2001,523.9
BGR,N,2002,576.9
BGR,N,2003,682.2
BGR,N,2004,761.5
BGR,N,2005,815.4
BGR,N,2006,842.5
BGR,N,2007,952.9143714
BGR,N,2008,1131.795647
BGR,N,2009,1196.583208
BGR,N,2010,1244.845216
BGR,N,2011,1327.322258
BGR,O,1995,6.582254694
BGR,O,1996,11.53591029
BGR,O,1997,105.1
BGR,O,1998,281.3
BGR,O,1999,198
BGR,O,2000,186.2
BGR,O,2001,263.8
BGR,O,2002,296.5
BGR,O,2003,395.9
BGR,O,2004,459.3
BGR,O,2005,460.1
BGR,O,2006,503.3
BGR,O,2007,569.2603004
BGR,O,2008,489.8981367
BGR,O,2009,653.1616957
BGR,O,2010,655.7623414
BGR,O,2011,773.3881755
BGR,P,1995,0
BGR,P,1996,0
BGR,P,1997,0
BGR,P,1998,0
BGR,P,1999,0
BGR,P,2000,0
BGR,P,2001,0
BGR,P,2002,0
BGR,P,2003,0
BGR,P,2004,0
BGR,P,2005,0
BGR,P,2006,0
BGR,P,2007,0
BGR,P,2008,0
BGR,P,2009,0
BGR,P,2010,0
BGR,P,2011,0
BRA,AtB,1995,14070.58467
BRA,AtB,1996,16655.13169
BRA,AtB,1997,17934.81839
BRA,AtB,1998,18591.67198
BRA,AtB,1999,20288.45618
BRA,AtB,2000,23344
BRA,AtB,2001,25181
BRA,AtB,2002,28473
BRA,AtB,2003,35358
BRA,AtB,2004,41324
BRA,AtB,2005,45302
BRA,AtB,2006,47003
BRA,AtB,2007,46680
BRA,AtB,2008,50145
BRA,AtB,2009,52568
BRA,AtB,2010,.
BRA,AtB,2011,.
BRA,C,1995,2071.032288
BRA,C,1996,2501.559569
BRA,C,1997,2733.605974
BRA,C,1998,2889.757167
BRA,C,1999,3303.940862
BRA,C,2000,4019
BRA,C,2001,4782
BRA,C,2002,5448
BRA,C,2003,6971
BRA,C,2004,8426
BRA,C,2005,10328
BRA,C,2006,11773
BRA,C,2007,13497
BRA,C,2008,16322
BRA,C,2009,18158
BRA,C,2010,.
BRA,C,2011,.
BRA,15t16,1995,7861.851851
BRA,15t16,1996,9593.377136
BRA,15t16,1997,10531.69774
BRA,15t16,1998,10767.69613
BRA,15t16,1999,10987.82703
BRA,15t16,2000,12991
BRA,15t16,2001,13923
BRA,15t16,2002,14873
BRA,15t16,2003,18607
BRA,15t16,2004,22850
BRA,15t16,2005,26067
BRA,15t16,2006,28816
BRA,15t16,2007,32171
BRA,15t16,2008,37194
BRA,15t16,2009,42543
BRA,15t16,2010,.
BRA,15t16,2011,.
BRA,17t18,1995,3848.712855
BRA,17t18,1996,4487.417329
BRA,17t18,1997,4850.213843
BRA,17t18,1998,4960.39838
BRA,17t18,1999,6032.851345
BRA,17t18,2000,6497
BRA,17t18,2001,7030
BRA,17t18,2002,7642
BRA,17t18,2003,8554
BRA,17t18,2004,9813
BRA,17t18,2005,11084
BRA,17t18,2006,12105
BRA,17t18,2007,13493
BRA,17t18,2008,15531
BRA,17t18,2009,17269
BRA,17t18,2010,.
BRA,17t18,2011,.
BRA,19,1995,1444.780616
BRA,19,1996,1723.972536
BRA,19,1997,1858.31342
BRA,19,1998,1880.540727
BRA,19,1999,2110.925614
BRA,19,2000,2671
BRA,19,2001,3088
BRA,19,2002,3452
BRA,19,2003,4084
BRA,19,2004,4883
BRA,19,2005,5267
BRA,19,2006,5518
BRA,19,2007,5984
BRA,19,2008,6510
BRA,19,2009,6687
BRA,19,2010,.
BRA,19,2011,.
BRA,20,1995,1214.413811
BRA,20,1996,1445.61433
BRA,20,1997,1543.450429
BRA,20,1998,1603.497624
BRA,20,1999,1565.013826
BRA,20,2000,1897
BRA,20,2001,2010
BRA,20,2002,2341
BRA,20,2003,2735
BRA,20,2004,3348
BRA,20,2005,3514
BRA,20,2006,3510
BRA,20,2007,3973
BRA,20,2008,4323
BRA,20,2009,4254
BRA,20,2010,.
BRA,20,2011,.
BRA,21t22,1995,4259.554039
BRA,21t22,1996,5198.854352
BRA,21t22,1997,5692.565428
BRA,21t22,1998,5919.657124
BRA,21t22,1999,6128.890764
BRA,21t22,2000,7703
BRA,21t22,2001,7553
BRA,21t22,2002,7526
BRA,21t22,2003,8920
BRA,21t22,2004,10801
BRA,21t22,2005,11397
BRA,21t22,2006,12366
BRA,21t22,2007,13621
BRA,21t22,2008,15201
BRA,21t22,2009,15752
BRA,21t22,2010,.
BRA,21t22,2011,.
BRA,23,1995,1067.769148
BRA,23,1996,1313.196836
BRA,23,1997,1427.383426
BRA,23,1998,1463.7699
BRA,23,1999,1494.911811
BRA,23,2000,1868
BRA,23,2001,2063
BRA,23,2002,2114
BRA,23,2003,3001
BRA,23,2004,3296
BRA,23,2005,4194
BRA,23,2006,4649
BRA,23,2007,5920
BRA,23,2008,7509
BRA,23,2009,7024
BRA,23,2010,.
BRA,23,2011,.
BRA,24,1995,5934.464292
BRA,24,1996,7298.506184
BRA,24,1997,7933.13422
BRA,24,1998,8135.363542
BRA,24,1999,8308.444552
BRA,24,2000,10382
BRA,24,2001,10455
BRA,24,2002,11032
BRA,24,2003,13937
BRA,24,2004,17012
BRA,24,2005,18318
BRA,24,2006,19558
BRA,24,2007,21487
BRA,24,2008,23606
BRA,24,2009,25178
BRA,24,2010,.
BRA,24,2011,.
BRA,25,1995,2440.095329
BRA,25,1996,2986.08205
BRA,25,1997,3267.803757
BRA,25,1998,3406.412004
BRA,25,1999,3625.937482
BRA,25,2000,4444
BRA,25,2001,4602
BRA,25,2002,4791
BRA,25,2003,6026
BRA,25,2004,7030
BRA,25,2005,8112
BRA,25,2006,8713
BRA,25,2007,9696
BRA,25,2008,11041
BRA,25,2009,11572
BRA,25,2010,.
BRA,25,2011,.
BRA,26,1995,2262.075966
BRA,26,1996,2731.873443
BRA,26,1997,2995.260741
BRA,26,1998,3120.203725
BRA,26,1999,3494.522966
BRA,26,2000,3672
BRA,26,2001,3854
BRA,26,2002,4077
BRA,26,2003,5110
BRA,26,2004,5663
BRA,26,2005,6219
BRA,26,2006,7300
BRA,26,2007,7782
BRA,26,2008,9554
BRA,26,2009,10009
BRA,26,2010,.
BRA,26,2011,.
BRA,27t28,1995,5673.879602
BRA,27t28,1996,6754.074752
BRA,27t28,1997,7211.176149
BRA,27t28,1998,7491.723481
BRA,27t28,1999,7311.922795
BRA,27t28,2000,8863
BRA,27t28,2001,9934
BRA,27t28,2002,11248
BRA,27t28,2003,12626
BRA,27t28,2004,15017
BRA,27t28,2005,17789
BRA,27t28,2006,19163
BRA,27t28,2007,22558
BRA,27t28,2008,27024
BRA,27t28,2009,26905
BRA,27t28,2010,.
BRA,27t28,2011,.
BRA,29,1995,4323.10831
BRA,29,1996,5146.143157
BRA,29,1997,5494.423168
BRA,29,1998,5708.181053
BRA,29,1999,5571.185223
BRA,29,2000,6753
BRA,29,2001,7464
BRA,29,2002,7883
BRA,29,2003,9556
BRA,29,2004,11586
BRA,29,2005,13180
BRA,29,2006,14751
BRA,29,2007,17234
BRA,29,2008,20976
BRA,29,2009,21741
BRA,29,2010,.
BRA,29,2011,.
BRA,30t33,1995,4515.801276
BRA,30t33,1996,5375.521076
BRA,30t33,1997,5739.324897
BRA,30t33,1998,5962.610565
BRA,30t33,1999,5819.508451
BRA,30t33,2000,7054
BRA,30t33,2001,7510
BRA,30t33,2002,7992
BRA,30t33,2003,8851
BRA,30t33,2004,10503
BRA,30t33,2005,12011
BRA,30t33,2006,13177
BRA,30t33,2007,14569
BRA,30t33,2008,17023
BRA,30t33,2009,18171
BRA,30t33,2010,.
BRA,30t33,2011,.
BRA,34t35,1995,6148.249994
BRA,34t35,1996,7318.755942
BRA,34t35,1997,7814.07376
BRA,34t35,1998,8118.076533
BRA,34t35,1999,7923.243431
BRA,34t35,2000,9604
BRA,34t35,2001,10560
BRA,34t35,2002,12134
BRA,34t35,2003,14343
BRA,34t35,2004,18307
BRA,34t35,2005,20477
BRA,34t35,2006,22783
BRA,34t35,2007,27133
BRA,34t35,2008,30768
BRA,34t35,2009,31434
BRA,34t35,2010,.
BRA,34t35,2011,.
BRA,36t37,1995,2061.366616
BRA,36t37,1996,2453.810301
BRA,36t37,1997,2619.878958
BRA,36t37,1998,2721.804086
BRA,36t37,1999,2656.481034
BRA,36t37,2000,3220
BRA,36t37,2001,3391
BRA,36t37,2002,3665
BRA,36t37,2003,4192
BRA,36t37,2004,4839
BRA,36t37,2005,5522
BRA,36t37,2006,5548
BRA,36t37,2007,6305
BRA,36t37,2008,7349
BRA,36t37,2009,7926
BRA,36t37,2010,.
BRA,36t37,2011,.
BRA,E,1995,7623.858299
BRA,E,1996,9239.199563
BRA,E,1997,11248.09126
BRA,E,1998,11327.81468
BRA,E,1999,10099.0247
BRA,E,2000,10684
BRA,E,2001,11736
BRA,E,2002,11643
BRA,E,2003,11767
BRA,E,2004,13115
BRA,E,2005,14719
BRA,E,2006,16183
BRA,E,2007,16845
BRA,E,2008,19015
BRA,E,2009,21446
BRA,E,2010,.
BRA,E,2011,.
BRA,F,1995,10318.95291
BRA,F,1996,11825.86651
BRA,F,1997,12520.93117
BRA,F,1998,13157.39106
BRA,F,1999,13353.93337
BRA,F,2000,15687
BRA,F,2001,18045
BRA,F,2002,20450
BRA,F,2003,21625
BRA,F,2004,25709
BRA,F,2005,28478
BRA,F,2006,29210
BRA,F,2007,35799
BRA,F,2008,45894
BRA,F,2009,62448
BRA,F,2010,.
BRA,F,2011,.
BRA,50,1995,5019.983886
BRA,50,1996,6009.595679
BRA,50,1997,6402.314294
BRA,50,1998,6467.128274
BRA,50,1999,6327.986422
BRA,50,2000,7333.798994
BRA,50,2001,8110.505458
BRA,50,2002,9635.646165
BRA,50,2003,7501.439071
BRA,50,2004,8446.489495
BRA,50,2005,9839.599209
BRA,50,2006,11788.95945
BRA,50,2007,13560.4787
BRA,50,2008,15604.27872
BRA,50,2009,17487.94574
BRA,50,2010,.
BRA,50,2011,.
BRA,51,1995,6721.629601
BRA,51,1996,8046.694397
BRA,51,1997,8707.582011
BRA,51,1998,8942.531186
BRA,51,1999,8905.135399
BRA,51,2000,10515.01969
BRA,51,2001,12460.22232
BRA,51,2002,14921.80182
BRA,51,2003,17182.2461
BRA,51,2004,19538.5211
BRA,51,2005,22761.07925
BRA,51,2006,26421.27336
BRA,51,2007,30391.58088
BRA,51,2008,34972.12078
BRA,51,2009,39193.7725
BRA,51,2010,.
BRA,51,2011,.
BRA,52,1995,15328.19294
BRA,52,1996,18349.90792
BRA,52,1997,20679.71711
BRA,52,1998,22118.1152
BRA,52,1999,22939.9988
BRA,52,2000,28214.18131
BRA,52,2001,31256.27222
BRA,52,2002,35836.55201
BRA,52,2003,43575.31483
BRA,52,2004,49621.9894
BRA,52,2005,57806.32154
BRA,52,2006,69642.76719
BRA,52,2007,80107.94042
BRA,52,2008,92181.6005
BRA,52,2009,103309.2818
BRA,52,2010,.
BRA,52,2011,.
BRA,H,1995,4606.399387
BRA,H,1996,5524.366487
BRA,H,1997,6002.652687
BRA,H,1998,6426.917743
BRA,H,1999,7075.294026
BRA,H,2000,7085
BRA,H,2001,8377
BRA,H,2002,9343
BRA,H,2003,11215
BRA,H,2004,11023
BRA,H,2005,12259
BRA,H,2006,14445
BRA,H,2007,16826
BRA,H,2008,18903
BRA,H,2009,22428
BRA,H,2010,.
BRA,H,2011,.
BRA,60,1995,8308.537468
BRA,60,1996,9875.394973
BRA,60,1997,10741.48569
BRA,60,1998,11602.76919
BRA,60,1999,11564.85684
BRA,60,2000,15626.82249
BRA,60,2001,17097.73257
BRA,60,2002,17990.17918
BRA,60,2003,20866.8528
BRA,60,2004,23546.04215
BRA,60,2005,26871.64777
BRA,60,2006,29394.34453
BRA,60,2007,33904.1468
BRA,60,2008,41552.36146
BRA,60,2009,45119.88838
BRA,60,2010,.
BRA,60,2011,.
BRA,61,1995,315.0603167
BRA,61,1996,374.4756619
BRA,61,1997,407.3178819
BRA,61,1998,439.977812
BRA,61,1999,438.5401729
BRA,61,2000,592.570192
BRA,61,2001,648.347204
BRA,61,2002,682.1888413
BRA,61,2003,1248.451951
BRA,61,2004,1364.416852
BRA,61,2005,1383.582239
BRA,61,2006,1646.008843
BRA,61,2007,1898.546348
BRA,61,2008,2326.826997
BRA,61,2009,2526.599468
BRA,61,2010,.
BRA,61,2011,.
BRA,62,1995,1126.252979
BRA,62,1996,1338.646308
BRA,62,1997,1456.048108
BRA,62,1998,1572.798272
BRA,62,1999,1567.659112
BRA,62,2000,2118.273578
BRA,62,2001,2317.660878
BRA,62,2002,2438.635316
BRA,62,2003,2457.909032
BRA,62,2004,2971.89548
BRA,62,2005,3129.44941
BRA,62,2006,3314.184686
BRA,62,2007,3822.660648
BRA,62,2008,4684.989655
BRA,62,2009,5087.224957
BRA,62,2010,.
BRA,62,2011,.
BRA,63,1995,2870.404027
BRA,63,1996,3411.716395
BRA,63,1997,3710.930341
BRA,63,1998,4008.483508
BRA,63,1999,3995.385682
BRA,63,2000,5398.699155
BRA,63,2001,5906.863946
BRA,63,2002,6215.183231
BRA,63,2003,7439.819537
BRA,63,2004,9090.395759
BRA,63,2005,10615.49936
BRA,63,2006,12185.14796
BRA,63,2007,14054.6439
BRA,63,2008,17225.13907
BRA,63,2009,18704.02367
BRA,63,2010,.
BRA,63,2011,.
BRA,64,1995,4096.790159
BRA,64,1996,4974.226353
BRA,64,1997,5310.855579
BRA,64,1998,5427.688707
BRA,64,1999,7113.362182
BRA,64,2000,7226
BRA,64,2001,7369
BRA,64,2002,7757
BRA,64,2003,8879
BRA,64,2004,9452
BRA,64,2005,9807.785029
BRA,64,2006,11086.0871
BRA,64,2007,13299.6526
BRA,64,2008,15318.84164
BRA,64,2009,16866.87948
BRA,64,2010,.
BRA,64,2011,.
BRA,J,1995,24484.46048
BRA,J,1996,28507.49864
BRA,J,1997,28072.51479
BRA,J,1998,31065.75494
BRA,J,1999,32626.15567
BRA,J,2000,35488
BRA,J,2001,38019
BRA,J,2002,39525
BRA,J,2003,42102
BRA,J,2004,45715
BRA,J,2005,50667
BRA,J,2006,57154
BRA,J,2007,64114
BRA,J,2008,70678
BRA,J,2009,74582
BRA,J,2010,.
BRA,J,2011,.
BRA,70,1995,1273.906481
BRA,70,1996,1457.911445
BRA,70,1997,1542.849651
BRA,70,1998,1647.167616
BRA,70,1999,2233.498569
BRA,70,2000,2453
BRA,70,2001,2856
BRA,70,2002,3203
BRA,70,2003,3425
BRA,70,2004,3927
BRA,70,2005,4472
BRA,70,2006,5357
BRA,70,2007,6628
BRA,70,2008,7828
BRA,70,2009,9185
BRA,70,2010,.
BRA,70,2011,.
BRA,71t74,1995,19211.15726
BRA,71t74,1996,23039.57265
BRA,71t74,1997,25034.28276
BRA,71t74,1998,26803.6957
BRA,71t74,1999,29507.77273
BRA,71t74,2000,29548.25185
BRA,71t74,2001,32683.89649
BRA,71t74,2002,36693.53635
BRA,71t74,2003,44117.24824
BRA,71t74,2004,50471.63376
BRA,71t74,2005,56067.43016
BRA,71t74,2006,66203.54102
BRA,71t74,2007,78729.1275
BRA,71t74,2008,91421.83621
BRA,71t74,2009,103418.8989
BRA,71t74,2010,.
BRA,71t74,2011,.
BRA,L,1995,53296.3985
BRA,L,1996,63917.3491
BRA,L,1997,69451.15756
BRA,L,1998,74359.9372
BRA,L,1999,81861.70112
BRA,L,2000,81974
BRA,L,2001,96793
BRA,L,2002,108173
BRA,L,2003,121776
BRA,L,2004,135856
BRA,L,2005,157357
BRA,L,2006,176538
BRA,L,2007,195748
BRA,L,2008,220679
BRA,L,2009,247310
BRA,L,2010,.
BRA,L,2011,.
BRA,M,1995,30856.04919
BRA,M,1996,37005.06833
BRA,M,1997,40208.87704
BRA,M,1998,43050.82416
BRA,M,1999,47393.98436
BRA,M,2000,47459
BRA,M,2001,50748
BRA,M,2002,59727
BRA,M,2003,65729
BRA,M,2004,69658
BRA,M,2005,75151
BRA,M,2006,87027
BRA,M,2007,101961
BRA,M,2008,120944
BRA,M,2009,135837
BRA,M,2010,.
BRA,M,2011,.
BRA,N,1995,16788.48906
BRA,N,1996,20134.11311
BRA,N,1997,21877.27561
BRA,N,1998,23423.55257
BRA,N,1999,25786.62559
BRA,N,2000,25822
BRA,N,2001,28864
BRA,N,2002,35632
BRA,N,2003,40108
BRA,N,2004,45078
BRA,N,2005,48971
BRA,N,2006,56393
BRA,N,2007,67247
BRA,N,2008,77974
BRA,N,2009,88474
BRA,N,2010,.
BRA,N,2011,.
BRA,O,1995,18936.8739
BRA,O,1996,22710.62987
BRA,O,1997,24676.86091
BRA,O,1998,26421.01143
BRA,O,1999,29086.48155
BRA,O,2000,29126.38274
BRA,O,2001,31700.49892
BRA,O,2002,33916.27709
BRA,O,2003,37985.71844
BRA,O,2004,43954.616
BRA,O,2005,51748.60603
BRA,O,2006,58668.68586
BRA,O,2007,62863.2222
BRA,O,2008,70394.00497
BRA,O,2009,82383.48518
BRA,O,2010,.
BRA,O,2011,.
BRA,P,1995,0
BRA,P,1996,0
BRA,P,1997,0
BRA,P,1998,0
BRA,P,1999,0
BRA,P,2000,0
BRA,P,2001,0
BRA,P,2002,0
BRA,P,2003,0
BRA,P,2004,0
BRA,P,2005,0
BRA,P,2006,0
BRA,P,2007,0
BRA,P,2008,0
BRA,P,2009,0
BRA,P,2010,.
BRA,P,2011,.
CAN,AtB,1995,6224.95
CAN,AtB,1996,6175.839
CAN,AtB,1997,6521.917622
CAN,AtB,1998,6549.272124
CAN,AtB,1999,7019.894153
CAN,AtB,2000,7236.956609
CAN,AtB,2001,7480.172138
CAN,AtB,2002,7840.130284
CAN,AtB,2003,7969.765846
CAN,AtB,2004,8357.305038
CAN,AtB,2005,8553.15606
CAN,AtB,2006,8307.964292
CAN,AtB,2007,8235.473928
CAN,AtB,2008,7104.490733
CAN,AtB,2009,6760.358637
CAN,AtB,2010,.
CAN,AtB,2011,.
CAN,C,1995,8225.889
CAN,C,1996,8855.69
CAN,C,1997,9429.374504
CAN,C,1998,9339.147454
CAN,C,1999,8967.89966
CAN,C,2000,10103.2383
CAN,C,2001,11554.6457
CAN,C,2002,11465.64313
CAN,C,2003,12319.17163
CAN,C,2004,13957.51144
CAN,C,2005,16774.95618
CAN,C,2006,20202.42142
CAN,C,2007,21659.10819
CAN,C,2008,19686.69313
CAN,C,2009,18733.09586
CAN,C,2010,.
CAN,C,2011,.
CAN,15t16,1995,8681.976
CAN,15t16,1996,8893.41
CAN,15t16,1997,8970.080521
CAN,15t16,1998,9293.955289
CAN,15t16,1999,9928.475412
CAN,15t16,2000,9795.229948
CAN,15t16,2001,10203.98308
CAN,15t16,2002,10457.76247
CAN,15t16,2003,11182.01508
CAN,15t16,2004,11560.34212
CAN,15t16,2005,12055.88882
CAN,15t16,2006,12017.36437
CAN,15t16,2007,12930.26924
CAN,15t16,2008,13357.54618
CAN,15t16,2009,12710.52438
CAN,15t16,2010,.
CAN,15t16,2011,.
CAN,17t18,1995,3403.309218
CAN,17t18,1996,3435.840067
CAN,17t18,1997,3519.938323
CAN,17t18,1998,3642.57891
CAN,17t18,1999,3739.724393
CAN,17t18,2000,4242.621997
CAN,17t18,2001,4347.98169
CAN,17t18,2002,4293.067528
CAN,17t18,2003,4136.894408
CAN,17t18,2004,4174.330394
CAN,17t18,2005,3834.396215
CAN,17t18,2006,3604.34599
CAN,17t18,2007,3665.361631
CAN,17t18,2008,4341.19112
CAN,17t18,2009,4130.909587
CAN,17t18,2010,.
CAN,17t18,2011,.
CAN,19,1995,262.6067819
CAN,19,1996,265.1169333
CAN,19,1997,271.6061386
CAN,19,1998,256.6981831
CAN,19,1999,253.1105869
CAN,19,2000,294.718795
CAN,19,2001,252.5013376
CAN,19,2002,268.6119913
CAN,19,2003,225.1417377
CAN,19,2004,199.6880697
CAN,19,2005,180.0046332
CAN,19,2006,167.875749
CAN,19,2007,170.7176089
CAN,19,2008,202.1949926
CAN,19,2009,192.4009357
CAN,19,2010,.
CAN,19,2011,.
CAN,20,1995,4594.762
CAN,20,1996,4766.836
CAN,20,1997,5193.558866
CAN,20,1998,5225.486146
CAN,20,1999,5827.13707
CAN,20,2000,6391.077703
CAN,20,2001,6237.817276
CAN,20,2002,6455.035374
CAN,20,2003,6546.655108
CAN,20,2004,7044.128849
CAN,20,2005,7234.707477
CAN,20,2006,6883.909191
CAN,20,2007,7143.156556
CAN,20,2008,7670.947448
CAN,20,2009,7299.376941
CAN,20,2010,.
CAN,20,2011,.
CAN,21t22,1995,11211.05531
CAN,21t22,1996,11615.54025
CAN,21t22,1997,11912.89157
CAN,21t22,1998,12045.42322
CAN,21t22,1999,12713.36513
CAN,21t22,2000,13288.84673
CAN,21t22,2001,13682.95533
CAN,21t22,2002,13988.99845
CAN,21t22,2003,14554.83315
CAN,21t22,2004,15118.79909
CAN,21t22,2005,15591.90123
CAN,21t22,2006,16022.40735
CAN,21t22,2007,16557.84014
CAN,21t22,2008,17910.7871
CAN,21t22,2009,17043.21236
CAN,21t22,2010,.
CAN,21t22,2011,.
CAN,23,1995,963.734
CAN,23,1996,890.9349999
CAN,23,1997,996.0409888
CAN,23,1998,984.4589183
CAN,23,1999,1042.510029
CAN,23,2000,1188.340882
CAN,23,2001,1158.401075
CAN,23,2002,1220.025088
CAN,23,2003,1566.817835
CAN,23,2004,1860.751343
CAN,23,2005,1896.511666
CAN,23,2006,1962.836996
CAN,23,2007,1439.419404
CAN,23,2008,1935.065065
CAN,23,2009,1841.333083
CAN,23,2010,.
CAN,23,2011,.
CAN,24,1995,5082.398
CAN,24,1996,5270.361
CAN,24,1997,4890.672688
CAN,24,1998,5058.636046
CAN,24,1999,5260.773104
CAN,24,2000,5242.075211
CAN,24,2001,5442.419592
CAN,24,2002,5587.23702
CAN,24,2003,6164.936372
CAN,24,2004,6811.306076
CAN,24,2005,7232.341042
CAN,24,2006,7267.435874
CAN,24,2007,7701.52111
CAN,24,2008,8767.804151
CAN,24,2009,8343.103362
CAN,24,2010,.
CAN,24,2011,.
CAN,25,1995,3774.596
CAN,25,1996,3973.58
CAN,25,1997,4295.472769
CAN,25,1998,4539.586898
CAN,25,1999,4861.995942
CAN,25,2000,5369.071849
CAN,25,2001,5366.771878
CAN,25,2002,5821.078651
CAN,25,2003,6089.499455
CAN,25,2004,6402.980909
CAN,25,2005,6577.730523
CAN,25,2006,6337.368952
