iso_i,code,year,k_ppi
IRL,27t28,1996,98.62912047
IRL,27t28,1997,98.8398833
IRL,27t28,1998,95.22992591
IRL,27t28,1999,90.06059142
IRL,27t28,2000,98.71442377
IRL,27t28,2001,84.40076596
IRL,27t28,2002,91.38327184
IRL,27t28,2003,91.56704838
IRL,27t28,2004,90.70590905
IRL,27t28,2005,93.96097725
IRL,27t28,2006,101.5405947
IRL,27t28,2007,102.5930517
IRL,27t28,2008,NA
IRL,27t28,2009,NA
IRL,27t28,2010,.
IRL,27t28,2011,.
IRL,29,1995,100
IRL,29,1996,99.39108764
IRL,29,1997,99.21086775
IRL,29,1998,95.07038403
IRL,29,1999,92.35131993
IRL,29,2000,99.53228392
IRL,29,2001,85.42010847
IRL,29,2002,87.46058129
IRL,29,2003,89.60536288
IRL,29,2004,96.51472988
IRL,29,2005,97.73394696
IRL,29,2006,103.1388216
IRL,29,2007,104.3899571
IRL,29,2008,NA
IRL,29,2009,NA
IRL,29,2010,.
IRL,29,2011,.
IRL,30t33,1995,100
IRL,30t33,1996,101.3736342
IRL,30t33,1997,100.7540365
IRL,30t33,1998,99.14164836
IRL,30t33,1999,97.13012243
IRL,30t33,2000,96.77516693
IRL,30t33,2001,90.34624047
IRL,30t33,2002,92.84279366
IRL,30t33,2003,88.37937199
IRL,30t33,2004,92.71820449
IRL,30t33,2005,99.86370256
IRL,30t33,2006,107.060419
IRL,30t33,2007,102.4813897
IRL,30t33,2008,NA
IRL,30t33,2009,NA
IRL,30t33,2010,.
IRL,30t33,2011,.
IRL,34t35,1995,100
IRL,34t35,1996,101.983155
IRL,34t35,1997,100.5648922
IRL,34t35,1998,98.89094422
IRL,34t35,1999,90.63991787
IRL,34t35,2000,95.37048122
IRL,34t35,2001,92.08596086
IRL,34t35,2002,87.45411446
IRL,34t35,2003,84.99732746
IRL,34t35,2004,84.10958372
IRL,34t35,2005,91.28618641
IRL,34t35,2006,98.60205607
IRL,34t35,2007,119.1997508
IRL,34t35,2008,NA
IRL,34t35,2009,NA
IRL,34t35,2010,.
IRL,34t35,2011,.
IRL,36t37,1995,100
IRL,36t37,1996,98.32335419
IRL,36t37,1997,97.14247306
IRL,36t37,1998,95.73117953
IRL,36t37,1999,92.21002095
IRL,36t37,2000,100.409915
IRL,36t37,2001,86.24289426
IRL,36t37,2002,84.39729961
IRL,36t37,2003,86.53088217
IRL,36t37,2004,91.91151951
IRL,36t37,2005,96.81986659
IRL,36t37,2006,105.4245278
IRL,36t37,2007,110.2731513
IRL,36t37,2008,NA
IRL,36t37,2009,NA
IRL,36t37,2010,.
IRL,36t37,2011,.
IRL,E,1995,100
IRL,E,1996,101.4628838
IRL,E,1997,100.8181303
IRL,E,1998,101.2621528
IRL,E,1999,105.1354607
IRL,E,2000,105.0728582
IRL,E,2001,102.6257949
IRL,E,2002,101.8868595
IRL,E,2003,94.63330646
IRL,E,2004,98.26055616
IRL,E,2005,96.83038409
IRL,E,2006,101.2499311
IRL,E,2007,107.1454649
IRL,E,2008,NA
IRL,E,2009,NA
IRL,E,2010,.
IRL,E,2011,.
IRL,F,1995,100
IRL,F,1996,98.54320727
IRL,F,1997,97.72885391
IRL,F,1998,97.15475657
IRL,F,1999,95.99901062
IRL,F,2000,97.94414791
IRL,F,2001,93.91902231
IRL,F,2002,91.07921915
IRL,F,2003,88.43762947
IRL,F,2004,86.52828946
IRL,F,2005,91.57473027
IRL,F,2006,96.04370098
IRL,F,2007,101.8969269
IRL,F,2008,NA
IRL,F,2009,NA
IRL,F,2010,.
IRL,F,2011,.
IRL,50,1995,100
IRL,50,1996,100.4890102
IRL,50,1997,100.1843984
IRL,50,1998,96.83040865
IRL,50,1999,94.2923572
IRL,50,2000,92.74235898
IRL,50,2001,92.30528904
IRL,50,2002,88.86927093
IRL,50,2003,86.05009905
IRL,50,2004,83.4773626
IRL,50,2005,85.41965628
IRL,50,2006,82.84072444
IRL,50,2007,84.78367061
IRL,50,2008,NA
IRL,50,2009,NA
IRL,50,2010,.
IRL,50,2011,.
IRL,51,1995,100
IRL,51,1996,100.4890102
IRL,51,1997,100.1843984
IRL,51,1998,96.83040865
IRL,51,1999,94.2923572
IRL,51,2000,92.74235898
IRL,51,2001,92.30528904
IRL,51,2002,88.86927093
IRL,51,2003,86.05009905
IRL,51,2004,83.4773626
IRL,51,2005,85.41965628
IRL,51,2006,82.84072444
IRL,51,2007,84.78367061
IRL,51,2008,NA
IRL,51,2009,NA
IRL,51,2010,.
IRL,51,2011,.
IRL,52,1995,100
IRL,52,1996,100.4890102
IRL,52,1997,100.1843984
IRL,52,1998,96.83040865
IRL,52,1999,94.2923572
IRL,52,2000,92.74235898
IRL,52,2001,92.30528904
IRL,52,2002,88.86927093
IRL,52,2003,86.05009905
IRL,52,2004,83.4773626
IRL,52,2005,85.41965628
IRL,52,2006,82.84072444
IRL,52,2007,84.78367061
IRL,52,2008,NA
IRL,52,2009,NA
IRL,52,2010,.
IRL,52,2011,.
IRL,H,1995,100
IRL,H,1996,100.4890102
IRL,H,1997,100.1843984
IRL,H,1998,96.83040865
IRL,H,1999,94.2923572
IRL,H,2000,92.74235898
IRL,H,2001,92.30528904
IRL,H,2002,88.86927093
IRL,H,2003,86.05009905
IRL,H,2004,83.4773626
IRL,H,2005,85.41965628
IRL,H,2006,82.84072444
IRL,H,2007,84.78367061
IRL,H,2008,NA
IRL,H,2009,NA
IRL,H,2010,.
IRL,H,2011,.
IRL,60,1995,100
IRL,60,1996,100.4890102
IRL,60,1997,100.1843984
IRL,60,1998,96.83040865
IRL,60,1999,94.2923572
IRL,60,2000,92.74235898
IRL,60,2001,92.30528904
IRL,60,2002,88.86927093
IRL,60,2003,86.05009905
IRL,60,2004,83.4773626
IRL,60,2005,85.41965628
IRL,60,2006,82.84072444
IRL,60,2007,84.78367061
IRL,60,2008,NA
IRL,60,2009,NA
IRL,60,2010,.
IRL,60,2011,.
IRL,61,1995,100
IRL,61,1996,100.4890102
IRL,61,1997,100.1843984
IRL,61,1998,96.83040865
IRL,61,1999,94.2923572
IRL,61,2000,92.74235898
IRL,61,2001,92.30528904
IRL,61,2002,88.86927093
IRL,61,2003,86.05009905
IRL,61,2004,83.4773626
IRL,61,2005,85.41965628
IRL,61,2006,82.84072444
IRL,61,2007,84.78367061
IRL,61,2008,NA
IRL,61,2009,NA
IRL,61,2010,.
IRL,61,2011,.
IRL,62,1995,100
IRL,62,1996,100.4890102
IRL,62,1997,100.1843984
IRL,62,1998,96.83040865
IRL,62,1999,94.2923572
IRL,62,2000,92.74235898
IRL,62,2001,92.30528904
IRL,62,2002,88.86927093
IRL,62,2003,86.05009905
IRL,62,2004,83.4773626
IRL,62,2005,85.41965628
IRL,62,2006,82.84072444
IRL,62,2007,84.78367061
IRL,62,2008,NA
IRL,62,2009,NA
IRL,62,2010,.
IRL,62,2011,.
IRL,63,1995,100
IRL,63,1996,100.4890102
IRL,63,1997,100.1843984
IRL,63,1998,96.83040865
IRL,63,1999,94.2923572
IRL,63,2000,92.74235898
IRL,63,2001,92.30528904
IRL,63,2002,88.86927093
IRL,63,2003,86.05009905
IRL,63,2004,83.4773626
IRL,63,2005,85.41965628
IRL,63,2006,82.84072444
IRL,63,2007,84.78367061
IRL,63,2008,NA
IRL,63,2009,NA
IRL,63,2010,.
IRL,63,2011,.
IRL,64,1995,100
IRL,64,1996,100.4890102
IRL,64,1997,100.1843984
IRL,64,1998,96.83040865
IRL,64,1999,94.2923572
IRL,64,2000,92.74235898
IRL,64,2001,92.30528904
IRL,64,2002,88.86927093
IRL,64,2003,86.05009905
IRL,64,2004,83.4773626
IRL,64,2005,85.41965628
IRL,64,2006,82.84072444
IRL,64,2007,84.78367061
IRL,64,2008,NA
IRL,64,2009,NA
IRL,64,2010,.
IRL,64,2011,.
IRL,J,1995,100
IRL,J,1996,100.4890102
IRL,J,1997,100.1843984
IRL,J,1998,96.83040865
IRL,J,1999,94.2923572
IRL,J,2000,92.74235898
IRL,J,2001,92.30528904
IRL,J,2002,88.86927093
IRL,J,2003,86.05009905
IRL,J,2004,83.4773626
IRL,J,2005,85.41965628
IRL,J,2006,82.84072444
IRL,J,2007,84.78367061
IRL,J,2008,NA
IRL,J,2009,NA
IRL,J,2010,.
IRL,J,2011,.
IRL,70,1995,100
IRL,70,1996,106.5167382
IRL,70,1997,111.5889736
IRL,70,1998,117.0589408
IRL,70,1999,111.1621622
IRL,70,2000,110.2736857
IRL,70,2001,108.9602993
IRL,70,2002,106.1894336
IRL,70,2003,109.5801367
IRL,70,2004,107.8400755
IRL,70,2005,107.8586823
IRL,70,2006,116.4063599
IRL,70,2007,124.4359333
IRL,70,2008,NA
IRL,70,2009,NA
IRL,70,2010,.
IRL,70,2011,.
IRL,71t74,1995,100
IRL,71t74,1996,100.4890102
IRL,71t74,1997,100.1843984
IRL,71t74,1998,96.83040865
IRL,71t74,1999,94.2923572
IRL,71t74,2000,92.74235898
IRL,71t74,2001,92.30528904
IRL,71t74,2002,88.86927093
IRL,71t74,2003,86.05009905
IRL,71t74,2004,83.4773626
IRL,71t74,2005,85.41965628
IRL,71t74,2006,82.84072444
IRL,71t74,2007,84.78367061
IRL,71t74,2008,NA
IRL,71t74,2009,NA
IRL,71t74,2010,.
IRL,71t74,2011,.
IRL,L,1995,100
IRL,L,1996,101.6603268
IRL,L,1997,101.610844
IRL,L,1998,98.83113659
IRL,L,1999,101.0503092
IRL,L,2000,102.0611365
IRL,L,2001,100.3250945
IRL,L,2002,97.56531858
IRL,L,2003,95.18753545
IRL,L,2004,96.45812881
IRL,L,2005,96.49087797
IRL,L,2006,97.56169787
IRL,L,2007,100.6930344
IRL,L,2008,NA
IRL,L,2009,NA
IRL,L,2010,.
IRL,L,2011,.
IRL,M,1995,100
IRL,M,1996,99.65265014
IRL,M,1997,99.78192973
IRL,M,1998,92.3967614
IRL,M,1999,91.10998406
IRL,M,2000,91.74275188
IRL,M,2001,89.69400912
IRL,M,2002,81.9639753
IRL,M,2003,78.67736021
IRL,M,2004,78.39983973
IRL,M,2005,78.67975328
IRL,M,2006,81.56528813
IRL,M,2007,83.56653958
IRL,M,2008,NA
IRL,M,2009,NA
IRL,M,2010,.
IRL,M,2011,.
IRL,N,1995,100
IRL,N,1996,99.65265014
IRL,N,1997,99.78192973
IRL,N,1998,92.3967614
IRL,N,1999,91.10998406
IRL,N,2000,91.74275188
IRL,N,2001,89.69400912
IRL,N,2002,81.9639753
IRL,N,2003,78.67736021
IRL,N,2004,78.39983973
IRL,N,2005,78.67975328
IRL,N,2006,81.56528813
IRL,N,2007,83.56653958
IRL,N,2008,NA
IRL,N,2009,NA
IRL,N,2010,.
IRL,N,2011,.
IRL,O,1995,100
IRL,O,1996,100.4890102
IRL,O,1997,100.1843984
IRL,O,1998,96.83040865
IRL,O,1999,94.2923572
IRL,O,2000,92.74235898
IRL,O,2001,92.30528904
IRL,O,2002,88.86927093
IRL,O,2003,86.05009905
IRL,O,2004,83.4773626
IRL,O,2005,85.41965628
IRL,O,2006,82.84072444
IRL,O,2007,84.78367061
IRL,O,2008,NA
IRL,O,2009,NA
IRL,O,2010,.
IRL,O,2011,.
IRL,P,1995,NA
IRL,P,1996,NA
IRL,P,1997,NA
IRL,P,1998,NA
IRL,P,1999,NA
IRL,P,2000,NA
IRL,P,2001,NA
IRL,P,2002,NA
IRL,P,2003,NA
IRL,P,2004,NA
IRL,P,2005,NA
IRL,P,2006,NA
IRL,P,2007,NA
IRL,P,2008,NA
IRL,P,2009,NA
IRL,P,2010,.
IRL,P,2011,.
ITA,AtB,1995,100
ITA,AtB,1996,103.7922001
ITA,AtB,1997,106.6540269
ITA,AtB,1998,108.5568874
ITA,AtB,1999,109.6297462
ITA,AtB,2000,111.7050141
ITA,AtB,2001,114.3651842
ITA,AtB,2002,117.9960018
ITA,AtB,2003,119.8467317
ITA,AtB,2004,123.2588051
ITA,AtB,2005,126.478685
ITA,AtB,2006,129.6808096
ITA,AtB,2007,133.699667
ITA,AtB,2008,NA
ITA,AtB,2009,NA
ITA,AtB,2010,.
ITA,AtB,2011,.
ITA,C,1995,100
ITA,C,1996,102.1809537
ITA,C,1997,103.6677746
ITA,C,1998,106.0138268
ITA,C,1999,105.1906472
ITA,C,2000,105.8126677
ITA,C,2001,109.3430831
ITA,C,2002,112.8362562
ITA,C,2003,113.4392633
ITA,C,2004,115.9982394
ITA,C,2005,118.2124817
ITA,C,2006,121.1428188
ITA,C,2007,124.2688159
ITA,C,2008,NA
ITA,C,2009,NA
ITA,C,2010,.
ITA,C,2011,.
ITA,15t16,1995,100
ITA,15t16,1996,102.9515632
ITA,15t16,1997,104.7480235
ITA,15t16,1998,106.41345
ITA,15t16,1999,106.5752422
ITA,15t16,2000,107.9358951
ITA,15t16,2001,108.8871121
ITA,15t16,2002,110.9119404
ITA,15t16,2003,112.7815121
ITA,15t16,2004,111.3218138
ITA,15t16,2005,110.9955377
ITA,15t16,2006,111.7680038
ITA,15t16,2007,115.3275549
ITA,15t16,2008,NA
ITA,15t16,2009,NA
ITA,15t16,2010,.
ITA,15t16,2011,.
ITA,17t18,1995,100
ITA,17t18,1996,102.3997681
ITA,17t18,1997,104.2175123
ITA,17t18,1998,104.827237
ITA,17t18,1999,103.8957835
ITA,17t18,2000,103.527731
ITA,17t18,2001,104.6543712
ITA,17t18,2002,108.3353947
ITA,17t18,2003,108.8057453
ITA,17t18,2004,105.2825603
ITA,17t18,2005,101.61501
ITA,17t18,2006,98.65335984
ITA,17t18,2007,102.4093781
ITA,17t18,2008,NA
ITA,17t18,2009,NA
ITA,17t18,2010,.
ITA,17t18,2011,.
ITA,19,1995,100
ITA,19,1996,102.3997681
ITA,19,1997,104.2175123
ITA,19,1998,104.827237
ITA,19,1999,103.8957835
ITA,19,2000,103.527731
ITA,19,2001,104.6543712
ITA,19,2002,108.3353947
ITA,19,2003,108.8057453
ITA,19,2004,105.2825603
ITA,19,2005,101.61501
ITA,19,2006,98.65335984
ITA,19,2007,102.4093781
ITA,19,2008,NA
ITA,19,2009,NA
ITA,19,2010,.
ITA,19,2011,.
ITA,20,1995,100
ITA,20,1996,102.0790375
ITA,20,1997,104.0373482
ITA,20,1998,104.8307171
ITA,20,1999,105.1600497
ITA,20,2000,104.0998318
ITA,20,2001,102.9749155
ITA,20,2002,108.5144062
ITA,20,2003,111.456125
ITA,20,2004,108.3449611
ITA,20,2005,107.892894
ITA,20,2006,111.3725979
ITA,20,2007,114.3502597
ITA,20,2008,NA
ITA,20,2009,NA
ITA,20,2010,.
ITA,20,2011,.
ITA,21t22,1995,100
ITA,21t22,1996,102.0345482
ITA,21t22,1997,103.133304
ITA,21t22,1998,103.5277462
ITA,21t22,1999,101.2109477
ITA,21t22,2000,99.17130919
ITA,21t22,2001,101.1610496
ITA,21t22,2002,101.8246675
ITA,21t22,2003,104.8704401
ITA,21t22,2004,101.8158242
ITA,21t22,2005,102.4231655
ITA,21t22,2006,101.1989607
ITA,21t22,2007,104.1794141
ITA,21t22,2008,NA
ITA,21t22,2009,NA
ITA,21t22,2010,.
ITA,21t22,2011,.
ITA,23,1995,100
ITA,23,1996,101.885057
ITA,23,1997,103.747393
ITA,23,1998,105.9110123
ITA,23,1999,104.0207108
ITA,23,2000,102.9899827
ITA,23,2001,111.2673048
ITA,23,2002,114.4300014
ITA,23,2003,116.9685446
ITA,23,2004,121.5352204
ITA,23,2005,125.1178374
ITA,23,2006,127.485074
ITA,23,2007,131.719772
ITA,23,2008,NA
ITA,23,2009,NA
ITA,23,2010,.
ITA,23,2011,.
ITA,24,1995,100
ITA,24,1996,101.7187157
ITA,24,1997,103.8336522
ITA,24,1998,104.7404792
ITA,24,1999,104.2155041
ITA,24,2000,104.6692337
ITA,24,2001,105.0282924
ITA,24,2002,109.8655412
ITA,24,2003,111.8890678
ITA,24,2004,108.576835
ITA,24,2005,111.1802171
ITA,24,2006,112.7216532
ITA,24,2007,115.4123394
ITA,24,2008,NA
ITA,24,2009,NA
ITA,24,2010,.
ITA,24,2011,.
ITA,25,1995,100
ITA,25,1996,102.489838
ITA,25,1997,104.4312798
ITA,25,1998,105.1611908
ITA,25,1999,106.1641983
ITA,25,2000,107.1752505
ITA,25,2001,107.0621916
ITA,25,2002,109.5877432
ITA,25,2003,112.5926244
ITA,25,2004,108.828728
ITA,25,2005,109.2749897
ITA,25,2006,114.5765006
ITA,25,2007,119.003375
ITA,25,2008,NA
ITA,25,2009,NA
ITA,25,2010,.
ITA,25,2011,.
ITA,26,1995,100
ITA,26,1996,102.5608172
ITA,26,1997,104.5942302
ITA,26,1998,105.414366
ITA,26,1999,105.6928491
ITA,26,2000,106.1152816
ITA,26,2001,107.5804933
ITA,26,2002,111.0590267
ITA,26,2003,112.5777176
ITA,26,2004,111.6705903
ITA,26,2005,112.1097587
ITA,26,2006,115.2808451
ITA,26,2007,118.7498654
ITA,26,2008,NA
ITA,26,2009,NA
ITA,26,2010,.
ITA,26,2011,.
ITA,27t28,1995,100
ITA,27t28,1996,102.9461511
ITA,27t28,1997,104.9296763
ITA,27t28,1998,105.1452544
ITA,27t28,1999,106.225495
ITA,27t28,2000,107.4014183
ITA,27t28,2001,108.5194341
ITA,27t28,2002,111.4874037
ITA,27t28,2003,112.2479915
ITA,27t28,2004,110.2914252
ITA,27t28,2005,108.9456045
ITA,27t28,2006,110.3093271
ITA,27t28,2007,114.416657
ITA,27t28,2008,NA
ITA,27t28,2009,NA
ITA,27t28,2010,.
ITA,27t28,2011,.
ITA,29,1995,100
ITA,29,1996,101.915882
ITA,29,1997,103.2745396
ITA,29,1998,103.7338502
ITA,29,1999,102.775803
ITA,29,2000,99.89000033
ITA,29,2001,101.2838783
ITA,29,2002,105.3301728
ITA,29,2003,106.9960363
ITA,29,2004,104.9315606
ITA,29,2005,103.8322011
ITA,29,2006,99.55122532
ITA,29,2007,101.9233092
ITA,29,2008,NA
ITA,29,2009,NA
ITA,29,2010,.
ITA,29,2011,.
ITA,30t33,1995,100
ITA,30t33,1996,101.2936265
ITA,30t33,1997,101.0998047
ITA,30t33,1998,97.94534497
ITA,30t33,1999,92.93894606
ITA,30t33,2000,97.14858107
ITA,30t33,2001,95.9120801
ITA,30t33,2002,100.7032964
ITA,30t33,2003,101.3097591
ITA,30t33,2004,99.7500757
ITA,30t33,2005,94.25369101
ITA,30t33,2006,93.89457884
ITA,30t33,2007,93.61947451
ITA,30t33,2008,NA
ITA,30t33,2009,NA
ITA,30t33,2010,.
ITA,30t33,2011,.
ITA,34t35,1995,100
ITA,34t35,1996,102.4310498
ITA,34t35,1997,104.6188642
ITA,34t35,1998,105.6592005
ITA,34t35,1999,106.3549029
ITA,34t35,2000,106.8220518
ITA,34t35,2001,108.6324065
ITA,34t35,2002,111.787031
ITA,34t35,2003,114.1242578
ITA,34t35,2004,114.8741546
ITA,34t35,2005,116.100742
ITA,34t35,2006,116.4970223
ITA,34t35,2007,119.3028079
ITA,34t35,2008,NA
ITA,34t35,2009,NA
ITA,34t35,2010,.
ITA,34t35,2011,.
ITA,36t37,1995,100
ITA,36t37,1996,101.9951977
ITA,36t37,1997,103.4322256
ITA,36t37,1998,103.1797406
ITA,36t37,1999,101.3289965
ITA,36t37,2000,101.1031113
ITA,36t37,2001,99.87556461
ITA,36t37,2002,102.450094
ITA,36t37,2003,102.7926984
ITA,36t37,2004,97.71370479
ITA,36t37,2005,98.96679931
ITA,36t37,2006,97.59347152
ITA,36t37,2007,97.33890584
ITA,36t37,2008,NA
ITA,36t37,2009,NA
ITA,36t37,2010,.
ITA,36t37,2011,.
ITA,E,1995,100
ITA,E,1996,102.388012
ITA,E,1997,104.4880468
ITA,E,1998,105.9792914
ITA,E,1999,105.5471394
ITA,E,2000,107.5498878
ITA,E,2001,108.3324906
ITA,E,2002,111.1829865
ITA,E,2003,113.2973063
ITA,E,2004,115.8574245
ITA,E,2005,118.2501099
ITA,E,2006,121.3337915
ITA,E,2007,125.0545877
ITA,E,2008,NA
ITA,E,2009,NA
ITA,E,2010,.
ITA,E,2011,.
ITA,F,1995,100
ITA,F,1996,103.1055737
ITA,F,1997,104.5118989
ITA,F,1998,105.3410439
ITA,F,1999,104.0703825
ITA,F,2000,105.4484829
ITA,F,2001,106.252482
ITA,F,2002,107.1679922
ITA,F,2003,108.9590669
ITA,F,2004,109.2762944
ITA,F,2005,109.6965413
ITA,F,2006,106.0430652
ITA,F,2007,108.4408321
ITA,F,2008,NA
ITA,F,2009,NA
ITA,F,2010,.
ITA,F,2011,.
ITA,50,1995,100
ITA,50,1996,102.5615733
ITA,50,1997,103.1261664
ITA,50,1998,102.9847408
ITA,50,1999,99.79851743
ITA,50,2000,95.30955199
ITA,50,2001,97.76670595
ITA,50,2002,101.7890641
ITA,50,2003,102.4554488
ITA,50,2004,100.9814626
ITA,50,2005,98.63096455
ITA,50,2006,95.02731763
ITA,50,2007,96.3246879
ITA,50,2008,NA
ITA,50,2009,NA
ITA,50,2010,.
ITA,50,2011,.
ITA,51,1995,100
ITA,51,1996,102.5615733
ITA,51,1997,103.1261664
ITA,51,1998,102.9847408
ITA,51,1999,99.79851743
ITA,51,2000,95.30955199
ITA,51,2001,97.76670595
ITA,51,2002,101.7890641
ITA,51,2003,102.4554488
ITA,51,2004,100.9814626
ITA,51,2005,98.63096455
ITA,51,2006,95.02731763
ITA,51,2007,96.3246879
ITA,51,2008,NA
ITA,51,2009,NA
ITA,51,2010,.
ITA,51,2011,.
ITA,52,1995,100
ITA,52,1996,102.5615733
ITA,52,1997,103.1261664
ITA,52,1998,102.9847408
ITA,52,1999,99.79851743
ITA,52,2000,95.30955199
ITA,52,2001,97.76670595
ITA,52,2002,101.7890641
ITA,52,2003,102.4554488
ITA,52,2004,100.9814626
ITA,52,2005,98.63096455
ITA,52,2006,95.02731763
ITA,52,2007,96.3246879
ITA,52,2008,NA
ITA,52,2009,NA
ITA,52,2010,.
ITA,52,2011,.
ITA,H,1995,100
ITA,H,1996,103.0444222
ITA,H,1997,104.2434335
ITA,H,1998,105.2986471
ITA,H,1999,106.0482058
ITA,H,2000,105.7308741
ITA,H,2001,106.1110099
ITA,H,2002,106.1454285
ITA,H,2003,110.1503743
ITA,H,2004,109.3284762
ITA,H,2005,112.5355101
ITA,H,2006,114.261845
ITA,H,2007,119.0865564
ITA,H,2008,NA
ITA,H,2009,NA
ITA,H,2010,.
ITA,H,2011,.
ITA,60,1995,100
ITA,60,1996,102.045486
ITA,60,1997,104.3072568
ITA,60,1998,105.9782298
ITA,60,1999,104.7815221
ITA,60,2000,105.4130242
ITA,60,2001,107.9438404
ITA,60,2002,109.7934492
ITA,60,2003,112.5090015
ITA,60,2004,112.0386467
ITA,60,2005,111.8541479
ITA,60,2006,112.2742156
ITA,60,2007,113.4681819
ITA,60,2008,NA
ITA,60,2009,NA
ITA,60,2010,.
ITA,60,2011,.
ITA,61,1995,100
ITA,61,1996,102.045486
ITA,61,1997,104.3072568
ITA,61,1998,105.9782298
ITA,61,1999,104.7815221
ITA,61,2000,105.4130242
ITA,61,2001,107.9438404
ITA,61,2002,109.7934492
ITA,61,2003,112.5090015
ITA,61,2004,112.0386467
ITA,61,2005,111.8541479
ITA,61,2006,112.2742156
ITA,61,2007,113.4681819
ITA,61,2008,NA
ITA,61,2009,NA
ITA,61,2010,.
ITA,61,2011,.
ITA,62,1995,100
ITA,62,1996,102.045486
ITA,62,1997,104.3072568
ITA,62,1998,105.9782298
ITA,62,1999,104.7815221
ITA,62,2000,105.4130242
ITA,62,2001,107.9438404
ITA,62,2002,109.7934492
ITA,62,2003,112.5090015
ITA,62,2004,112.0386467
ITA,62,2005,111.8541479
ITA,62,2006,112.2742156
ITA,62,2007,113.4681819
ITA,62,2008,NA
ITA,62,2009,NA
ITA,62,2010,.
ITA,62,2011,.
ITA,63,1995,100
ITA,63,1996,102.045486
ITA,63,1997,104.3072568
ITA,63,1998,105.9782298
ITA,63,1999,104.7815221
ITA,63,2000,105.4130242
ITA,63,2001,107.9438404
ITA,63,2002,109.7934492
ITA,63,2003,112.5090015
ITA,63,2004,112.0386467
ITA,63,2005,111.8541479
ITA,63,2006,112.2742156
ITA,63,2007,113.4681819
ITA,63,2008,NA
ITA,63,2009,NA
ITA,63,2010,.
ITA,63,2011,.
ITA,64,1995,100
ITA,64,1996,102.045486
ITA,64,1997,104.3072568
ITA,64,1998,105.9782298
ITA,64,1999,104.7815221
ITA,64,2000,105.4130242
ITA,64,2001,107.9438404
ITA,64,2002,109.7934492
ITA,64,2003,112.5090015
ITA,64,2004,112.0386467
ITA,64,2005,111.8541479
ITA,64,2006,112.2742156
ITA,64,2007,113.4681819
ITA,64,2008,NA
ITA,64,2009,NA
ITA,64,2010,.
ITA,64,2011,.
ITA,J,1995,100
ITA,J,1996,95.74282016
ITA,J,1997,89.42762527
ITA,J,1998,76.15035362
ITA,J,1999,69.1895082
ITA,J,2000,62.60817143
ITA,J,2001,61.29118574
ITA,J,2002,65.27531282
ITA,J,2003,64.88563973
ITA,J,2004,63.10091414
ITA,J,2005,59.01672942
ITA,J,2006,55.68937095
ITA,J,2007,48.61859754
ITA,J,2008,NA
ITA,J,2009,NA
ITA,J,2010,.
ITA,J,2011,.
ITA,70,1995,100
ITA,70,1996,102.5309258
ITA,70,1997,104.6873
ITA,70,1998,106.2641473
ITA,70,1999,105.9606622
ITA,70,2000,107.4848543
ITA,70,2001,108.2174173
ITA,70,2002,110.3327799
ITA,70,2003,113.1174016
ITA,70,2004,116.1913941
ITA,70,2005,119.3462277
ITA,70,2006,121.8569189
ITA,70,2007,126.3652971
ITA,70,2008,NA
ITA,70,2009,NA
ITA,70,2010,.
ITA,70,2011,.
ITA,71t74,1995,100
ITA,71t74,1996,102.5309258
ITA,71t74,1997,104.6873
ITA,71t74,1998,106.2641473
ITA,71t74,1999,105.9606622
ITA,71t74,2000,107.4848543
ITA,71t74,2001,108.2174173
ITA,71t74,2002,110.3327799
ITA,71t74,2003,113.1174016
ITA,71t74,2004,116.1913941
ITA,71t74,2005,119.3462277
ITA,71t74,2006,121.8569189
ITA,71t74,2007,126.3652971
ITA,71t74,2008,NA
ITA,71t74,2009,NA
ITA,71t74,2010,.
ITA,71t74,2011,.
ITA,L,1995,100
ITA,L,1996,101.3931446
ITA,L,1997,103.0184949
ITA,L,1998,103.1361224
ITA,L,1999,102.1634109
ITA,L,2000,103.9564482
ITA,L,2001,102.7043233
ITA,L,2002,103.9568116
ITA,L,2003,100.6721997
ITA,L,2004,105.3910937
ITA,L,2005,104.3171227
ITA,L,2006,101.7996265
ITA,L,2007,94.59793412
ITA,L,2008,NA
ITA,L,2009,NA
ITA,L,2010,.
ITA,L,2011,.
ITA,M,1995,100
ITA,M,1996,100.877664
ITA,M,1997,100.6835734
ITA,M,1998,99.88930584
ITA,M,1999,97.3189174
ITA,M,2000,95.73949901
ITA,M,2001,85.34921293
ITA,M,2002,87.27270885
ITA,M,2003,90.93716032
ITA,M,2004,82.22206892
ITA,M,2005,82.88145443
ITA,M,2006,76.40467745
ITA,M,2007,75.50334908
ITA,M,2008,NA
ITA,M,2009,NA
ITA,M,2010,.
ITA,M,2011,.
ITA,N,1995,100
ITA,N,1996,100.783637
ITA,N,1997,100.7834178
ITA,N,1998,98.68645625
ITA,N,1999,95.29401805
ITA,N,2000,93.78320053
ITA,N,2001,91.79065476
ITA,N,2002,93.82764238
ITA,N,2003,93.28349365
ITA,N,2004,90.17178463
ITA,N,2005,86.32414776
ITA,N,2006,84.59804303
ITA,N,2007,84.83951711
ITA,N,2008,NA
ITA,N,2009,NA
ITA,N,2010,.
ITA,N,2011,.
ITA,O,1995,100
ITA,O,1996,102.3629382
ITA,O,1997,103.4243011
ITA,O,1998,99.87304259
ITA,O,1999,101.5908315
ITA,O,2000,99.66127846
