iso_i,code,year,k_ppi
BRA,71t74,1998,102.7970347
BRA,71t74,1999,107.3244822
BRA,71t74,2000,119.9683249
BRA,71t74,2001,128.6473404
BRA,71t74,2002,139.3398806
BRA,71t74,2003,158.687835
BRA,71t74,2004,167.0079376
BRA,71t74,2005,159.5811769
BRA,71t74,2006,146.6971368
BRA,71t74,2007,143.2609501
BRA,71t74,2008,152.4255747
BRA,71t74,2009,158.5241298
BRA,71t74,2010,.
BRA,71t74,2011,.
BRA,L,1995,100
BRA,L,1996,112.1470571
BRA,L,1997,118.4618006
BRA,L,1998,121.2032357
BRA,L,1999,126.8167665
BRA,L,2000,136.9992649
BRA,L,2001,144.2249179
BRA,L,2002,163.2721715
BRA,L,2003,173.222811
BRA,L,2004,182.405821
BRA,L,2005,176.169836
BRA,L,2006,161.3009751
BRA,L,2007,158.5011042
BRA,L,2008,168.6406651
BRA,L,2009,175.3879868
BRA,L,2010,.
BRA,L,2011,.
BRA,M,1995,100
BRA,M,1996,102.2939674
BRA,M,1997,102.590969
BRA,M,1998,96.10290815
BRA,M,1999,97.01607039
BRA,M,2000,104.3265605
BRA,M,2001,109.8258981
BRA,M,2002,117.6136944
BRA,M,2003,129.4734162
BRA,M,2004,130.920706
BRA,M,2005,120.4767619
BRA,M,2006,106.5460733
BRA,M,2007,101.5511336
BRA,M,2008,108.0475167
BRA,M,2009,112.3705035
BRA,M,2010,.
BRA,M,2011,.
BRA,N,1995,100
BRA,N,1996,100.5911199
BRA,N,1997,100.4445672
BRA,N,1998,97.14996665
BRA,N,1999,105.9682249
BRA,N,2000,119.4207436
BRA,N,2001,139.5837364
BRA,N,2002,165.2410046
BRA,N,2003,194.9157097
BRA,N,2004,202.7945337
BRA,N,2005,214.5638983
BRA,N,2006,213.5617515
BRA,N,2007,218.113415
BRA,N,2008,232.0664676
BRA,N,2009,241.3514589
BRA,N,2010,.
BRA,N,2011,.
BRA,O,1995,100
BRA,O,1996,103.6929431
BRA,O,1997,106.1310917
BRA,O,1998,102.7970347
BRA,O,1999,107.3244822
BRA,O,2000,119.9683249
BRA,O,2001,128.6473404
BRA,O,2002,139.3398806
BRA,O,2003,158.687835
BRA,O,2004,167.0079376
BRA,O,2005,159.5811769
BRA,O,2006,146.6971368
BRA,O,2007,143.2609501
BRA,O,2008,152.4255747
BRA,O,2009,158.5241298
BRA,O,2010,.
BRA,O,2011,.
BRA,P,1995,NA
BRA,P,1996,NA
BRA,P,1997,NA
BRA,P,1998,NA
BRA,P,1999,NA
BRA,P,2000,NA
BRA,P,2001,NA
BRA,P,2002,NA
BRA,P,2003,NA
BRA,P,2004,NA
BRA,P,2005,NA
BRA,P,2006,NA
BRA,P,2007,NA
BRA,P,2008,NA
BRA,P,2009,NA
BRA,P,2010,.
BRA,P,2011,.
CAN,AtB,1995,100
CAN,AtB,1996,99.77532312
CAN,AtB,1997,100.5443968
CAN,AtB,1998,101.1562898
CAN,AtB,1999,100.9071862
CAN,AtB,2000,100.8709716
CAN,AtB,2001,100.5151159
CAN,AtB,2002,100.7130207
CAN,AtB,2003,100.7038604
CAN,AtB,2004,100.558912
CAN,AtB,2005,102.2519351
CAN,AtB,2006,104.4062163
CAN,AtB,2007,106.7621669
CAN,AtB,2008,109.2862572
CAN,AtB,2009,111.8403936
CAN,AtB,2010,.
CAN,AtB,2011,.
CAN,C,1995,100
CAN,C,1996,104.3655518
CAN,C,1997,110.7150968
CAN,C,1998,115.8628925
CAN,C,1999,119.8946797
CAN,C,2000,126.175348
CAN,C,2001,134.0800593
CAN,C,2002,140.2097043
CAN,C,2003,147.7260983
CAN,C,2004,156.8449067
CAN,C,2005,159.4855682
CAN,C,2006,162.8456686
CAN,C,2007,166.520319
CAN,C,2008,170.4572223
CAN,C,2009,174.4409893
CAN,C,2010,.
CAN,C,2011,.
CAN,15t16,1995,100
CAN,15t16,1996,102.4708781
CAN,15t16,1997,103.7116108
CAN,15t16,1998,106.5968477
CAN,15t16,1999,109.6155823
CAN,15t16,2000,109.7506682
CAN,15t16,2001,110.0578345
CAN,15t16,2002,112.1027495
CAN,15t16,2003,113.4943658
CAN,15t16,2004,114.426215
CAN,15t16,2005,116.3527098
CAN,15t16,2006,118.8040713
CAN,15t16,2007,121.4849129
CAN,15t16,2008,124.357081
CAN,15t16,2009,127.2634386
CAN,15t16,2010,.
CAN,15t16,2011,.
CAN,17t18,1995,100
CAN,17t18,1996,101.584351
CAN,17t18,1997,102.4466625
CAN,17t18,1998,105.0359129
CAN,17t18,1999,107.5599781
CAN,17t18,2000,104.9574154
CAN,17t18,2001,103.3698502
CAN,17t18,2002,101.0438402
CAN,17t18,2003,100.2902279
CAN,17t18,2004,98.00996374
CAN,17t18,2005,100.3663679
CAN,17t18,2006,102.5037205
CAN,17t18,2007,104.8167408
CAN,17t18,2008,107.294837
CAN,17t18,2009,109.8024318
CAN,17t18,2010,.
CAN,17t18,2011,.
CAN,19,1995,100
CAN,19,1996,101.584351
CAN,19,1997,102.4466625
CAN,19,1998,95.98770783
CAN,19,1999,92.02242352
CAN,19,2000,90.81896526
CAN,19,2001,86.60383504
CAN,19,2002,80.76293308
CAN,19,2003,72.72990797
CAN,19,2004,65.35814651
CAN,19,2005,57.6394656
CAN,19,2006,58.56918064
CAN,19,2007,59.89080784
CAN,19,2008,61.30675706
CAN,19,2009,62.73956135
CAN,19,2010,.
CAN,19,2011,.
CAN,20,1995,100
CAN,20,1996,103.7781589
CAN,20,1997,109.3054587
CAN,20,1998,111.3562323
CAN,20,1999,112.5059867
CAN,20,2000,120.5076001
CAN,20,2001,118.5491573
CAN,20,2002,116.7228519
CAN,20,2003,117.8720532
CAN,20,2004,121.9721732
CAN,20,2005,124.0257127
CAN,20,2006,126.6387319
CAN,20,2007,129.4963644
CAN,20,2008,132.5579406
CAN,20,2009,135.6559611
CAN,20,2010,.
CAN,20,2011,.
CAN,21t22,1995,100
CAN,21t22,1996,101.2935349
CAN,21t22,1997,100.8867776
CAN,21t22,1998,98.98212377
CAN,21t22,1999,96.99839442
CAN,21t22,2000,96.09591967
CAN,21t22,2001,93.5814418
CAN,21t22,2002,90.44076776
CAN,21t22,2003,89.76522894
CAN,21t22,2004,86.9673206
CAN,21t22,2005,88.43151385
CAN,21t22,2006,90.29462137
CAN,21t22,2007,92.33214053
CAN,21t22,2008,94.51507356
CAN,21t22,2009,96.72399162
CAN,21t22,2010,.
CAN,21t22,2011,.
CAN,23,1995,100
CAN,23,1996,99.11786152
CAN,23,1997,98.44258576
CAN,23,1998,97.76616014
CAN,23,1999,98.21626724
CAN,23,2000,100.2019297
CAN,23,2001,101.0408007
CAN,23,2002,105.4606029
CAN,23,2003,109.7880334
CAN,23,2004,114.3482317
CAN,23,2005,116.2734136
CAN,23,2006,118.7231044
CAN,23,2007,121.4021189
CAN,23,2008,124.2723296
CAN,23,2009,127.1767065
CAN,23,2010,.
CAN,23,2011,.
CAN,24,1995,100
CAN,24,1996,99.21022287
CAN,24,1997,100.8806375
CAN,24,1998,104.4420627
CAN,24,1999,107.7317132
CAN,24,2000,110.8552116
CAN,24,2001,112.5797286
CAN,24,2002,111.5662426
CAN,24,2003,111.4335687
CAN,24,2004,110.3112028
CAN,24,2005,112.1684167
CAN,24,2006,114.531622
CAN,24,2007,117.1160547
CAN,24,2008,119.8849335
CAN,24,2009,122.6867722
CAN,24,2010,.
CAN,24,2011,.
CAN,25,1995,100
CAN,25,1996,102.8748962
CAN,25,1997,109.271505
CAN,25,1998,113.9638863
CAN,25,1999,117.0966993
CAN,25,2000,120.8634813
CAN,25,2001,123.392156
CAN,25,2002,122.5167303
CAN,25,2003,124.1885756
CAN,25,2004,125.9897181
CAN,25,2005,128.1108976
CAN,25,2006,130.8099849
CAN,25,2007,133.7617427
CAN,25,2008,136.9241618
CAN,25,2009,140.1242255
CAN,25,2010,.
CAN,25,2011,.
CAN,26,1995,100
CAN,26,1996,99.0127168
CAN,26,1997,99.46913216
CAN,26,1998,102.7335314
CAN,26,1999,105.2058159
CAN,26,2000,106.2867381
CAN,26,2001,105.7454708
CAN,26,2002,105.5523686
CAN,26,2003,106.8978356
CAN,26,2004,107.7353414
CAN,26,2005,109.5491877
CAN,26,2006,111.8572101
CAN,26,2007,114.3812941
CAN,26,2008,117.0855172
CAN,26,2009,119.8219306
CAN,26,2010,.
CAN,26,2011,.
CAN,27t28,1995,100
CAN,27t28,1996,100.4489653
CAN,27t28,1997,103.0158563
CAN,27t28,1998,105.6260737
CAN,27t28,1999,109.3316784
CAN,27t28,2000,113.1604279
CAN,27t28,2001,111.4732443
CAN,27t28,2002,107.7413197
CAN,27t28,2003,106.9343863
CAN,27t28,2004,109.1290514
CAN,27t28,2005,110.9663625
CAN,27t28,2006,113.3042424
CAN,27t28,2007,115.8609791
CAN,27t28,2008,118.6001851
CAN,27t28,2009,121.3719979
CAN,27t28,2010,.
CAN,27t28,2011,.
CAN,29,1995,100
CAN,29,1996,104.1915652
CAN,29,1997,111.6125744
CAN,29,1998,115.2616962
CAN,29,1999,116.2480887
CAN,29,2000,116.5777663
CAN,29,2001,116.5588191
CAN,29,2002,114.3801071
CAN,29,2003,113.8400014
CAN,29,2004,114.9716087
CAN,29,2005,116.9072859
CAN,29,2006,119.3703314
CAN,29,2007,122.0639507
CAN,29,2008,124.9498085
CAN,29,2009,127.8700188
CAN,29,2010,.
CAN,29,2011,.
CAN,30t33,1995,100
CAN,30t33,1996,103.1478977
CAN,30t33,1997,106.4973827
CAN,30t33,1998,112.5526522
CAN,30t33,1999,127.7245266
CAN,30t33,2000,150.0686992
CAN,30t33,2001,168.4291039
CAN,30t33,2002,167.9865506
CAN,30t33,2003,160.6462469
CAN,30t33,2004,155.8854289
CAN,30t33,2005,158.5099365
CAN,30t33,2006,161.8494819
CAN,30t33,2007,165.5016531
CAN,30t33,2008,169.4144729
CAN,30t33,2009,173.3738698
CAN,30t33,2010,.
CAN,30t33,2011,.
CAN,34t35,1995,100
CAN,34t35,1996,105.5090706
CAN,34t35,1997,113.1483752
CAN,34t35,1998,119.0961309
CAN,34t35,1999,121.4113892
CAN,34t35,2000,121.125021
CAN,34t35,2001,121.7128992
CAN,34t35,2002,120.8592831
CAN,34t35,2003,125.2899028
CAN,34t35,2004,126.7215576
CAN,34t35,2005,128.8550584
CAN,34t35,2006,131.569824
CAN,34t35,2007,134.5387277
CAN,34t35,2008,137.7195164
CAN,34t35,2009,140.9381684
CAN,34t35,2010,.
CAN,34t35,2011,.
CAN,36t37,1995,100
CAN,36t37,1996,101.2942944
CAN,36t37,1997,103.9432974
CAN,36t37,1998,105.4822572
CAN,36t37,1999,108.7508217
CAN,36t37,2000,110.414201
CAN,36t37,2001,110.3396505
CAN,36t37,2002,110.2597976
CAN,36t37,2003,111.0151917
CAN,36t37,2004,111.6577704
CAN,36t37,2005,113.5376553
CAN,36t37,2006,115.9297082
CAN,36t37,2007,118.5456891
CAN,36t37,2008,121.3483675
CAN,36t37,2009,124.1844083
CAN,36t37,2010,.
CAN,36t37,2011,.
CAN,E,1995,100
CAN,E,1996,99.13347111
CAN,E,1997,98.05048876
CAN,E,1998,97.73154781
CAN,E,1999,97.36490541
CAN,E,2000,97.21980416
CAN,E,2001,97.56459734
CAN,E,2002,98.22792232
CAN,E,2003,99.59959768
CAN,E,2004,101.0997283
CAN,E,2005,102.8018566
CAN,E,2006,104.9677238
CAN,E,2007,107.3363449
CAN,E,2008,109.87401
CAN,E,2009,112.4418828
CAN,E,2010,.
CAN,E,2011,.
CAN,F,1995,100
CAN,F,1996,100.2104745
CAN,F,1997,103.801262
CAN,F,1998,107.3645567
CAN,F,1999,111.8695365
CAN,F,2000,117.029476
CAN,F,2001,122.5543765
CAN,F,2002,129.828775
CAN,F,2003,134.3987031
CAN,F,2004,141.6108215
CAN,F,2005,143.9949999
CAN,F,2006,147.0287393
CAN,F,2007,150.346477
CAN,F,2008,153.9009954
CAN,F,2009,157.4978258
CAN,F,2010,.
CAN,F,2011,.
CAN,50,1995,100
CAN,50,1996,110.3547471
CAN,50,1997,116.7500502
CAN,50,1998,111.984339
CAN,50,1999,107.8483955
CAN,50,2000,106.3137136
CAN,50,2001,105.2076406
CAN,50,2002,102.8371596
CAN,50,2003,106.7960075
CAN,50,2004,114.3180304
CAN,50,2005,116.2427038
CAN,50,2006,118.6917476
CAN,50,2007,121.3700546
CAN,50,2008,124.2395072
CAN,50,2009,127.143117
CAN,50,2010,.
CAN,50,2011,.
CAN,51,1995,100
CAN,51,1996,107.4859063
CAN,51,1997,118.7858824
CAN,51,1998,127.8459816
CAN,51,1999,135.1402097
CAN,51,2000,140.3883414
CAN,51,2001,147.9911961
CAN,51,2002,153.5549786
CAN,51,2003,162.0480436
CAN,51,2004,170.8619474
CAN,51,2005,173.7386016
CAN,51,2006,177.3989901
CAN,51,2007,181.4020397
CAN,51,2008,185.6907792
CAN,51,2009,190.0305708
CAN,51,2010,.
CAN,51,2011,.
CAN,52,1995,100
CAN,52,1996,102.443729
CAN,52,1997,107.600598
CAN,52,1998,112.4039697
CAN,52,1999,116.302484
CAN,52,2000,121.9116724
CAN,52,2001,128.5397259
CAN,52,2002,134.6032963
CAN,52,2003,143.3881102
CAN,52,2004,155.8468541
CAN,52,2005,158.4707122
CAN,52,2006,161.8094312
CAN,52,2007,165.4606987
CAN,52,2008,169.3725503
CAN,52,2009,173.3309674
CAN,52,2010,.
CAN,52,2011,.
CAN,H,1995,100
CAN,H,1996,100.5530304
CAN,H,1997,102.7238166
CAN,H,1998,103.4754033
CAN,H,1999,103.5067506
CAN,H,2000,102.609061
CAN,H,2001,101.5176325
CAN,H,2002,101.455635
CAN,H,2003,103.5095467
CAN,H,2004,106.2715931
CAN,H,2005,108.0607956
CAN,H,2006,110.33746
CAN,H,2007,112.8272505
CAN,H,2008,115.4947326
CAN,H,2009,118.1939677
CAN,H,2010,.
CAN,H,2011,.
CAN,60,1995,100
CAN,60,1996,101.5756109
CAN,60,1997,105.4810228
CAN,60,1998,109.0901699
CAN,60,1999,113.7259023
CAN,60,2000,117.3422337
CAN,60,2001,123.0775965
CAN,60,2002,124.4536914
CAN,60,2003,127.0437614
CAN,60,2004,132.2893736
CAN,60,2005,134.2414203
CAN,60,2006,137.5414476
CAN,60,2007,140.6451024
CAN,60,2008,143.9702591
CAN,60,2009,147.3349976
CAN,60,2010,.
CAN,60,2011,.
CAN,61,1995,100
CAN,61,1996,101.5756109
CAN,61,1997,105.4810228
CAN,61,1998,111.3783801
CAN,61,1999,106.4320046
CAN,61,2000,109.7029413
CAN,61,2001,113.0964584
CAN,61,2002,123.6281239
CAN,61,2003,134.4953488
CAN,61,2004,122.9931151
CAN,61,2005,129.3839196
CAN,61,2006,130.4229668
CAN,61,2007,133.3659915
CAN,61,2008,136.5190542
CAN,61,2009,139.70965
CAN,61,2010,.
CAN,61,2011,.
CAN,62,1995,100
CAN,62,1996,101.5756109
CAN,62,1997,105.4810228
CAN,62,1998,119.450094
CAN,62,1999,126.1387724
CAN,62,2000,125.3900319
CAN,62,2001,114.6844864
CAN,62,2002,113.1716641
CAN,62,2003,104.7994348
CAN,62,2004,101.8042389
CAN,62,2005,105.0686723
CAN,62,2006,107.4930205
CAN,62,2007,109.9186255
CAN,62,2008,112.5173414
CAN,62,2009,115.1469917
CAN,62,2010,.
CAN,62,2011,.
CAN,63,1995,100
CAN,63,1996,101.5756109
CAN,63,1997,105.4810228
CAN,63,1998,117.4568459
CAN,63,1999,131.7332583
CAN,63,2000,136.0048784
CAN,63,2001,146.0372285
CAN,63,2002,160.3827306
CAN,63,2003,172.0082656
CAN,63,2004,167.082969
CAN,63,2005,167.9899954
CAN,63,2006,169.646383
CAN,63,2007,173.4744931
CAN,63,2008,177.5758082
CAN,63,2009,181.7259442
CAN,63,2010,.
CAN,63,2011,.
CAN,64,1995,100
CAN,64,1996,102.9428319
CAN,64,1997,108.2302479
CAN,64,1998,113.0258745
CAN,64,1999,120.3000407
CAN,64,2000,129.1047987
CAN,64,2001,136.783444
CAN,64,2002,139.5955698
CAN,64,2003,139.871098
CAN,64,2004,142.2954357
CAN,64,2005,144.6911404
CAN,64,2006,147.7395463
CAN,64,2007,151.0733236
CAN,64,2008,154.6450262
CAN,64,2009,158.2592454
CAN,64,2010,.
CAN,64,2011,.
CAN,J,1995,100
CAN,J,1996,107.8132231
CAN,J,1997,119.4571106
CAN,J,1998,138.700827
CAN,J,1999,166.6436699
CAN,J,2000,186.0902402
CAN,J,2001,195.7550161
CAN,J,2002,202.2047828
CAN,J,2003,207.867885
CAN,J,2004,218.9428276
CAN,J,2005,222.6289779
CAN,J,2006,227.3194067
CAN,J,2007,232.4489221
CAN,J,2008,237.9445212
CAN,J,2009,243.5055384
CAN,J,2010,.
CAN,J,2011,.
CAN,70,1995,100
CAN,70,1996,102.5373535
CAN,70,1997,105.4380453
CAN,70,1998,108.2195599
CAN,70,1999,111.0898586
CAN,70,2000,114.0446051
CAN,70,2001,117.4215189
CAN,70,2002,121.4641303
CAN,70,2003,125.7322174
CAN,70,2004,130.3730988
CAN,70,2005,132.5680774
CAN,70,2006,135.3610702
CAN,70,2007,138.4155243
CAN,70,2008,141.687969
CAN,70,2009,144.9993679
CAN,70,2010,.
CAN,70,2011,.
CAN,71t74,1995,100
CAN,71t74,1996,107.807896
CAN,71t74,1997,119.24692
CAN,71t74,1998,134.2091196
CAN,71t74,1999,157.9456285
CAN,71t74,2000,186.1246927
CAN,71t74,2001,202.1432049
CAN,71t74,2002,227.3841637
CAN,71t74,2003,247.8911508
CAN,71t74,2004,269.8308976
CAN,71t74,2005,274.3738061
CAN,71t74,2006,280.1544139
CAN,71t74,2007,286.4761635
CAN,71t74,2008,293.2490844
CAN,71t74,2009,300.1026282
CAN,71t74,2010,.
CAN,71t74,2011,.
CAN,L,1995,100
CAN,L,1996,101.5089171
CAN,L,1997,102.721202
CAN,L,1998,103.8087429
CAN,L,1999,105.5159228
CAN,L,2000,106.9767734
CAN,L,2001,108.729025
CAN,L,2002,110.2888692
CAN,L,2003,112.2096781
CAN,L,2004,114.4654893
CAN,L,2005,116.3926453
CAN,L,2006,118.8448482
CAN,L,2007,121.5266099
CAN,L,2008,124.3997638
CAN,L,2009,127.3071189
CAN,L,2010,.
CAN,L,2011,.
CAN,M,1995,100
CAN,M,1996,102.4119496
CAN,M,1997,104.5203194
CAN,M,1998,106.3066371
CAN,M,1999,108.4167103
CAN,M,2000,111.7213106
CAN,M,2001,116.0672315
CAN,M,2002,120.8414826
CAN,M,2003,125.8780145
CAN,M,2004,130.147814
CAN,M,2005,132.3389997
CAN,M,2006,135.1271662
CAN,M,2007,138.1763422
CAN,M,2008,141.443132
CAN,M,2009,144.7488088
CAN,M,2010,.
CAN,M,2011,.
CAN,N,1995,100
CAN,N,1996,101.5765078
CAN,N,1997,102.9655994
CAN,N,1998,104.7135212
CAN,N,1999,109.7875201
CAN,N,2000,114.828114
CAN,N,2001,120.7355999
CAN,N,2002,126.8896853
CAN,N,2003,134.9635518
CAN,N,2004,142.0069126
CAN,N,2005,144.3977597
CAN,N,2006,147.4399845
CAN,N,2007,150.7670021
CAN,N,2008,154.3314626
CAN,N,2009,157.9383535
CAN,N,2010,.
CAN,N,2011,.
CAN,O,1995,100
CAN,O,1996,106.9317343
CAN,O,1997,117.8058032
CAN,O,1998,121.5981409
CAN,O,1999,125.8307664
CAN,O,2000,130.1783844
CAN,O,2001,132.7531458
CAN,O,2002,136.1930277
CAN,O,2003,142.9360898
CAN,O,2004,149.551955
CAN,O,2005,152.0698314
CAN,O,2006,155.2736943
CAN,O,2007,158.7774814
CAN,O,2008,162.5313271
CAN,O,2009,166.3298575
CAN,O,2010,.
CAN,O,2011,.
CAN,P,1995,NA
CAN,P,1996,NA
CAN,P,1997,NA
CAN,P,1998,NA
CAN,P,1999,NA
CAN,P,2000,NA
CAN,P,2001,NA
CAN,P,2002,NA
CAN,P,2003,NA
CAN,P,2004,NA
CAN,P,2005,NA
CAN,P,2006,NA
CAN,P,2007,NA
CAN,P,2008,NA
CAN,P,2009,NA
CAN,P,2010,.
CAN,P,2011,.
CHN,AtB,1995,100
CHN,AtB,1996,104.5694022
CHN,AtB,1997,104.560072
CHN,AtB,1998,103.5497046
CHN,AtB,1999,104.3471372
CHN,AtB,2000,104.6748763
CHN,AtB,2001,106.9431992
CHN,AtB,2002,109.4163753
CHN,AtB,2003,114.8956861
CHN,AtB,2004,124.2511186
CHN,AtB,2005,132.2071032
CHN,AtB,2006,138.2223707
CHN,AtB,2007,144.9047167
CHN,AtB,2008,160.1273914
CHN,AtB,2009,149.9757459
CHN,AtB,2010,.
CHN,AtB,2011,.
CHN,C,1995,100
CHN,C,1996,104.5694022
CHN,C,1997,104.560072
CHN,C,1998,103.5497046
CHN,C,1999,104.3471372
CHN,C,2000,104.6748763
CHN,C,2001,106.9431992
CHN,C,2002,109.4163753
CHN,C,2003,114.8956861
CHN,C,2004,124.2511186
CHN,C,2005,132.2071032
CHN,C,2006,138.2223707
CHN,C,2007,144.9047167
CHN,C,2008,160.1273914
CHN,C,2009,149.9757459
CHN,C,2010,.
CHN,C,2011,.
CHN,15t16,1995,100
CHN,15t16,1996,104.5694022
CHN,15t16,1997,104.560072
CHN,15t16,1998,103.5497046
CHN,15t16,1999,104.3471372
CHN,15t16,2000,104.6748763
CHN,15t16,2001,106.9431992
CHN,15t16,2002,109.4163753
CHN,15t16,2003,114.8956861
CHN,15t16,2004,124.2511186
CHN,15t16,2005,132.2071032
CHN,15t16,2006,138.2223707
CHN,15t16,2007,144.9047167
CHN,15t16,2008,160.1273914
CHN,15t16,2009,149.9757459
CHN,15t16,2010,.
CHN,15t16,2011,.
CHN,17t18,1995,100
CHN,17t18,1996,104.5694022
CHN,17t18,1997,104.560072
CHN,17t18,1998,103.5497046
CHN,17t18,1999,104.3471372
CHN,17t18,2000,104.6748763
CHN,17t18,2001,106.9431992
CHN,17t18,2002,109.4163753
CHN,17t18,2003,114.8956861
CHN,17t18,2004,124.2511186
CHN,17t18,2005,132.2071032
CHN,17t18,2006,138.2223707
CHN,17t18,2007,144.9047167
CHN,17t18,2008,160.1273914
CHN,17t18,2009,149.9757459
CHN,17t18,2010,.
CHN,17t18,2011,.
CHN,19,1995,100
CHN,19,1996,104.5694022
CHN,19,1997,104.560072
CHN,19,1998,103.5497046
CHN,19,1999,104.3471372
CHN,19,2000,104.6748763
CHN,19,2001,106.9431992
CHN,19,2002,109.4163753
CHN,19,2003,114.8956861
CHN,19,2004,124.2511186
CHN,19,2005,132.2071032
CHN,19,2006,138.2223707
CHN,19,2007,144.9047167
CHN,19,2008,160.1273914
CHN,19,2009,149.9757459
CHN,19,2010,.
CHN,19,2011,.
CHN,20,1995,100
CHN,20,1996,104.5694022
CHN,20,1997,104.560072
CHN,20,1998,103.5497046
CHN,20,1999,104.3471372
CHN,20,2000,104.6748763
CHN,20,2001,106.9431992
CHN,20,2002,109.4163753
CHN,20,2003,114.8956861
CHN,20,2004,124.2511186
CHN,20,2005,132.2071032
CHN,20,2006,138.2223707
CHN,20,2007,144.9047167
CHN,20,2008,160.1273914
CHN,20,2009,149.9757459
CHN,20,2010,.
CHN,20,2011,.
CHN,21t22,1995,100
CHN,21t22,1996,104.5694022
CHN,21t22,1997,104.560072
CHN,21t22,1998,103.5497046
CHN,21t22,1999,104.3471372
CHN,21t22,2000,104.6748763
CHN,21t22,2001,106.9431992
CHN,21t22,2002,109.4163753
CHN,21t22,2003,114.8956861
CHN,21t22,2004,124.2511186
CHN,21t22,2005,132.2071032
CHN,21t22,2006,138.2223707
CHN,21t22,2007,144.9047167
CHN,21t22,2008,160.1273914
CHN,21t22,2009,149.9757459
CHN,21t22,2010,.
CHN,21t22,2011,.
CHN,23,1995,100
CHN,23,1996,104.5694022
CHN,23,1997,104.560072
CHN,23,1998,103.5497046
CHN,23,1999,104.3471372
CHN,23,2000,104.6748763
CHN,23,2001,106.9431992
CHN,23,2002,109.4163753
CHN,23,2003,114.8956861
CHN,23,2004,124.2511186
CHN,23,2005,132.2071032
CHN,23,2006,138.2223707
CHN,23,2007,144.9047167
CHN,23,2008,160.1273914
CHN,23,2009,149.9757459
CHN,23,2010,.
CHN,23,2011,.
CHN,24,1995,100
CHN,24,1996,104.5694022
CHN,24,1997,104.560072
CHN,24,1998,103.5497046
CHN,24,1999,104.3471372
CHN,24,2000,104.6748763
CHN,24,2001,106.9431992
CHN,24,2002,109.4163753
CHN,24,2003,114.8956861
CHN,24,2004,124.2511186
CHN,24,2005,132.2071032
CHN,24,2006,138.2223707
CHN,24,2007,144.9047167
CHN,24,2008,160.1273914
CHN,24,2009,149.9757459
CHN,24,2010,.
CHN,24,2011,.
CHN,25,1995,100
CHN,25,1996,104.5694022
CHN,25,1997,104.560072
CHN,25,1998,103.5497046
CHN,25,1999,104.3471372
CHN,25,2000,104.6748763
CHN,25,2001,106.9431992
CHN,25,2002,109.4163753
CHN,25,2003,114.8956861
CHN,25,2004,124.2511186
CHN,25,2005,132.2071032
CHN,25,2006,138.2223707
CHN,25,2007,144.9047167
CHN,25,2008,160.1273914
CHN,25,2009,149.9757459
CHN,25,2010,.
CHN,25,2011,.
CHN,26,1995,100
CHN,26,1996,104.5694022
CHN,26,1997,104.560072
CHN,26,1998,103.5497046
CHN,26,1999,104.3471372
CHN,26,2000,104.6748763
CHN,26,2001,106.9431992
CHN,26,2002,109.4163753
CHN,26,2003,114.8956861
CHN,26,2004,124.2511186
CHN,26,2005,132.2071032
CHN,26,2006,138.2223707
CHN,26,2007,144.9047167
CHN,26,2008,160.1273914
CHN,26,2009,149.9757459
CHN,26,2010,.
CHN,26,2011,.
CHN,27t28,1995,100
CHN,27t28,1996,104.5694022
CHN,27t28,1997,104.560072
CHN,27t28,1998,103.5497046
CHN,27t28,1999,104.3471372
CHN,27t28,2000,104.6748763
CHN,27t28,2001,106.9431992
CHN,27t28,2002,109.4163753
CHN,27t28,2003,114.8956861
CHN,27t28,2004,124.2511186
CHN,27t28,2005,132.2071032
CHN,27t28,2006,138.2223707
CHN,27t28,2007,144.9047167
CHN,27t28,2008,160.1273914
CHN,27t28,2009,149.9757459
CHN,27t28,2010,.
CHN,27t28,2011,.
CHN,29,1995,100
CHN,29,1996,104.5694022
CHN,29,1997,104.560072
CHN,29,1998,103.5497046
CHN,29,1999,104.3471372
CHN,29,2000,104.6748763
CHN,29,2001,106.9431992
CHN,29,2002,109.4163753
CHN,29,2003,114.8956861
CHN,29,2004,124.2511186
CHN,29,2005,132.2071032
CHN,29,2006,138.2223707
CHN,29,2007,144.9047167
CHN,29,2008,160.1273914
CHN,29,2009,149.9757459
CHN,29,2010,.
CHN,29,2011,.
CHN,30t33,1995,100
CHN,30t33,1996,104.5694022
CHN,30t33,1997,104.560072
CHN,30t33,1998,103.5497046
CHN,30t33,1999,104.3471372
CHN,30t33,2000,104.6748763
CHN,30t33,2001,106.9431992
CHN,30t33,2002,109.4163753
CHN,30t33,2003,114.8956861
CHN,30t33,2004,124.2511186
CHN,30t33,2005,132.2071032
CHN,30t33,2006,138.2223707
CHN,30t33,2007,144.9047167
CHN,30t33,2008,160.1273914
CHN,30t33,2009,149.9757459
CHN,30t33,2010,.
CHN,30t33,2011,.
CHN,34t35,1995,100
CHN,34t35,1996,104.5694022
CHN,34t35,1997,104.560072
CHN,34t35,1998,103.5497046
CHN,34t35,1999,104.3471372
CHN,34t35,2000,104.6748763
CHN,34t35,2001,106.9431992
CHN,34t35,2002,109.4163753
CHN,34t35,2003,114.8956861
CHN,34t35,2004,124.2511186
CHN,34t35,2005,132.2071032
CHN,34t35,2006,138.2223707
CHN,34t35,2007,144.9047167
CHN,34t35,2008,160.1273914
CHN,34t35,2009,149.9757459
CHN,34t35,2010,.
