iso_i,Code,year,real_k
BRA,M,2006,25113.16074
BRA,M,2007,25245.7122
BRA,M,2008,25542.74567
BRA,M,2009,25686.03254
BRA,M,2010,.
BRA,M,2011,.
BRA,N,1995,15354.47402
BRA,N,1996,16745.82181
BRA,N,1997,18332.48091
BRA,N,1998,19818.3914
BRA,N,1999,20970.72905
BRA,N,2000,22282.01735
BRA,N,2001,23638.97092
BRA,N,2002,24693.37947
BRA,N,2003,25470.18982
BRA,N,2004,26376.96643
BRA,N,2005,27370.99792
BRA,N,2006,28795.96505
BRA,N,2007,31020.30347
BRA,N,2008,33701.10343
BRA,N,2009,35592.28841
BRA,N,2010,.
BRA,N,2011,.
BRA,O,1995,39163.55574
BRA,O,1996,40302.23942
BRA,O,1997,41859.9743
BRA,O,1998,43373.07782
BRA,O,1999,44291.9704
BRA,O,2000,45919.97835
BRA,O,2001,47869.10794
BRA,O,2002,49424.83615
BRA,O,2003,50706.44887
BRA,O,2004,53103.77704
BRA,O,2005,56703.30527
BRA,O,2006,62687.85409
BRA,O,2007,71000.24946
BRA,O,2008,80459.83007
BRA,O,2009,87484.24967
BRA,O,2010,.
BRA,O,2011,.
BRA,P,1995,NA
BRA,P,1996,NA
BRA,P,1997,NA
BRA,P,1998,NA
BRA,P,1999,NA
BRA,P,2000,NA
BRA,P,2001,NA
BRA,P,2002,NA
BRA,P,2003,NA
BRA,P,2004,NA
BRA,P,2005,NA
BRA,P,2006,NA
BRA,P,2007,NA
BRA,P,2008,NA
BRA,P,2009,NA
BRA,P,2010,.
BRA,P,2011,.
CAN,AtB,1995,66690.83005
CAN,AtB,1996,66541.01983
CAN,AtB,1997,67054.19084
CAN,AtB,1998,67461.92094
CAN,AtB,1999,67295.32895
CAN,AtB,2000,67270.72926
CAN,AtB,2001,67033.00109
CAN,AtB,2002,67163.6966
CAN,AtB,2003,67099.22678
CAN,AtB,2004,67057.87597
CAN,AtB,2005,66880.42367
CAN,AtB,2006,66406.28471
CAN,AtB,2007,66819.984
CAN,AtB,2008,67114.87852
CAN,AtB,2009,67481.18188
CAN,AtB,2010,.
CAN,AtB,2011,.
CAN,C,1995,196017.096
CAN,C,1996,204470.1451
CAN,C,1997,217145.2598
CAN,C,1998,226714.4529
CAN,C,1999,233297.3607
CAN,C,2000,244613.9116
CAN,C,2001,258779.1766
CAN,C,2002,268387.2752
CAN,C,2003,280972.3301
CAN,C,2004,297197.0767
CAN,C,2005,320805.2673
CAN,C,2006,347458.4754
CAN,C,2007,370319.8544
CAN,C,2008,394845.4679
CAN,C,2009,397072.1543
CAN,C,2010,.
CAN,C,2011,.
CAN,15t16,1995,17968.17234
CAN,15t16,1996,18413.50911
CAN,15t16,1997,18637.32149
CAN,15t16,1998,19158.18664
CAN,15t16,1999,19703.11517
CAN,15t16,2000,19724.71783
CAN,15t16,2001,19778.41436
CAN,15t16,2002,20143.11176
CAN,15t16,2003,20393.04403
CAN,15t16,2004,20582.4419
CAN,15t16,2005,20851.15968
CAN,15t16,2006,21191.62391
CAN,15t16,2007,21475.74767
CAN,15t16,2008,21673.88561
CAN,15t16,2009,21710.41404
CAN,15t16,2010,.
CAN,15t16,2011,.
CAN,17t18,1995,4679.140373
CAN,17t18,1996,4753.912019
CAN,17t18,1997,4796.118852
CAN,17t18,1998,4915.506844
CAN,17t18,1999,5033.606916
CAN,17t18,2000,4911.522557
CAN,17t18,2001,4838.957018
CAN,17t18,2002,4729.272879
CAN,17t18,2003,4694.036157
CAN,17t18,2004,4600.50254
CAN,17t18,2005,4561.888166
CAN,17t18,2006,4450.296467
CAN,17t18,2007,4307.344613
CAN,17t18,2008,4197.590083
CAN,17t18,2009,4062.53175
CAN,17t18,2010,.
CAN,17t18,2011,.
CAN,19,1995,374.7401658
CAN,19,1996,380.7284322
CAN,19,1997,384.1086675
CAN,19,1998,359.7578525
CAN,19,1999,344.8946277
CAN,19,2000,340.3640913
CAN,19,2001,324.6827176
CAN,19,2002,302.7337102
CAN,19,2003,272.6245872
CAN,19,2004,245.6964855
CAN,19,2005,209.8169369
CAN,19,2006,203.6491649
CAN,19,2007,197.1075725
CAN,19,2008,192.0851164
CAN,19,2009,185.9047379
CAN,19,2010,.
CAN,19,2011,.
CAN,20,1995,8611.335148
CAN,20,1996,8936.90038
CAN,20,1997,9413.171907
CAN,20,1998,9588.927921
CAN,20,1999,9687.673105
CAN,20,2000,10378.65485
CAN,20,2001,10211.10721
CAN,20,2002,10054.35411
CAN,20,2003,10154.17645
CAN,20,2004,10512.07363
CAN,20,2005,11101.09931
CAN,20,2006,11424.53621
CAN,20,2007,11572.55265
CAN,20,2008,11385.32416
CAN,20,2009,10844.40353
CAN,20,2010,.
CAN,20,2011,.
CAN,21t22,1995,38505.36938
CAN,21t22,1996,39026.03708
CAN,21t22,1997,38928.48001
CAN,21t22,1998,38265.9325
CAN,21t22,1999,37649.53755
CAN,21t22,2000,37533.936
CAN,21t22,2001,36779.73755
CAN,21t22,2002,35584.72203
CAN,21t22,2003,35218.33025
CAN,21t22,2004,34140.49435
CAN,21t22,2005,33522.68369
CAN,21t22,2006,34250.49589
CAN,21t22,2007,34927.95687
CAN,21t22,2008,34917.66838
CAN,21t22,2009,33731.97146
CAN,21t22,2010,.
CAN,21t22,2011,.
CAN,23,1995,18516.95352
CAN,23,1996,18353.95489
CAN,23,1997,18228.35839
CAN,23,1998,18102.6442
CAN,23,1999,18184.61318
CAN,23,2000,18557.19449
CAN,23,2001,18715.021
CAN,23,2002,19537.07913
CAN,23,2003,20340.64154
CAN,23,2004,21184.08975
CAN,23,2005,22813.67295
CAN,23,2006,24187.33173
CAN,23,2007,25539.4981
CAN,23,2008,26859.591
CAN,23,2009,26614.46855
CAN,23,2010,.
CAN,23,2011,.
CAN,24,1995,23165.16983
CAN,24,1996,22982.05719
CAN,24,1997,23369.13462
CAN,24,1998,24192.55578
CAN,24,1999,24952.97025
CAN,24,2000,25673.59608
CAN,24,2001,26069.62627
CAN,24,2002,25832.83676
CAN,24,2003,25801.87807
CAN,24,2004,25580.3983
CAN,24,2005,25702.83623
CAN,24,2006,25429.66032
CAN,24,2007,25789.81675
CAN,24,2008,25990.01975
CAN,24,2009,25607.93968
CAN,24,2010,.
CAN,24,2011,.
CAN,25,1995,5938.888434
CAN,25,1996,6109.856816
CAN,25,1997,6492.356845
CAN,25,1998,6769.328473
CAN,25,1999,6953.262727
CAN,25,2000,7177.01103
CAN,25,2001,7328.151879
CAN,25,2002,7276.410966
CAN,25,2003,7377.633141
CAN,25,2004,7488.964716
CAN,25,2005,7579.292115
CAN,25,2006,7747.03695
CAN,25,2007,7837.912071
CAN,25,2008,7883.07286
CAN,25,2009,7535.449354
CAN,25,2010,.
CAN,25,2011,.
CAN,26,1995,5664.775227
CAN,26,1996,5611.390429
CAN,26,1997,5642.169153
CAN,26,1998,5837.601139
CAN,26,1999,5988.495181
CAN,26,2000,6052.683848
CAN,26,2001,6022.806299
CAN,26,2002,6013.835225
CAN,26,2003,6096.843928
CAN,26,2004,6155.380249
CAN,26,2005,6251.04282
CAN,26,2006,6429.719738
CAN,26,2007,6796.506118
CAN,26,2008,6867.531543
CAN,26,2009,6810.684041
CAN,26,2010,.
CAN,26,2011,.
CAN,27t28,1995,25706.50604
CAN,27t28,1996,25821.84814
CAN,27t28,1997,26482.80133
CAN,27t28,1998,27151.1704
CAN,27t28,1999,28110.60287
CAN,27t28,2000,29086.63661
CAN,27t28,2001,28647.67523
CAN,27t28,2002,27684.30245
CAN,27t28,2003,27474.64605
CAN,27t28,2004,28044.59217
CAN,27t28,2005,27967.74856
CAN,27t28,2006,27741.40972
CAN,27t28,2007,27725.87939
CAN,27t28,2008,28004.81677
CAN,27t28,2009,27362.12703
CAN,27t28,2010,.
CAN,27t28,2011,.
CAN,29,1995,6343.481969
CAN,29,1996,6610.741301
CAN,29,1997,7105.011577
CAN,29,1998,7339.586944
CAN,29,1999,7390.026111
CAN,29,2000,7406.809771
CAN,29,2001,7404.280669
CAN,29,2002,7268.89486
CAN,29,2003,7227.506595
CAN,29,2004,7290.563185
CAN,29,2005,7411.643195
CAN,29,2006,7419.077417
CAN,29,2007,7512.876502
CAN,29,2008,7715.706528
CAN,29,2009,7813.256728
CAN,29,2010,.
CAN,29,2011,.
CAN,30t33,1995,7105.603829
CAN,30t33,1996,7313.71226
CAN,30t33,1997,7507.352627
CAN,30t33,1998,7880.146287
CAN,30t33,1999,8837.973003
CAN,30t33,2000,10200.64315
CAN,30t33,2001,11299.77377
CAN,30t33,2002,11242.67749
CAN,30t33,2003,10854.38863
CAN,30t33,2004,10647.23096
CAN,30t33,2005,10612.10184
CAN,30t33,2006,10786.67718
CAN,30t33,2007,11295.271
CAN,30t33,2008,11092.88534
CAN,30t33,2009,10997.93951
CAN,30t33,2010,.
CAN,30t33,2011,.
CAN,34t35,1995,22914.22976
CAN,34t35,1996,24176.5246
CAN,34t35,1997,25926.99567
CAN,34t35,1998,27289.65148
CAN,34t35,1999,27820.29788
CAN,34t35,2000,27754.63223
CAN,34t35,2001,27889.22272
CAN,34t35,2002,27692.02121
CAN,34t35,2003,28706.86058
CAN,34t35,2004,29044.59304
CAN,34t35,2005,29478.83695
CAN,34t35,2006,30365.92933
CAN,34t35,2007,31653.15596
CAN,34t35,2008,31991.9409
CAN,34t35,2009,30485.47876
CAN,34t35,2010,.
CAN,34t35,2011,.
CAN,36t37,1995,5168.894792
CAN,36t37,1996,5236.68102
CAN,36t37,1997,5375.870324
CAN,36t37,1998,5454.398587
CAN,36t37,1999,5622.888562
CAN,36t37,2000,5709.495252
CAN,36t37,2001,5706.296042
CAN,36t37,2002,5702.425716
CAN,36t37,2003,5742.278918
CAN,36t37,2004,5776.603679
CAN,36t37,2005,5891.17721
CAN,36t37,2006,5984.998832
CAN,36t37,2007,6279.943003
CAN,36t37,2008,6476.347868
CAN,36t37,2009,6286.53539
CAN,36t37,2010,.
CAN,36t37,2011,.
CAN,E,1995,172206.5563
CAN,E,1996,170751.6962
CAN,E,1997,168928.1418
CAN,E,1998,168418.8563
CAN,E,1999,167828.5151
CAN,E,2000,167605.7585
CAN,E,2001,168219.779
CAN,E,2002,169386.7887
CAN,E,2003,171770.2903
CAN,E,2004,174529.5445
CAN,E,2005,176969.3202
CAN,E,2006,180384.4296
CAN,E,2007,184918.8137
CAN,E,2008,189900.7701
CAN,E,2009,196262.6976
CAN,E,2010,.
CAN,E,2011,.
CAN,F,1995,19920.07238
CAN,F,1996,19961.86774
CAN,F,1997,20677.13912
CAN,F,1998,21386.76599
CAN,F,1999,22284.17921
CAN,F,2000,23311.8275
CAN,F,2001,24412.01831
CAN,F,2002,25854.87103
CAN,F,2003,26758.07562
CAN,F,2004,28277.63471
CAN,F,2005,29870.16749
CAN,F,2006,31835.37243
CAN,F,2007,34219.09718
CAN,F,2008,36512.39028
CAN,F,2009,37646.19977
CAN,F,2010,.
CAN,F,2011,.
CAN,50,1995,4199.253813
CAN,50,1996,4634.300048
CAN,50,1997,4902.731239
CAN,50,1998,4702.303327
CAN,50,1999,4528.667751
CAN,50,2000,4464.084138
CAN,50,2001,4418.154791
CAN,50,2002,4317.404754
CAN,50,2003,4449.444534
CAN,50,2004,4771.685617
CAN,50,2005,4938.560505
CAN,50,2006,5034.898336
CAN,50,2007,5131.058453
CAN,50,2008,5364.93817
CAN,50,2009,5670.784466
CAN,50,2010,.
CAN,50,2011,.
CAN,51,1995,17358.94997
CAN,51,1996,18658.14005
CAN,51,1997,20619.52931
CAN,51,1998,22190.2013
CAN,51,1999,23457.44106
CAN,51,2000,24368.19218
CAN,51,2001,25687.10265
CAN,51,2002,26643.52846
CAN,51,2003,28045.11657
CAN,51,2004,29675.88649
CAN,51,2005,31713.23301
CAN,51,2006,33504.53512
CAN,51,2007,35647.05846
CAN,51,2008,38068.27021
CAN,51,2009,39277.8658
CAN,51,2010,.
CAN,51,2011,.
CAN,52,1995,34846.48477
CAN,52,1996,35697.67555
CAN,52,1997,37494.57445
CAN,52,1998,39167.0938
CAN,52,1999,40526.25863
CAN,52,2000,42480.57479
CAN,52,2001,44789.54
CAN,52,2002,46891.95939
CAN,52,2003,50059.05299
CAN,52,2004,54635.63269
CAN,52,2005,58142.1194
CAN,52,2006,61435.03068
CAN,52,2007,66315.37451
CAN,52,2008,70738.97915
CAN,52,2009,72474.00851
CAN,52,2010,.
CAN,52,2011,.
CAN,H,1995,28960.35394
CAN,H,1996,29112.6089
CAN,H,1997,29733.15422
CAN,H,1998,29939.95012
CAN,H,1999,29940.21173
CAN,H,2000,29673.29981
CAN,H,2001,29352.85827
CAN,H,2002,29328.21714
CAN,H,2003,29932.56926
CAN,H,2004,30741.46864
CAN,H,2005,31825.02358
CAN,H,2006,32362.51137
CAN,H,2007,33173.2748
CAN,H,2008,33877.32308
CAN,H,2009,35178.00057
CAN,H,2010,.
CAN,H,2011,.
CAN,60,1995,64761.30766
CAN,60,1996,65781.75399
CAN,60,1997,68310.91244
CAN,60,1998,70647.01708
CAN,60,1999,73649.72312
CAN,60,2000,75991.53676
CAN,60,2001,79705.48501
CAN,60,2002,80593.04998
CAN,60,2003,82307.06747
CAN,60,2004,85770.06212
CAN,60,2005,88149.22442
CAN,60,2006,91384.99872
CAN,60,2007,95243.69162
CAN,60,2008,99634.61807
CAN,60,2009,101237.6688
CAN,60,2010,.
CAN,60,2011,.
CAN,61,1995,3862.095379
CAN,61,1996,3922.950559
CAN,61,1997,4073.779063
CAN,61,1998,4301.465995
CAN,61,1999,4110.468786
CAN,61,2000,4236.786052
CAN,61,2001,4367.828653
CAN,61,2002,4774.352415
CAN,61,2003,5196.35049
CAN,61,2004,4755.530281
CAN,61,2005,5066.635319
CAN,61,2006,5167.765284
CAN,61,2007,5385.971986
CAN,61,2008,5634.276167
CAN,61,2009,5724.927695
CAN,61,2010,.
CAN,61,2011,.
CAN,62,1995,19048.80891
CAN,62,1996,19348.9617
CAN,62,1997,20092.88516
CAN,62,1998,22753.43254
CAN,62,1999,24027.71893
CAN,62,2000,23885.04725
CAN,62,2001,21845.70636
CAN,62,2002,21556.57336
CAN,62,2003,19970.77602
CAN,62,2004,19414.61763
CAN,62,2005,20293.52155
CAN,62,2006,21007.4724
CAN,62,2007,21894.50403
CAN,62,2008,22903.88486
CAN,62,2009,23272.39221
CAN,62,2010,.
CAN,62,2011,.
CAN,63,1995,14898.54643
CAN,63,1996,15133.30337
CAN,63,1997,15715.14438
CAN,63,1998,17499.06463
CAN,63,1999,19626.16521
CAN,63,2000,20262.52912
CAN,63,2001,21757.10329
CAN,63,2002,23893.27608
CAN,63,2003,25636.65688
CAN,63,2004,24921.33123
CAN,63,2005,25377.19778
CAN,63,2006,25930.69834
CAN,63,2007,27025.61111
CAN,63,2008,28271.54634
CAN,63,2009,28726.41557
CAN,63,2010,.
CAN,63,2011,.
CAN,64,1995,56922.73799
CAN,64,1996,58662.79972
CAN,64,1997,61807.45271
CAN,64,1998,64657.62543
CAN,64,1999,68970.54097
CAN,64,2000,74177.24891
CAN,64,2001,78717.42905
CAN,64,2002,80372.43982
CAN,64,2003,80530.94735
CAN,64,2004,82257.5501
CAN,64,2005,84116.79573
CAN,64,2006,77759.23379
CAN,64,2007,72338.60506
CAN,64,2008,67751.31871
CAN,64,2009,63807.19316
CAN,64,2010,.
CAN,64,2011,.
CAN,J,1995,38589.00306
CAN,J,1996,41695.85863
CAN,J,1997,46391.10525
CAN,J,1998,54112.63191
CAN,J,1999,65313.3413
CAN,J,2000,73081.8704
CAN,J,2001,76937.20222
CAN,J,2002,79422.5779
CAN,J,2003,81672.34167
CAN,J,2004,86013.27729
CAN,J,2005,91290.79993
CAN,J,2006,100097.5737
CAN,J,2007,106538.6782
CAN,J,2008,109815.4704
CAN,J,2009,107109.1952
CAN,J,2010,.
CAN,J,2011,.
CAN,70,1995,1095244.246
CAN,70,1996,1123018.584
CAN,70,1997,1154762.293
CAN,70,1998,1185201.683
CAN,70,1999,1216613.603
CAN,70,2000,1248950.368
CAN,70,2001,1285909.24
CAN,70,2002,1330151.911
CAN,70,2003,1376762.549
CAN,70,2004,1427465.74
CAN,70,2005,1479760.031
CAN,70,2006,1533686.214
CAN,70,2007,1588651.055
CAN,70,2008,1640913.164
CAN,70,2009,1686919.15
CAN,70,2010,.
CAN,70,2011,.
CAN,71t74,1995,25854.53936
CAN,71t74,1996,27848.03744
CAN,71t74,1997,30749.46433
CAN,71t74,1998,34583.66182
CAN,71t74,1999,40614.28463
CAN,71t74,2000,47764.1389
CAN,71t74,2001,51801.10246
CAN,71t74,2002,58234.91436
CAN,71t74,2003,63606.39254
CAN,71t74,2004,69270.34512
CAN,71t74,2005,77098.1004
CAN,71t74,2006,92795.3128
CAN,71t74,2007,104918.3386
CAN,71t74,2008,118285.4492
CAN,71t74,2009,125731.5376
CAN,71t74,2010,.
CAN,71t74,2011,.
CAN,L,1995,305183.0441
CAN,L,1996,309762.972
CAN,L,1997,313439.2405
CAN,L,1998,316720.105
CAN,L,1999,321887.2131
CAN,L,2000,326305.2267
CAN,L,2001,331622.5463
CAN,L,2002,336330.4928
CAN,L,2003,342099.3422
CAN,L,2004,349303.7586
CAN,L,2005,358544.0731
CAN,L,2006,368939.9416
CAN,L,2007,379995.7293
CAN,L,2008,392705.1994
CAN,L,2009,406508.1401
CAN,L,2010,.
CAN,L,2011,.
CAN,M,1995,59248.71147
CAN,M,1996,60677.77245
CAN,M,1997,61926.91638
CAN,M,1998,62984.63716
CAN,M,1999,64235.06727
CAN,M,2000,66192.51193
CAN,M,2001,68766.40621
CAN,M,2002,71580.4611
CAN,M,2003,74499.30716
CAN,M,2004,77040.55373
CAN,M,2005,79943.38472
CAN,M,2006,83191.32431
CAN,M,2007,86634.0781
CAN,M,2008,89535.41592
CAN,M,2009,92411.67083
CAN,M,2010,.
CAN,M,2011,.
CAN,N,1995,36654.63197
CAN,N,1996,37232.30402
CAN,N,1997,37741.4357
CAN,N,1998,38381.5099
CAN,N,1999,40241.46694
CAN,N,2000,42088.70898
CAN,N,2001,44253.49876
CAN,N,2002,46502.314
CAN,N,2003,49435.06214
CAN,N,2004,52081.10254
CAN,N,2005,55629.14212
CAN,N,2006,59204.87684
CAN,N,2007,62792.51938
CAN,N,2008,65651.49409
CAN,N,2009,68828.22056
CAN,N,2010,.
CAN,N,2011,.
CAN,O,1995,27355.78476
CAN,O,1996,29246.06777
CAN,O,1997,32093.32661
CAN,O,1998,33190.55224
CAN,O,1999,34541.40637
CAN,O,2000,35671.65245
CAN,O,2001,36375.17097
CAN,O,2002,37207.1474
CAN,O,2003,38647.54358
CAN,O,2004,40366.27431
CAN,O,2005,42099.00103
CAN,O,2006,47645.94418
CAN,O,2007,53511.9689
CAN,O,2008,58683.92928
CAN,O,2009,62753.44914
CAN,O,2010,.
CAN,O,2011,.
CAN,P,1995,NA
CAN,P,1996,NA
CAN,P,1997,NA
CAN,P,1998,NA
CAN,P,1999,NA
CAN,P,2000,NA
CAN,P,2001,NA
CAN,P,2002,NA
CAN,P,2003,NA
CAN,P,2004,NA
CAN,P,2005,NA
CAN,P,2006,NA
CAN,P,2007,NA
CAN,P,2008,NA
CAN,P,2009,NA
CAN,P,2010,.
CAN,P,2011,.
CHN,AtB,1995,2322111.373
CHN,AtB,1996,2263253.88
CHN,AtB,1997,2207528.511
CHN,AtB,1998,2154146.585
CHN,AtB,1999,2104105.903
CHN,AtB,2000,2056936.626
CHN,AtB,2001,2013690.874
CHN,AtB,2002,1974286.696
CHN,AtB,2003,1940386.251
CHN,AtB,2004,1914103.396
CHN,AtB,2005,1894162.873
CHN,AtB,2006,1879021.26
CHN,AtB,2007,1868837
CHN,AtB,2008,1868649.799
CHN,AtB,2009,1862167.863
CHN,AtB,2010,.
CHN,AtB,2011,.
CHN,C,1995,1229258.157
CHN,C,1996,1229445.086
CHN,C,1997,1229615.208
CHN,C,1998,1229101.538
CHN,C,1999,1229149.028
CHN,C,2000,1229412.512
CHN,C,2001,1231174.607
CHN,C,2002,1234487.165
CHN,C,2003,1241268.245
CHN,C,2004,1253907.82
CHN,C,2005,1271140.475
CHN,C,2006,1291411.27
CHN,C,2007,1314993.325
CHN,C,2008,1347397.683
CHN,C,2009,1371194.049
CHN,C,2010,.
CHN,C,2011,.
CHN,15t16,1995,687927.4985
CHN,15t16,1996,727805.8485
CHN,15t16,1997,765114.4071
CHN,15t16,1998,799213.4014
CHN,15t16,1999,831762.6245
CHN,15t16,2000,862483.994
CHN,15t16,2001,893055.2897
CHN,15t16,2002,923650.8676
CHN,15t16,2003,956686.2638
CHN,15t16,2004,995121.3273
CHN,15t16,2005,1037483.882
CHN,15t16,2006,1081961.135
CHN,15t16,2007,1128953.578
CHN,15t16,2008,1185166.494
CHN,15t16,2009,1229605.103
CHN,15t16,2010,.
CHN,15t16,2011,.
CHN,17t18,1995,390303.115
CHN,17t18,1996,409828.0114
CHN,17t18,1997,428023.7279
CHN,17t18,1998,444539.9889
CHN,17t18,1999,460286.2496
CHN,17t18,2000,475108.0897
CHN,17t18,2001,489922.1516
CHN,17t18,2002,504819.1036
CHN,17t18,2003,521116.0951
CHN,17t18,2004,540423.7022
CHN,17t18,2005,561921.8144
CHN,17t18,2006,584607.807
CHN,17t18,2007,608694.5947
CHN,17t18,2008,637845.0704
CHN,17t18,2009,660550.2442
CHN,17t18,2010,.
CHN,17t18,2011,.
CHN,19,1995,78346.88563
CHN,19,1996,82571.4967
CHN,19,1997,86508.54943
CHN,19,1998,90086.21712
CHN,19,1999,93493.84692
CHN,19,2000,96700.12025
CHN,19,2001,99895.77569
CHN,19,2002,103100.2262
CHN,19,2003,106587.1769
CHN,19,2004,110691.1421
CHN,19,2005,115242.5514
CHN,19,2006,120033.9532
CHN,19,2007,125109.9293
CHN,19,2008,131230.4501
CHN,19,2009,136009.2845
CHN,19,2010,.
CHN,19,2011,.
CHN,20,1995,89610.54347
CHN,20,1996,96668.75551
CHN,20,1997,103246.7833
CHN,20,1998,109251.4293
CHN,20,1999,114948.7664
CHN,20,2000,120300.6308
CHN,20,2001,125574.3133
CHN,20,2002,130800.8605
CHN,20,2003,136361.2086
CHN,20,2004,142719.7594
CHN,20,2005,149646.494
CHN,20,2006,156858.9905
CHN,20,2007,164421.6775
CHN,20,2008,173383.9274
CHN,20,2009,180462.3371
CHN,20,2010,.
CHN,20,2011,.
CHN,21t22,1995,165847.9155
CHN,21t22,1996,179002.2485
CHN,21t22,1997,191276.2321
CHN,21t22,1998,202496.7207
CHN,21t22,1999,213152.873
CHN,21t22,2000,223173.5467
CHN,21t22,2001,233050.7566
CHN,21t22,2002,242841.5403
CHN,21t22,2003,253248.122
CHN,21t22,2004,265127.4016
CHN,21t22,2005,278056.8405
CHN,21t22,2006,291516.7088
CHN,21t22,2007,305626.1421
CHN,21t22,2008,322320.3789
CHN,21t22,2009,335548.1929
CHN,21t22,2010,.
CHN,21t22,2011,.
CHN,23,1995,179530.2992
CHN,23,1996,183137.9932
CHN,23,1997,186470.6267
CHN,23,1998,189384.2161
CHN,23,1999,192208.217
CHN,23,2000,194872.0787
CHN,23,2001,197707.4925
CHN,23,2002,200735.1843
CHN,23,2003,204435.5874
CHN,23,2004,209395.9678
CHN,23,2005,215290.3553
CHN,23,2006,221728.3644
CHN,23,2007,228778.6251
CHN,23,2008,237801.0283
CHN,23,2009,244467.7404
CHN,23,2010,.
CHN,23,2011,.
CHN,24,1995,403746.5478
CHN,24,1996,440841.4046
CHN,24,1997,475443.9912
CHN,24,1998,507107.1805
CHN,24,1999,537137.1871
CHN,24,2000,565355.3048
CHN,24,2001,593073.6386
CHN,24,2002,620451.3783
CHN,24,2003,649355.7765
CHN,24,2004,682062.7027
CHN,24,2005,717458.6305
CHN,24,2006,754172.5786
CHN,24,2007,792525.4849
CHN,24,2008,837647.4279
CHN,24,2009,873516.1841
CHN,24,2010,.
CHN,24,2011,.
CHN,25,1995,155931.6865
CHN,25,1996,171044.4855
CHN,25,1997,185135.2238
CHN,25,1998,198027.4681
CHN,25,1999,210245.2631
CHN,25,2000,221718.9758
CHN,25,2001,232974.5395
CHN,25,2002,244076.8933
CHN,25,2003,255773.3145
CHN,25,2004,268973.929
CHN,25,2005,283234.1699
CHN,25,2006,298006.7791
CHN,25,2007,313420.7142
CHN,25,2008,331526.3199
CHN,25,2009,345921.5791
CHN,25,2010,.
CHN,25,2011,.
CHN,26,1995,613285.8092
CHN,26,1996,606264.0385
CHN,26,1997,599743.0567
CHN,26,1998,593332.6574
CHN,26,1999,587664.6603
CHN,26,2000,582519.5497
CHN,26,2001,578546.5364
CHN,26,2002,575733.9711
CHN,26,2003,575062.3794
CHN,26,2004,577749.7732
CHN,26,2005,583059.7648
CHN,26,2006,590117.2827
CHN,26,2007,599032.9435
CHN,26,2008,612695.6687
CHN,26,2009,621785.0091
CHN,26,2010,.
CHN,26,2011,.
CHN,27t28,1995,790258.5942
CHN,27t28,1996,807057.5541
CHN,27t28,1997,822654.3986
CHN,27t28,1998,836435.4522
CHN,27t28,1999,849792.7068
CHN,27t28,2000,862428.2407
CHN,27t28,2001,875748.9302
CHN,27t28,2002,889849.1034
CHN,27t28,2003,906773.089
CHN,27t28,2004,929027.4104
CHN,27t28,2005,955255.1788
CHN,27t28,2006,983817.9963
CHN,27t28,2007,1015015.634
CHN,27t28,2008,1054626.046
CHN,27t28,2009,1084326.354
CHN,27t28,2010,.
CHN,27t28,2011,.
CHN,29,1995,307280.9035
CHN,29,1996,335621.4734
CHN,29,1997,362212.2914
CHN,29,1998,386708.6481
CHN,29,1999,410056.6881
CHN,29,2000,432114.8316
CHN,29,2001,453839.6886
CHN,29,2002,475344.3823
CHN,29,2003,498001.276
CHN,29,2004,523491.4502
CHN,29,2005,551007.8347
CHN,29,2006,579548.4089
CHN,29,2007,609351.6175
CHN,29,2008,644200.0078
CHN,29,2009,672313.3919
CHN,29,2010,.
CHN,29,2011,.
CHN,30t33,1995,298662.2036
CHN,30t33,1996,355366.5371
CHN,30t33,1997,407510.8956
CHN,30t33,1998,454689.0162
CHN,30t33,1999,498694.5024
CHN,30t33,2000,539419.6773
CHN,30t33,2001,578625.2352
CHN,30t33,2002,616591.2468
CHN,30t33,2003,655736.7136
CHN,30t33,2004,698957.6823
CHN,30t33,2005,744847.1433
CHN,30t33,2006,791693.4223
CHN,30t33,2007,839934.4022
CHN,30t33,2008,896047.6647
CHN,30t33,2009,939822.7836
CHN,30t33,2010,.
CHN,30t33,2011,.
CHN,34t35,1995,157462.3953
CHN,34t35,1996,185053.9871
CHN,34t35,1997,210117.8855
CHN,34t35,1998,232483.2912
CHN,34t35,1999,253123.0691
CHN,34t35,2000,272006.4406
CHN,34t35,2001,290073.4197
CHN,34t35,2002,307480.9558
CHN,34t35,2003,325496.6475
CHN,34t35,2004,345621.5298
CHN,34t35,2005,367100.6402
CHN,34t35,2006,389030.7005
CHN,34t35,2007,411638.3614
CHN,34t35,2008,438291.4699
CHN,34t35,2009,458429.5381
CHN,34t35,2010,.
CHN,34t35,2011,.
CHN,36t37,1995,41555.21913
CHN,36t37,1996,50956.4048
CHN,36t37,1997,59460.57839
CHN,36t37,1998,67025.31121
CHN,36t37,1999,73971.10444
CHN,36t37,2000,80296.92251
CHN,36t37,2001,86309.79125
CHN,36t37,2002,92065.70516
CHN,36t37,2003,97973.24469
CHN,36t37,2004,104513.2162
CHN,36t37,2005,111446.5483
CHN,36t37,2006,118487.7917
CHN,36t37,2007,125711.8968
CHN,36t37,2008,134192.6424
CHN,36t37,2009,140568.1927
CHN,36t37,2010,.
CHN,36t37,2011,.
CHN,E,1995,616398.5457
CHN,E,1996,729808.4898
CHN,E,1997,835416.1194
CHN,E,1998,932266.3569
CHN,E,1999,1023653.073
CHN,E,2000,1109251.935
