iso_i,Code,year,real_k
GRC,29,2008,1101.210727
GRC,29,2009,1154.099601
GRC,29,2010,.
GRC,29,2011,.
GRC,30t33,1995,479.4046584
GRC,30t33,1996,487.8499274
GRC,30t33,1997,507.0138474
GRC,30t33,1998,523.1741359
GRC,30t33,1999,543.8808611
GRC,30t33,2000,578.2634341
GRC,30t33,2001,715.2423861
GRC,30t33,2002,765.6265143
GRC,30t33,2003,781.7207384
GRC,30t33,2004,790.2244542
GRC,30t33,2005,804.5201188
GRC,30t33,2006,803.3066133
GRC,30t33,2007,821.2077959
GRC,30t33,2008,849.8330715
GRC,30t33,2009,861.4386985
GRC,30t33,2010,.
GRC,30t33,2011,.
GRC,34t35,1995,334.0671605
GRC,34t35,1996,309.4432651
GRC,34t35,1997,295.7609589
GRC,34t35,1998,306.3574307
GRC,34t35,1999,317.0254415
GRC,34t35,2000,320.4660819
GRC,34t35,2001,350.7183462
GRC,34t35,2002,355.2509294
GRC,34t35,2003,351.0564966
GRC,34t35,2004,365.9755157
GRC,34t35,2005,382.6861168
GRC,34t35,2006,378.5301163
GRC,34t35,2007,437.1895164
GRC,34t35,2008,501.9802161
GRC,34t35,2009,545.3757954
GRC,34t35,2010,.
GRC,34t35,2011,.
GRC,36t37,1995,732.9902499
GRC,36t37,1996,720.1547753
GRC,36t37,1997,713.3359206
GRC,36t37,1998,705.6716069
GRC,36t37,1999,703.925699
GRC,36t37,2000,705.3421158
GRC,36t37,2001,726.0254446
GRC,36t37,2002,741.1104275
GRC,36t37,2003,752.5288679
GRC,36t37,2004,764.5936599
GRC,36t37,2005,772.1441405
GRC,36t37,2006,779.6900352
GRC,36t37,2007,793.7217077
GRC,36t37,2008,814.6556611
GRC,36t37,2009,825.0704799
GRC,36t37,2010,.
GRC,36t37,2011,.
GRC,E,1995,13409.36044
GRC,E,1996,14148.91109
GRC,E,1997,14779.18488
GRC,E,1998,15197.75322
GRC,E,1999,15493.76763
GRC,E,2000,15877.3074
GRC,E,2001,16180.24601
GRC,E,2002,16278.83853
GRC,E,2003,16344.54484
GRC,E,2004,16412.20704
GRC,E,2005,16481.36298
GRC,E,2006,16543.51811
GRC,E,2007,16583.30848
GRC,E,2008,16631.89692
GRC,E,2009,16671.5686
GRC,E,2010,.
GRC,E,2011,.
GRC,F,1995,3151.987837
GRC,F,1996,3033.04343
GRC,F,1997,2950.964814
GRC,F,1998,2881.180137
GRC,F,1999,2845.977214
GRC,F,2000,2765.695239
GRC,F,2001,2994.840599
GRC,F,2002,3077.77961
GRC,F,2003,3410.487025
GRC,F,2004,3561.950583
GRC,F,2005,3594.976992
GRC,F,2006,3652.651977
GRC,F,2007,3769.439677
GRC,F,2008,3895.852258
GRC,F,2009,3947.934729
GRC,F,2010,.
GRC,F,2011,.
GRC,50,1995,473.9162871
GRC,50,1996,512.6945663
GRC,50,1997,545.8719356
GRC,50,1998,568.4255036
GRC,50,1999,604.5862827
GRC,50,2000,639.9036299
GRC,50,2001,836.1163957
GRC,50,2002,978.3103653
GRC,50,2003,1081.966505
GRC,50,2004,1208.810505
GRC,50,2005,1412.786733
GRC,50,2006,1793.066776
GRC,50,2007,2088.323138
GRC,50,2008,2380.99839
GRC,50,2009,2595.387589
GRC,50,2010,.
GRC,50,2011,.
GRC,51,1995,3709.453321
GRC,51,1996,3749.493838
GRC,51,1997,3787.476657
GRC,51,1998,3843.985744
GRC,51,1999,3976.769959
GRC,51,2000,4106.323281
GRC,51,2001,4259.728329
GRC,51,2002,4868.070668
GRC,51,2003,5223.936986
GRC,51,2004,5811.24451
GRC,51,2005,6330.843053
GRC,51,2006,7114.022083
GRC,51,2007,7785.176996
GRC,51,2008,8545.034036
GRC,51,2009,9048.681092
GRC,51,2010,.
GRC,51,2011,.
GRC,52,1995,8857.223709
GRC,52,1996,8813.803155
GRC,52,1997,8775.058842
GRC,52,1998,8702.884776
GRC,52,1999,8709.599096
GRC,52,2000,8712.792383
GRC,52,2001,8475.684174
GRC,52,2002,8720.911305
GRC,52,2003,8814.411817
GRC,52,2004,8772.310246
GRC,52,2005,8896.656892
GRC,52,2006,9563.31138
GRC,52,2007,9927.549342
GRC,52,2008,10367.6807
GRC,52,2009,10615.25662
GRC,52,2010,.
GRC,52,2011,.
GRC,H,1995,13620.01968
GRC,H,1996,13474.05291
GRC,H,1997,13324.61011
GRC,H,1998,13200.91366
GRC,H,1999,13153.77284
GRC,H,2000,13145.00995
GRC,H,2001,13124.19788
GRC,H,2002,12936.7922
GRC,H,2003,12989.00436
GRC,H,2004,13137.12895
GRC,H,2005,13252.21067
GRC,H,2006,13701.50429
GRC,H,2007,13964.29137
GRC,H,2008,14236.61069
GRC,H,2009,14444.73069
GRC,H,2010,.
GRC,H,2011,.
GRC,60,1995,3503.321091
GRC,60,1996,4043.259522
GRC,60,1997,4657.511269
GRC,60,1998,5268.008765
GRC,60,1999,6147.535764
GRC,60,2000,6831.857041
GRC,60,2001,7304.362798
GRC,60,2002,8280.891588
GRC,60,2003,9686.929303
GRC,60,2004,11421.96335
GRC,60,2005,11816.19882
GRC,60,2006,11912.52553
GRC,60,2007,12634.87731
GRC,60,2008,13334.08247
GRC,60,2009,13940.46767
GRC,60,2010,.
GRC,60,2011,.
GRC,61,1995,546.5718987
GRC,61,1996,1333.135931
GRC,61,1997,2034.625831
GRC,61,1998,2988.900031
GRC,61,1999,4022.875725
GRC,61,2000,4880.53138
GRC,61,2001,5358.80046
GRC,61,2002,7351.41233
GRC,61,2003,9439.077422
GRC,61,2004,10446.24342
GRC,61,2005,10964.15365
GRC,61,2006,11375.26767
GRC,61,2007,12293.33103
GRC,61,2008,12776.5679
GRC,61,2009,13733.35328
GRC,61,2010,.
GRC,61,2011,.
GRC,62,1995,374.039381
GRC,62,1996,351.3221121
GRC,62,1997,330.1860206
GRC,62,1998,323.9116752
GRC,62,1999,325.5694065
GRC,62,2000,321.4638513
GRC,62,2001,494.0040217
GRC,62,2002,788.6219653
GRC,62,2003,755.3760955
GRC,62,2004,708.268766
GRC,62,2005,667.3805016
GRC,62,2006,630.7211069
GRC,62,2007,598.2305845
GRC,62,2008,567.8035951
GRC,62,2009,538.6076749
GRC,62,2010,.
GRC,62,2011,.
GRC,63,1995,496.4061334
GRC,63,1996,504.6112923
GRC,63,1997,520.3405225
GRC,63,1998,536.577004
GRC,63,1999,571.1697989
GRC,63,2000,593.6494156
GRC,63,2001,672.1313358
GRC,63,2002,688.4604236
GRC,63,2003,810.8564288
GRC,63,2004,1100.661016
GRC,63,2005,1252.073901
GRC,63,2006,1302.554161
GRC,63,2007,1358.150165
GRC,63,2008,1417.617794
GRC,63,2009,1462.354316
GRC,63,2010,.
GRC,63,2011,.
GRC,64,1995,9378.655167
GRC,64,1996,9594.119583
GRC,64,1997,9834.562271
GRC,64,1998,10345.61976
GRC,64,1999,11050.39781
GRC,64,2000,11703.99072
GRC,64,2001,13279.67941
GRC,64,2002,13748.12392
GRC,64,2003,14219.06435
GRC,64,2004,14663.13507
GRC,64,2005,15799.12382
GRC,64,2006,16106.84142
GRC,64,2007,17103.05707
GRC,64,2008,18204.75972
GRC,64,2009,19034.11958
GRC,64,2010,.
GRC,64,2011,.
GRC,J,1995,2121.010588
GRC,J,1996,2198.236879
GRC,J,1997,2283.785427
GRC,J,1998,2476.848214
GRC,J,1999,2523.608257
GRC,J,2000,2751.726074
GRC,J,2001,2925.486082
GRC,J,2002,3044.614412
GRC,J,2003,3008.306772
GRC,J,2004,3062.434178
GRC,J,2005,3084.810827
GRC,J,2006,3118.009954
GRC,J,2007,3186.531573
GRC,J,2008,3262.899827
GRC,J,2009,3308.612825
GRC,J,2010,.
GRC,J,2011,.
GRC,70,1995,78748.94855
GRC,70,1996,82569.14027
GRC,70,1997,86711.53433
GRC,70,1998,91884.0123
GRC,70,1999,97576.85778
GRC,70,2000,104413.534
GRC,70,2001,111745.3487
GRC,70,2002,120153.0823
GRC,70,2003,129674.115
GRC,70,2004,138911.5635
GRC,70,2005,147987.0786
GRC,70,2006,160128.6923
GRC,70,2007,170994.9053
GRC,70,2008,178326.0556
GRC,70,2009,183630.2445
GRC,70,2010,.
GRC,70,2011,.
GRC,71t74,1995,1361.236192
GRC,71t74,1996,1691.052833
GRC,71t74,1997,2064.579997
GRC,71t74,1998,2561.067725
GRC,71t74,1999,3109.193393
GRC,71t74,2000,3591.258015
GRC,71t74,2001,3964.218471
GRC,71t74,2002,4528.744782
GRC,71t74,2003,5320.228594
GRC,71t74,2004,6263.924184
GRC,71t74,2005,6768.732835
GRC,71t74,2006,6897.048321
GRC,71t74,2007,7919.431038
GRC,71t74,2008,8901.155801
GRC,71t74,2009,9453.259494
GRC,71t74,2010,.
GRC,71t74,2011,.
GRC,L,1995,41262.68735
GRC,L,1996,42797.61902
GRC,L,1997,44514.94011
GRC,L,1998,46232.99648
GRC,L,1999,47721.8771
GRC,L,2000,49560.51013
GRC,L,2001,51549.56864
GRC,L,2002,53558.052
GRC,L,2003,55758.03679
GRC,L,2004,57948.14484
GRC,L,2005,59592.78901
GRC,L,2006,61677.81504
GRC,L,2007,63845.4154
GRC,L,2008,66109.58151
GRC,L,2009,68250.94597
GRC,L,2010,.
GRC,L,2011,.
GRC,M,1995,6312.95983
GRC,M,1996,6376.855946
GRC,M,1997,6587.415278
GRC,M,1998,6736.853102
GRC,M,1999,7103.541185
GRC,M,2000,7503.285232
GRC,M,2001,7783.088175
GRC,M,2002,7865.971527
GRC,M,2003,8244.139508
GRC,M,2004,8535.52742
GRC,M,2005,8653.110715
GRC,M,2006,8691.111396
GRC,M,2007,8723.100364
GRC,M,2008,8742.662547
GRC,M,2009,8768.954584
GRC,M,2010,.
GRC,M,2011,.
GRC,N,1995,2260.36339
GRC,N,1996,2323.688002
GRC,N,1997,2423.283012
GRC,N,1998,2522.274221
GRC,N,1999,2662.907525
GRC,N,2000,2843.18275
GRC,N,2001,3170.226615
GRC,N,2002,3513.883898
GRC,N,2003,3875.538671
GRC,N,2004,4168.584313
GRC,N,2005,4404.139166
GRC,N,2006,4627.629684
GRC,N,2007,4897.479785
GRC,N,2008,5180.336279
GRC,N,2009,5342.803561
GRC,N,2010,.
GRC,N,2011,.
GRC,O,1995,7063.058063
GRC,O,1996,7835.558429
GRC,O,1997,8537.575853
GRC,O,1998,9211.173499
GRC,O,1999,10030.56088
GRC,O,2000,10836.04887
GRC,O,2001,11098.23483
GRC,O,2002,11575.5034
GRC,O,2003,12331.9573
GRC,O,2004,12955.65056
GRC,O,2005,13456.58182
GRC,O,2006,13500.67453
GRC,O,2007,13598.15375
GRC,O,2008,13710.76949
GRC,O,2009,13773.01064
GRC,O,2010,.
GRC,O,2011,.
GRC,P,1995,NA
GRC,P,1996,NA
GRC,P,1997,NA
GRC,P,1998,NA
GRC,P,1999,NA
GRC,P,2000,NA
GRC,P,2001,NA
GRC,P,2002,NA
GRC,P,2003,NA
GRC,P,2004,NA
GRC,P,2005,NA
GRC,P,2006,NA
GRC,P,2007,NA
GRC,P,2008,NA
GRC,P,2009,NA
GRC,P,2010,.
GRC,P,2011,.
HUN,AtB,1995,2299302.77
HUN,AtB,1996,2219074.851
HUN,AtB,1997,2151257.274
HUN,AtB,1998,2096216.007
HUN,AtB,1999,2049322.128
HUN,AtB,2000,2008042.785
HUN,AtB,2001,1992695.971
HUN,AtB,2002,1984300.281
HUN,AtB,2003,1988313.038
HUN,AtB,2004,1940664.839
HUN,AtB,2005,1898531.949
HUN,AtB,2006,1849582.894
HUN,AtB,2007,1826811.158
HUN,AtB,2008,NA
HUN,AtB,2009,NA
HUN,AtB,2010,.
HUN,AtB,2011,.
HUN,C,1995,195615.6016
HUN,C,1996,184434.1392
HUN,C,1997,175117.4981
HUN,C,1998,168328.6583
HUN,C,1999,164192.7473
HUN,C,2000,158604.1025
HUN,C,2001,151398.341
HUN,C,2002,146399.2072
HUN,C,2003,141365.8281
HUN,C,2004,138473.4694
HUN,C,2005,134123.8261
HUN,C,2006,131940.8454
HUN,C,2007,139423.6162
HUN,C,2008,NA
HUN,C,2009,NA
HUN,C,2010,.
HUN,C,2011,.
HUN,15t16,1995,904047.68
HUN,15t16,1996,863031.9478
HUN,15t16,1997,834675.2422
HUN,15t16,1998,814226.1597
HUN,15t16,1999,802909.131
HUN,15t16,2000,790650.9481
HUN,15t16,2001,791158.9629
HUN,15t16,2002,785804.3662
HUN,15t16,2003,780206.006
HUN,15t16,2004,774891.2015
HUN,15t16,2005,774144.9466
HUN,15t16,2006,773261.5231
HUN,15t16,2007,770385.3441
HUN,15t16,2008,NA
HUN,15t16,2009,NA
HUN,15t16,2010,.
HUN,15t16,2011,.
HUN,17t18,1995,172571.196
HUN,17t18,1996,166511.0459
HUN,17t18,1997,164785.7392
HUN,17t18,1998,168336.3509
HUN,17t18,1999,166537.3091
HUN,17t18,2000,165304.36
HUN,17t18,2001,164347.8436
HUN,17t18,2002,160462.1771
HUN,17t18,2003,158131.6504
HUN,17t18,2004,157569.5464
HUN,17t18,2005,149211.8678
HUN,17t18,2006,133791.4663
HUN,17t18,2007,126973.2895
HUN,17t18,2008,NA
HUN,17t18,2009,NA
HUN,17t18,2010,.
HUN,17t18,2011,.
HUN,19,1995,41567.3777
HUN,19,1996,36806.66802
HUN,19,1997,37424.15523
HUN,19,1998,33610.94181
HUN,19,1999,34687.47881
HUN,19,2000,34133.00491
HUN,19,2001,33672.92799
HUN,19,2002,34022.86431
HUN,19,2003,30545.78783
HUN,19,2004,29570.76292
HUN,19,2005,30592.97896
HUN,19,2006,40575.47263
HUN,19,2007,36208.12111
HUN,19,2008,NA
HUN,19,2009,NA
HUN,19,2010,.
HUN,19,2011,.
HUN,20,1995,64455.30531
HUN,20,1996,61968.89772
HUN,20,1997,60654.18823
HUN,20,1998,61707.65769
HUN,20,1999,61567.7054
HUN,20,2000,66188.66713
HUN,20,2001,69963.94757
HUN,20,2002,73357.11779
HUN,20,2003,75494.35614
HUN,20,2004,76202.82429
HUN,20,2005,78954.64461
HUN,20,2006,81182.69803
HUN,20,2007,84145.20365
HUN,20,2008,NA
HUN,20,2009,NA
HUN,20,2010,.
HUN,20,2011,.
HUN,21t22,1995,217811.5772
HUN,21t22,1996,210928.2916
HUN,21t22,1997,206865.9066
HUN,21t22,1998,207873.0195
HUN,21t22,1999,211132.0087
HUN,21t22,2000,218106.8109
HUN,21t22,2001,227634.3897
HUN,21t22,2002,229666.3799
HUN,21t22,2003,232328.7919
HUN,21t22,2004,249696.7535
HUN,21t22,2005,264914.643
HUN,21t22,2006,279198.9585
HUN,21t22,2007,300062.7999
HUN,21t22,2008,NA
HUN,21t22,2009,NA
HUN,21t22,2010,.
HUN,21t22,2011,.
HUN,23,1995,399797.5816
HUN,23,1996,402452.8552
HUN,23,1997,410859.8654
HUN,23,1998,427146.1724
HUN,23,1999,444566.9051
HUN,23,2000,451270.0847
HUN,23,2001,443927.8973
HUN,23,2002,438668.2341
HUN,23,2003,450184.4691
HUN,23,2004,450199.0315
HUN,23,2005,451158.3123
HUN,23,2006,449018.2852
HUN,23,2007,443502.6483
HUN,23,2008,NA
HUN,23,2009,NA
HUN,23,2010,.
HUN,23,2011,.
HUN,24,1995,299797.2977
HUN,24,1996,305909.6613
HUN,24,1997,311581.9312
HUN,24,1998,328094.8595
HUN,24,1999,359284.3584
HUN,24,2000,375303.5252
HUN,24,2001,399440.1962
HUN,24,2002,415894.4958
HUN,24,2003,459746.9751
HUN,24,2004,498810.0223
HUN,24,2005,538351.6619
HUN,24,2006,560551.2549
HUN,24,2007,577971.9063
HUN,24,2008,NA
HUN,24,2009,NA
HUN,24,2010,.
HUN,24,2011,.
HUN,25,1995,115601.7473
HUN,25,1996,112820.716
HUN,25,1997,112890.9647
HUN,25,1998,124714.3359
HUN,25,1999,130411.3309
HUN,25,2000,140524.4778
HUN,25,2001,154022.4582
HUN,25,2002,165356.0837
HUN,25,2003,179647.6857
HUN,25,2004,187509.9694
HUN,25,2005,202860.5303
HUN,25,2006,210969.3354
HUN,25,2007,288252.7354
HUN,25,2008,NA
HUN,25,2009,NA
HUN,25,2010,.
HUN,25,2011,.
HUN,26,1995,170435.0628
HUN,26,1996,171044.628
HUN,26,1997,174072.2572
HUN,26,1998,178660.3459
HUN,26,1999,182444.31
HUN,26,2000,184036.8004
HUN,26,2001,190820.1784
HUN,26,2002,191976.6732
HUN,26,2003,195379.3131
HUN,26,2004,208099.9322
HUN,26,2005,231992.6059
HUN,26,2006,252059.4812
HUN,26,2007,276266.3393
HUN,26,2008,NA
HUN,26,2009,NA
HUN,26,2010,.
HUN,26,2011,.
HUN,27t28,1995,355109.8217
HUN,27t28,1996,347632.5662
HUN,27t28,1997,345031.0854
HUN,27t28,1998,339334.7817
HUN,27t28,1999,337986.8404
HUN,27t28,2000,341878.7766
HUN,27t28,2001,350028.8386
HUN,27t28,2002,357784.5095
HUN,27t28,2003,374655.7304
HUN,27t28,2004,388692.7912
HUN,27t28,2005,408335.1275
HUN,27t28,2006,433800.8257
HUN,27t28,2007,472962.5717
HUN,27t28,2008,NA
HUN,27t28,2009,NA
HUN,27t28,2010,.
HUN,27t28,2011,.
HUN,29,1995,162231.3191
HUN,29,1996,158751.4809
HUN,29,1997,159794.2088
HUN,29,1998,162305.3317
HUN,29,1999,166745.5365
HUN,29,2000,176210.6381
HUN,29,2001,184311.9599
HUN,29,2002,206107.6469
HUN,29,2003,221862.0219
HUN,29,2004,245979.7242
HUN,29,2005,273394.3856
HUN,29,2006,288822.1377
HUN,29,2007,301162.7174
HUN,29,2008,NA
HUN,29,2009,NA
HUN,29,2010,.
HUN,29,2011,.
HUN,30t33,1995,303973.568
HUN,30t33,1996,314127.2997
HUN,30t33,1997,325414.9853
HUN,30t33,1998,356838.9639
HUN,30t33,1999,408956.5652
HUN,30t33,2000,510459.6969
HUN,30t33,2001,585877.1444
HUN,30t33,2002,618535.1427
HUN,30t33,2003,677023.2906
HUN,30t33,2004,741370.7944
HUN,30t33,2005,782355.678
HUN,30t33,2006,802291.6898
HUN,30t33,2007,852753.2341
HUN,30t33,2008,NA
HUN,30t33,2009,NA
HUN,30t33,2010,.
HUN,30t33,2011,.
HUN,34t35,1995,213590.2354
HUN,34t35,1996,234071.2657
HUN,34t35,1997,245721.9435
HUN,34t35,1998,265260.7565
HUN,34t35,1999,316693.2185
HUN,34t35,2000,357732.609
HUN,34t35,2001,400148.2992
HUN,34t35,2002,426314.7273
HUN,34t35,2003,468441.7129
HUN,34t35,2004,522268.5431
HUN,34t35,2005,579468.8193
HUN,34t35,2006,641446.4269
HUN,34t35,2007,705582.2456
HUN,34t35,2008,NA
HUN,34t35,2009,NA
HUN,34t35,2010,.
HUN,34t35,2011,.
HUN,36t37,1995,41736.20322
HUN,36t37,1996,41157.24667
HUN,36t37,1997,43600.78528
HUN,36t37,1998,46204.70106
HUN,36t37,1999,48099.18626
HUN,36t37,2000,48934.4913
HUN,36t37,2001,51228.44846
HUN,36t37,2002,55353.93081
HUN,36t37,2003,58074.78563
HUN,36t37,2004,62082.07873
HUN,36t37,2005,66932.50144
HUN,36t37,2006,72169.03859
HUN,36t37,2007,81945.03659
HUN,36t37,2008,NA
HUN,36t37,2009,NA
HUN,36t37,2010,.
HUN,36t37,2011,.
HUN,E,1995,1752493.587
HUN,E,1996,1730752.262
HUN,E,1997,1725770.739
HUN,E,1998,1741626.861
HUN,E,1999,1757520.081
HUN,E,2000,1776336.217
HUN,E,2001,1775516.226
HUN,E,2002,1783457.149
HUN,E,2003,1802459.457
HUN,E,2004,1818481.018
HUN,E,2005,1824399.199
HUN,E,2006,1832461.002
HUN,E,2007,1828048.493
HUN,E,2008,NA
HUN,E,2009,NA
HUN,E,2010,.
HUN,E,2011,.
HUN,F,1995,514163.1909
HUN,F,1996,489967.0927
HUN,F,1997,471428.8173
HUN,F,1998,467263.1359
HUN,F,1999,460708.896
HUN,F,2000,456966.1637
HUN,F,2001,469823.4374
HUN,F,2002,483589.6139
HUN,F,2003,494430.7166
HUN,F,2004,540709.0475
HUN,F,2005,602654.4455
HUN,F,2006,640896.6903
HUN,F,2007,642216.1271
HUN,F,2008,NA
HUN,F,2009,NA
HUN,F,2010,.
HUN,F,2011,.
HUN,50,1995,112498.0012
HUN,50,1996,111288.6182
HUN,50,1997,105873.1774
HUN,50,1998,105572.2551
HUN,50,1999,115063.6236
HUN,50,2000,130655.7611
HUN,50,2001,145192.0906
HUN,50,2002,159092.3727
HUN,50,2003,191318.9487
HUN,50,2004,212139.5003
HUN,50,2005,239112.5305
HUN,50,2006,265517.7023
HUN,50,2007,288539.5576
HUN,50,2008,NA
HUN,50,2009,NA
HUN,50,2010,.
HUN,50,2011,.
HUN,51,1995,399899.6552
HUN,51,1996,396450.5757
HUN,51,1997,389365.3475
HUN,51,1998,386610.6563
HUN,51,1999,411793.997
HUN,51,2000,437479.5349
HUN,51,2001,467554.8911
HUN,51,2002,489454.2596
HUN,51,2003,520834.1954
HUN,51,2004,559066.6389
HUN,51,2005,607013.967
HUN,51,2006,647978.0262
HUN,51,2007,681299.3181
HUN,51,2008,NA
HUN,51,2009,NA
HUN,51,2010,.
HUN,51,2011,.
HUN,52,1995,377147.6056
HUN,52,1996,373550.1917
HUN,52,1997,367901.3696
HUN,52,1998,379312.6868
HUN,52,1999,395137.6282
HUN,52,2000,417492.6108
HUN,52,2001,441991.9586
HUN,52,2002,472679.8412
HUN,52,2003,499061.5434
HUN,52,2004,534153.1061
HUN,52,2005,559638.1941
HUN,52,2006,605686.6717
HUN,52,2007,644219.0469
HUN,52,2008,NA
HUN,52,2009,NA
HUN,52,2010,.
HUN,52,2011,.
HUN,H,1995,207947.3699
HUN,H,1996,202497.0118
HUN,H,1997,201249.6192
HUN,H,1998,213354.857
HUN,H,1999,224809.2785
HUN,H,2000,230728.5765
HUN,H,2001,244681.5828
HUN,H,2002,260549.9585
HUN,H,2003,270916.3187
HUN,H,2004,293578.1408
HUN,H,2005,324725.2545
HUN,H,2006,348252.1904
HUN,H,2007,368071.8573
HUN,H,2008,NA
HUN,H,2009,NA
HUN,H,2010,.
HUN,H,2011,.
HUN,60,1995,1853319.835
HUN,60,1996,1730015.361
HUN,60,1997,1668166.631
HUN,60,1998,1658013.338
HUN,60,1999,1544592.098
HUN,60,2000,1493998.217
HUN,60,2001,1504968.593
HUN,60,2002,1445572.602
HUN,60,2003,1395678.563
HUN,60,2004,1439956.942
HUN,60,2005,1434413.9
HUN,60,2006,1491891.472
HUN,60,2007,1521571.657
HUN,60,2008,NA
HUN,60,2009,NA
HUN,60,2010,.
HUN,60,2011,.
HUN,61,1995,25316.03671
HUN,61,1996,14147.83636
HUN,61,1997,14918.32703
HUN,61,1998,20343.06413
HUN,61,1999,14366.22393
HUN,61,2000,12077.97014
HUN,61,2001,13488.31806
HUN,61,2002,13230.2858
HUN,61,2003,11838.62665
HUN,61,2004,9301.230146
HUN,61,2005,15046.22713
HUN,61,2006,11621.86426
HUN,61,2007,11093.04633
HUN,61,2008,NA
HUN,61,2009,NA
HUN,61,2010,.
HUN,61,2011,.
HUN,62,1995,56597.90304
HUN,62,1996,54939.84703
HUN,62,1997,55824.54254
HUN,62,1998,61872.35244
HUN,62,1999,57229.24588
HUN,62,2000,39115.63142
HUN,62,2001,27807.66994
HUN,62,2002,58913.08701
HUN,62,2003,62976.28365
HUN,62,2004,58626.64543
HUN,62,2005,38052.46068
HUN,62,2006,24509.9985
HUN,62,2007,29613.93512
HUN,62,2008,NA
HUN,62,2009,NA
HUN,62,2010,.
HUN,62,2011,.
HUN,63,1995,342221.6807
HUN,63,1996,382628.5882
HUN,63,1997,401696.0131
HUN,63,1998,364245.1463
HUN,63,1999,449687.2156
HUN,63,2000,494469.6481
HUN,63,2001,458320.1953
HUN,63,2002,478586.1234
HUN,63,2003,524653.7779
HUN,63,2004,533236.6868
HUN,63,2005,613721.681
HUN,63,2006,667585.688
HUN,63,2007,715295.2169
HUN,63,2008,NA
HUN,63,2009,NA
HUN,63,2010,.
HUN,63,2011,.
HUN,64,1995,910317.6657
HUN,64,1996,929161.3366
HUN,64,1997,959337.1994
HUN,64,1998,983604.7425
HUN,64,1999,1029264.513
HUN,64,2000,1098070.05
HUN,64,2001,1137475.664
HUN,64,2002,1158292.913
HUN,64,2003,1157498.999
HUN,64,2004,1181447.424
HUN,64,2005,1214432.319
HUN,64,2006,1220192.681
HUN,64,2007,1225966.116
HUN,64,2008,NA
HUN,64,2009,NA
HUN,64,2010,.
HUN,64,2011,.
HUN,J,1995,427444.5282
HUN,J,1996,406706.0516
HUN,J,1997,394044.0352
HUN,J,1998,410103.4601
HUN,J,1999,429189.27
HUN,J,2000,449448.8027
HUN,J,2001,453931.5402
HUN,J,2002,460842.88
HUN,J,2003,470157.2083
HUN,J,2004,509384.6387
HUN,J,2005,542619.4144
HUN,J,2006,589933.3081
HUN,J,2007,673086.4047
HUN,J,2008,NA
HUN,J,2009,NA
HUN,J,2010,.
HUN,J,2011,.
HUN,70,1995,7958386.891
HUN,70,1996,8124658.742
HUN,70,1997,8286347.046
HUN,70,1998,8423816.954
HUN,70,1999,8548478.093
HUN,70,2000,8695173.998
HUN,70,2001,8909347.664
HUN,70,2002,9158801.489
HUN,70,2003,9442067.93
HUN,70,2004,9750212.937
HUN,70,2005,10024804.24
HUN,70,2006,10270834.76
HUN,70,2007,10519108.07
HUN,70,2008,NA
HUN,70,2009,NA
HUN,70,2010,.
HUN,70,2011,.
HUN,71t74,1995,646465.3846
HUN,71t74,1996,609293.4058
HUN,71t74,1997,588361.5985
HUN,71t74,1998,602806.4195
HUN,71t74,1999,612565.3839
HUN,71t74,2000,635021.6773
HUN,71t74,2001,665680.9455
HUN,71t74,2002,714359.8977
HUN,71t74,2003,765974.5855
HUN,71t74,2004,815770.5962
HUN,71t74,2005,965098.5975
HUN,71t74,2006,1086726.635
HUN,71t74,2007,1218145.232
HUN,71t74,2008,NA
HUN,71t74,2009,NA
HUN,71t74,2010,.
HUN,71t74,2011,.
HUN,L,1995,7527740.097
HUN,L,1996,7288045.115
HUN,L,1997,7062807.44
HUN,L,1998,6893780.671
HUN,L,1999,6765885.765
HUN,L,2000,6679404.411
HUN,L,2001,6670285.263
HUN,L,2002,6725735.123
HUN,L,2003,6678759.437
HUN,L,2004,6650648.549
HUN,L,2005,6666784.336
HUN,L,2006,6712343.874
HUN,L,2007,6685449.444
HUN,L,2008,NA
HUN,L,2009,NA
HUN,L,2010,.
HUN,L,2011,.
HUN,M,1995,1091638.764
HUN,M,1996,1063718.852
HUN,M,1997,1042758.408
HUN,M,1998,1029792.378
HUN,M,1999,1020308.701
HUN,M,2000,1026753.611
HUN,M,2001,1029199.835
HUN,M,2002,1034596.402
HUN,M,2003,1044801.703
HUN,M,2004,1048832.54
HUN,M,2005,1062035.229
HUN,M,2006,1068696.002
HUN,M,2007,1072035.923
HUN,M,2008,NA
HUN,M,2009,NA
HUN,M,2010,.
HUN,M,2011,.
HUN,N,1995,604146.1605
HUN,N,1996,584650.9679
HUN,N,1997,573727.989
HUN,N,1998,571534.2853
HUN,N,1999,561077.4983
HUN,N,2000,558535.255
HUN,N,2001,550342.3917
HUN,N,2002,561955.3823
HUN,N,2003,562283.6619
HUN,N,2004,563754.7293
HUN,N,2005,563046.6566
HUN,N,2006,566746.1963
HUN,N,2007,567770.2835
HUN,N,2008,NA
HUN,N,2009,NA
HUN,N,2010,.
HUN,N,2011,.
HUN,O,1995,1048148.322
HUN,O,1996,1034661.844
HUN,O,1997,1034324.913
HUN,O,1998,1041913.847
HUN,O,1999,1019601.513
HUN,O,2000,1009093.895
HUN,O,2001,1000805.985
HUN,O,2002,1006473.095
HUN,O,2003,1002133.435
HUN,O,2004,1005445.974
HUN,O,2005,1018190.498
HUN,O,2006,1029756.277
